pxd	run	tissue_llm	tissue_mlm	confidence_mlm
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_111	blood	Appendix	0.0437
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_112	blood	Adipose tissue	0.066
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_113	blood	Adipose tissue	0.058
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_114	blood	Placenta	0.0445
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_115	blood	Adipose tissue	0.0692
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_116	blood	Adipose tissue	0.049
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_117	blood	Adipose tissue	0.0664
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_119	blood	Adipose tissue	0.0525
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_120	blood	Adipose tissue	0.0477
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_121	blood	Adipose tissue	0.0515
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_122	blood	Adipose tissue	0.0525
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_124	blood	Adipose tissue	0.0502
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_125	blood	Adipose tissue	0.0657
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_126	blood	Adipose tissue	0.0468
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_127	blood	Adipose tissue	0.0535
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_128	blood	Adipose tissue	0.0571
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_129	blood	Adipose tissue	0.0561
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_130	blood	Adipose tissue	0.043
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_131	blood	Adipose tissue	0.0512
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_132	blood	Adipose tissue	0.0514
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_133	blood	Adipose tissue	0.0717
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_134	blood	Adipose tissue	0.0583
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_135	blood	Adipose tissue	0.0534
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_136	blood	Adipose tissue	0.0492
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_137	blood	Adipose tissue	0.0715
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_138	blood	Adipose tissue	0.0515
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_139	blood	Adipose tissue	0.0684
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_140	blood	Adipose tissue	0.053
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_141	blood	Adipose tissue	0.0844
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_142	blood	Adipose tissue	0.0547
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_143	blood	Placenta	0.0534
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_144	blood	Adipose tissue	0.0605
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_145	blood	Adipose tissue	0.0637
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_94	blood	Adipose tissue	0.0595
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_95	blood	Adipose tissue	0.0624
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_97	blood	Adipose tissue	0.0748
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_98	blood	Adipose tissue	0.0419
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_99	blood	Adipose tissue	0.0732
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-2637	blood	Adipose tissue	0.0511
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-2638	blood	Adipose tissue	0.0605
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-2639	blood	Lung	0.0423
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-2640	blood	Adipose tissue	0.0518
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-2641	blood	Appendix	0.0407
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-2642	blood	Lung	0.0405
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-2643	blood	Adipose tissue	0.0588
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-3031	blood	Adipose tissue	0.0585
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-3032	blood	Adipose tissue	0.0632
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-3033	blood	Adipose tissue	0.0505
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-3034	blood	Adipose tissue	0.0486
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-3035	blood	Adipose tissue	0.0693
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-3036	blood	Adipose tissue	0.0469
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-3037	blood	Adipose tissue	0.0573
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_HD-3038	blood	Appendix	0.0432
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate4_HD-3039	blood	Lung	0.0445
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate4_HD-3040	blood	Adipose tissue	0.0601
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_12	blood	Adipose tissue	0.0752
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_14	blood	Adipose tissue	0.0554
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_15	blood	Adipose tissue	0.0652
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_16	blood	Adipose tissue	0.0691
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_18	blood	Adipose tissue	0.065
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_21	blood	Adipose tissue	0.0578
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_22	blood	Tonsil	0.039
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_25	blood	Adipose tissue	0.0766
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_26	blood	Adipose tissue	0.0772
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_27	blood	Adipose tissue	0.0642
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_28	blood	Adipose tissue	0.0855
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_39	blood	Adipose tissue	0.076
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_40	blood	Adipose tissue	0.0861
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_45	blood	Adipose tissue	0.068
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_53	blood	Adipose tissue	0.061
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_54	blood	Adipose tissue	0.0505
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_55	blood	Adipose tissue	0.0824
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_6	blood	Adipose tissue	0.0633
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_60	blood	Adipose tissue	0.0692
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_61	blood	Adipose tissue	0.0806
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_67	blood	Adipose tissue	0.0769
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_69	blood	Adipose tissue	0.0599
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_71	blood	Adipose tissue	0.0754
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_72	blood	Adipose tissue	0.0595
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate1_78	blood	Adipose tissue	0.0792
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_102	blood	Lymph node	0.0415
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_105	blood	Adipose tissue	0.0695
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_108	blood	Adipose tissue	0.0799
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_110	blood	Adipose tissue	0.0768
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_112	blood	Adipose tissue	0.0566
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_113	blood	Adipose tissue	0.075
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_114	blood	Adipose tissue	0.0822
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_115	blood	Adipose tissue	0.0592
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_119	blood	Adipose tissue	0.0495
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_120	blood	Adipose tissue	0.0565
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_121	blood	Adipose tissue	0.0814
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_122	blood	Adipose tissue	0.08
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_135	blood	Adipose tissue	0.078
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_136	blood	Adipose tissue	0.0468
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_137	blood	Adipose tissue	0.0564
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_139	blood	Adipose tissue	0.0461
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_140	blood	Adipose tissue	0.0435
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_84	blood	Adipose tissue	0.0721
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_87	blood	Adipose tissue	0.0836
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_88	blood	Adipose tissue	0.0738
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_92	blood	Adipose tissue	0.0742
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_93	blood	Lung	0.0398
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_94	blood	Adipose tissue	0.0598
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_97	blood	Adipose tissue	0.054
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate2_99	blood	Adipose tissue	0.059
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_143	blood	Adipose tissue	0.0589
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_145	blood	Adipose tissue	0.047
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_146	blood	Adipose tissue	0.0447
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_148	blood	Adipose tissue	0.0455
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_152	blood	Testis	0.0448
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_153	blood	Adipose tissue	0.0663
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_156	blood	Adipose tissue	0.0589
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_157	blood	Adipose tissue	0.0604
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_158	blood	Adipose tissue	0.0483
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_160	blood	Adipose tissue	0.058
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_162	blood	Adipose tissue	0.0691
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_165	blood	Adipose tissue	0.0601
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_167	blood	Adipose tissue	0.057
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_173	blood	Adipose tissue	0.0701
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_174	blood	Adipose tissue	0.0692
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_179	blood	Adipose tissue	0.0541
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_184	blood	Adipose tissue	0.0644
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_185	blood	Adipose tissue	0.0525
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_187	blood	Adipose tissue	0.0486
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_188	blood	Adipose tissue	0.0482
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_189	blood	Adipose tissue	0.0578
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_211	blood	Adipose tissue	0.0553
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_213	blood	Testis	0.0531
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_214	blood	Testis	0.056
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_215	blood	Adipose tissue	0.0625
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_216	blood	Adipose tissue	0.0519
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_217	blood	Adipose tissue	0.078
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate3_218	blood	Adipose tissue	0.0579
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate4_219	blood	Adipose tissue	0.0509
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort2_Plate4_231	blood	Adipose tissue	0.0603
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate1_Empty	blood	Testis	0.0438
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate1_Empty_20221019020025	blood	Skeletal muscle	0.0389
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate1_Empty_20221019064512	blood	Testis	0.0508
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate1_Empty_20221019113001	blood	Skeletal muscle	0.0393
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate1_Empty_20221019161448	blood	Testis	0.0502
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate1_Empty_20221019205928	blood	Testis	0.0639
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate1_Empty_20221020014417	blood	Skeletal muscle	0.039
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate1_Empty_20221020062905	blood	Testis	0.0494
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate1_SerumPool	blood	Adipose tissue	0.048
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate2_Empty	blood	Testis	0.0485
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate2_Empty_20221020155842	blood	Testis	0.0531
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate2_Empty_20221020204333	blood	Testis	0.0557
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate2_Empty_20221021012824	blood	Skeletal muscle	0.0385
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate2_Empty_20221021061309	blood	Tonsil	0.0387
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate2_Empty_20221021105755	blood	Skeletal muscle	0.0394
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate2_Empty_20221021154244	blood	Skeletal muscle	0.0388
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate2_Empty_20221021202734	blood	Testis	0.063
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate2_SerumPool	blood	Adipose tissue	0.0583
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate3_Empty	blood	Testis	0.0485
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate3_Empty_20221022055714	blood	Testis	0.0555
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate3_Empty_20221022104200	blood	Testis	0.0598
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate3_Empty_20221022201144	blood	Testis	0.0573
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate3_Empty_20221023005632	blood	Testis	0.0538
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate3_Empty_20221023054121	blood	Testis	0.0559
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate3_Empty_20221023102613	blood	Testis	0.0571
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate3_SerumPool	blood	Adipose tissue	0.053
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate4_Empty	blood	Liver	0.0394
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate4_Empty_20221023120109	blood	Testis	0.0494
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate4_Empty_20221023124838	blood	Testis	0.0405
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort_Plate4_Empty_20221023133608	blood	Testis	0.0457
