pxd	run	source_parquet	coverage	scoring_mode	tissue	confidence	tissue_2	confidence_2	tissue_3	confidence_3	tissue_4	confidence_4	tissue_5	confidence_5
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230103sunyt_MFTSYF_DIA_b9_10	sample_nsaf_matrix.parquet	0.3588	predict_proba	Thyroid	0.3746	Endometrium	0.0897	Lung	0.0733	Spleen	0.0474	Kidney	0.0323
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230105sunyt_MFTSYF_DIA_b11_8	sample_nsaf_matrix.parquet	0.3726	predict_proba	Thyroid	0.437	Endometrium	0.0813	Lung	0.0665	Spleen	0.0463	Testis	0.036
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230105sunyt_MFTSYF_DIA_b12_3	sample_nsaf_matrix.parquet	0.2855	predict_proba	Thyroid	0.3665	Endometrium	0.0955	Lung	0.0812	Spleen	0.0404	Testis	0.0341
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230106sunyt_MFTSYF_DIA_b13_10	sample_nsaf_matrix.parquet	0.4022	predict_proba	Thyroid	0.3555	Endometrium	0.0904	Lung	0.0629	Testis	0.0405	Kidney	0.0362
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230107sunyt_MFTSYF_DIA_b14_3	sample_nsaf_matrix.parquet	0.3578	predict_proba	Thyroid	0.3961	Endometrium	0.0842	Lung	0.0649	Spleen	0.0495	Placenta	0.0337
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230109sunyt_MFTSJ_DIA_b15_14	sample_nsaf_matrix.parquet	0.248	predict_proba	Thyroid	0.3614	Endometrium	0.1039	Lung	0.0677	Testis	0.0437	Spleen	0.0302
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230109sunyt_MFTSJ_DIA_b15_8	sample_nsaf_matrix.parquet	0.3444	predict_proba	Thyroid	0.3794	Endometrium	0.0883	Lung	0.072	Spleen	0.0481	Urinary bladder	0.0368
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230110sunyt_MFTSJ_DIA_b16_10	sample_nsaf_matrix.parquet	0.3221	predict_proba	Thyroid	0.3814	Endometrium	0.0782	Lung	0.0679	Testis	0.0437	Spleen	0.0436
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230110sunyt_MFTSJ_DIA_b16_5	sample_nsaf_matrix.parquet	0.2766	predict_proba	Thyroid	0.4501	Endometrium	0.0948	Lung	0.0662	Placenta	0.0368	Testis	0.0326
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230209Hupp_TPD_wosp00127_45minDIA_b7_14	sample_nsaf_matrix.parquet	0.2509	predict_proba	Thyroid	0.3231	Lung	0.0894	Endometrium	0.0881	Testis	0.0408	Urinary bladder	0.0389
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230209Hupp_TPD_wosp00127_45minDIA_b7_3	sample_nsaf_matrix.parquet	0.2037	predict_proba	Thyroid	0.3651	Endometrium	0.0854	Lung	0.068	Testis	0.0388	Bone marrow	0.034
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230210Hupp_TPD_wosp00127_45minDIA_b8_12	sample_nsaf_matrix.parquet	0.2096	predict_proba	Thyroid	0.372	Endometrium	0.114	Lung	0.0725	Testis	0.045	Spleen	0.0334
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230212Hupp_TPD_wosp00127_45minDIA_b10_3	sample_nsaf_matrix.parquet	0.2168	predict_proba	Thyroid	0.3397	Endometrium	0.1051	Lung	0.0559	Testis	0.0409	Urinary bladder	0.0353
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230214Hupp_TPD_wosp00127_45minDIA_Rep_b13_4	sample_nsaf_matrix.parquet	0.2812	predict_proba	Thyroid	0.3502	Endometrium	0.1126	Lung	0.0688	Spleen	0.0503	Lymph node	0.0301
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230221Hupp_TPD_wosp00127_45minDIA_b18_1	sample_nsaf_matrix.parquet	0.2238	predict_proba	Thyroid	0.3402	Endometrium	0.0908	Lung	0.0658	Testis	0.0623	Urinary bladder	0.0327
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230226Hupp_TPD_wosp00127_45minDIA_b23_13	sample_nsaf_matrix.parquet	0.3552	predict_proba	Thyroid	0.3552	Endometrium	0.1083	Lung	0.0746	Testis	0.0407	Lymph node	0.0283
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230301Hupp_TPD_wosp00127_45minDIA_b27_11	sample_nsaf_matrix.parquet	0.2917	predict_proba	Thyroid	0.3404	Endometrium	0.1195	Lung	0.0678	Testis	0.0301	Spleen	0.029
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230307Hupp_TPD_wosp00127_45minDIA_b31_9	sample_nsaf_matrix.parquet	0.2796	predict_proba	Thyroid	0.3667	Endometrium	0.1081	Lung	0.0801	Urinary bladder	0.0353	Spleen	0.03
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230316Hupp_TPM_O_45minDIA_b15_3	sample_nsaf_matrix.parquet	0.3042	predict_proba	Thyroid	0.349	Lung	0.0725	Bone marrow	0.0571	Monocytes	0.0521	Endometrium	0.0497
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230318Hupp_TPM_YB_45minDIA_b1_11	sample_nsaf_matrix.parquet	0.2995	predict_proba	Thyroid	0.3646	Lung	0.0634	Testis	0.0611	Endometrium	0.0585	Bone marrow	0.0517
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230406Hupp_TPM_Z_45minDIA_b9_12	sample_nsaf_matrix.parquet	0.2489	predict_proba	Thyroid	0.3753	Endometrium	0.0986	Lung	0.0606	Spleen	0.0452	Lymph node	0.0288
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230418Hupp_TPM_D_45minDIA_b5_7	sample_nsaf_matrix.parquet	0.1967	predict_proba	Thyroid	0.3166	Bone marrow	0.0783	Endometrium	0.0734	Testis	0.0659	Lung	0.0632
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230601Hupp_TPM_Z_45minDIA_b24_13	sample_nsaf_matrix.parquet	0.3897	predict_proba	Thyroid	0.3686	Endometrium	0.109	Lung	0.0706	Smooth muscle	0.0305	Urinary bladder	0.0285
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230601Hupp_TPM_Z_45minDIA_b24_14	sample_nsaf_matrix.parquet	0.1157	predict_proba	Thyroid	0.4222	Endometrium	0.0688	Lung	0.0563	Bone marrow	0.0555	Monocytes	0.0458
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230601Hupp_TPM_Z_45minDIA_b24_15	sample_nsaf_matrix.parquet	0.1721	predict_proba	Thyroid	0.3911	Endometrium	0.0887	Lung	0.0698	Bone marrow	0.0357	Smooth muscle	0.03
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/B20230603Hupp_TPM_Z_45minDIA_b26_11	sample_nsaf_matrix.parquet	0.2206	predict_proba	Thyroid	0.4364	Lung	0.0623	Testis	0.0615	Endometrium	0.0507	Monocytes	0.0465
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/CAA20230301Hupp_TPM_ZY_DIA_60min_b19_1	sample_nsaf_matrix.parquet	0.2388	predict_proba	Heart	0.3751	Bone marrow	0.0595	Appendix	0.0482	Skeletal muscle	0.0434	Lung	0.0406
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/CAA20230312Hupp_TPM_ZY_DIA_60min_b28_2	sample_nsaf_matrix.parquet	0.3397	predict_proba	Thyroid	0.3073	Lung	0.0761	Kidney	0.0717	Endometrium	0.0602	Testis	0.0394
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/CAA20230413Hupp_TPM_ZY_DIA_60min_b83_7	sample_nsaf_matrix.parquet	0.3208	predict_proba	Thyroid	0.3832	Endometrium	0.0996	Lung	0.063	Prostate	0.0398	Testis	0.0307
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/CAA20230601Hupp_TPM_O_DIA_60min_b15_2	sample_nsaf_matrix.parquet	0.3862	predict_proba	Thyroid	0.3918	Endometrium	0.0687	Lung	0.0562	Bone marrow	0.0469	Monocytes	0.0464
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/CAA20230604Hupp_TPM_O_DIA_60min_b18_2	sample_nsaf_matrix.parquet	0.4129	predict_proba	Thyroid	0.3386	Endometrium	0.0742	Lung	0.0687	Testis	0.0576	Monocytes	0.0443
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/CAA20230609Hupp_TPM_wosp0034_DIA_60min_b4_8	sample_nsaf_matrix.parquet	0.196	predict_proba	Heart	0.3059	Ovary	0.0801	Endometrium	0.0608	Bone marrow	0.0588	Testis	0.0516
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/CAB20230305Hupp_TPM_ZY_DIA_60min_b27_10	sample_nsaf_matrix.parquet	0.4447	predict_proba	Thyroid	0.3119	Endometrium	0.0909	Pituitary gland	0.0737	Lung	0.0633	Kidney	0.0512
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/CAB20230502Hupp_RAIT_DIA_60min_b8_6	sample_nsaf_matrix.parquet	0.3584	predict_proba	Thyroid	0.4003	Endometrium	0.0881	Lung	0.0708	Testis	0.0357	Urinary bladder	0.0343
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/CAC20230219Hupp_TPD_ZY_DIA_60min_b2_10	sample_nsaf_matrix.parquet	0.3213	predict_proba	Thyroid	0.3085	Endometrium	0.0901	Lung	0.0767	Kidney	0.0528	Testis	0.0463
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/CAC20230305Hupp_TPD_ZY_DIA_60min_b23_14	sample_nsaf_matrix.parquet	0.3534	predict_proba	Thyroid	0.3377	Endometrium	0.087	Lung	0.0633	Placenta	0.0353	Monocytes	0.0351
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/CAC20230311Hupp_TPD_ZY_DIA_60min_b46_12	sample_nsaf_matrix.parquet	0.3753	predict_proba	Thyroid	0.3731	Endometrium	0.0931	Lung	0.0769	Placenta	0.0331	Prostate	0.0327
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/CAC20230323Hupp_TPD_ZY_DIA_60min_b72_11	sample_nsaf_matrix.parquet	0.3705	predict_proba	Heart	0.3534	Endometrium	0.0838	Ovary	0.0659	Skeletal muscle	0.0583	Bone marrow	0.0475
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/O20230507Hupp_MTCZY_60min_DIA_MTCZY_2	sample_nsaf_matrix.parquet	0.4255	predict_proba	Pituitary gland	0.3045	Adrenal gland	0.0708	Lung	0.0653	Stomach	0.0443	Kidney	0.0435
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/O20230529Hupp_MTC_FD_60min_DIA_b6_15	sample_nsaf_matrix.parquet	0.3475	predict_proba	Pituitary gland	0.3151	Endometrium	0.0796	Adrenal gland	0.0748	Lung	0.0483	Prostate	0.0457
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/O20230530Hupp_MTC_FD_60min_DIA_b1_5	sample_nsaf_matrix.parquet	0.1567	predict_proba	Thyroid	0.3	Endometrium	0.1052	Lung	0.0888	Testis	0.0435	Smooth muscle	0.0302
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/O20230609Hupp_MTC_FD_60min_DIA_b9_3	sample_nsaf_matrix.parquet	0.3342	predict_proba	Pituitary gland	0.3122	Endometrium	0.0682	Placenta	0.0508	Stomach	0.048	Adrenal gland	0.0475
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/O20230610Hupp_MTC_FD_60min_DIA_b10_15	sample_nsaf_matrix.parquet	0.2701	predict_proba	Thyroid	0.331	Pituitary gland	0.1161	Endometrium	0.0614	Kidney	0.0464	Adrenal gland	0.0409
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/O20230611Hupp_MTC_FD_60min_DIA_b11_14	sample_nsaf_matrix.parquet	0.3179	predict_proba	Pituitary gland	0.3062	Endometrium	0.0755	Lung	0.069	Adrenal gland	0.0572	Stomach	0.0394
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/O20230614Hupp_MTC_FD_60min_DIA_b14_13	sample_nsaf_matrix.parquet	0.4499	predict_proba	Pituitary gland	0.3501	Endometrium	0.0801	Lung	0.0649	Adrenal gland	0.0584	Prostate	0.0358
PXD061183	/public/conode53/AIRFLOW/temp/PXD061183/diann/O20230615Hupp_MTC_FD_60min_DIA_b15_7	sample_nsaf_matrix.parquet	0.4414	predict_proba	Pituitary gland	0.3004	Endometrium	0.0831	Adrenal gland	0.0632	Lung	0.0606	Stomach	0.046
PXD061638	N.Proteotypic.Sequences	sample_nsaf_matrix.parquet	0.6941	predict_proba	Testis	0.4069	Oviduct	0.139	Stomach	0.0471	Ovary	0.0388	Tonsil	0.028
PXD061638	N.Sequences	sample_nsaf_matrix.parquet	0.6986	predict_proba	Testis	0.3911	Oviduct	0.1387	Ovary	0.045	Stomach	0.0425	Esophagus	0.039
PXD061696	TissueExperiment	sample_nsaf_matrix.parquet	0.8398	predict_proba	Colon	0.3593	Duodenum	0.058	Rectum	0.0551	Ovary	0.0428	Lung	0.0402
PXD061698	/public/conode53/AIRFLOW/temp/PXD061698/diann/20240224_N4	sample_nsaf_matrix.parquet	0.621	predict_proba	Prostate	0.3351	Oviduct	0.1294	Testis	0.0844	Salivary gland	0.0604	Bone marrow	0.0578
PXD061698	N.Proteotypic.Sequences	sample_nsaf_matrix.parquet	0.7725	predict_proba	Testis	0.3859	Oviduct	0.1496	Ovary	0.0434	Stomach	0.0424	Lung	0.0283
PXD061698	N.Sequences	sample_nsaf_matrix.parquet	0.7787	predict_proba	Testis	0.3825	Oviduct	0.1493	Stomach	0.0424	Lung	0.0421	Ovary	0.0406
PXD061756	FLI12093	sample_nsaf_matrix.parquet	0.1662	predict_proba	Brain	0.793	Testis	0.0243	Adrenal gland	0.0178	Colon	0.0156	Kidney	0.0152
PXD061756	FLI12095	sample_nsaf_matrix.parquet	0.1972	predict_proba	Brain	0.4751	Adrenal gland	0.0838	Ovary	0.065	Testis	0.0539	Esophagus	0.0451
PXD061756	FLI12097	sample_nsaf_matrix.parquet	0.1581	predict_proba	Brain	0.7798	Testis	0.0351	Kidney	0.0202	Lung	0.0196	Colon	0.0154
PXD061756	FLI12099	sample_nsaf_matrix.parquet	0.1868	predict_proba	Brain	0.5738	Testis	0.0535	Kidney	0.0481	Lung	0.0337	Bone marrow	0.0314
PXD061756	FLI12101	sample_nsaf_matrix.parquet	0.1895	predict_proba	Brain	0.7982	Testis	0.0255	Pituitary gland	0.0231	Esophagus	0.0189	Kidney	0.0133
PXD061756	FLI12103	sample_nsaf_matrix.parquet	0.2127	predict_proba	Brain	0.5645	Testis	0.0515	Kidney	0.0497	Bone marrow	0.0308	Lung	0.03
PXD061756	FLI12105	sample_nsaf_matrix.parquet	0.1714	predict_proba	Brain	0.7805	Testis	0.036	Kidney	0.0248	Pituitary gland	0.023	Adrenal gland	0.0121
PXD061756	FLI12109	sample_nsaf_matrix.parquet	0.1497	predict_proba	Brain	0.6937	Kidney	0.0348	Testis	0.0344	Lung	0.022	Pituitary gland	0.0205
PXD061756	FLI12111	sample_nsaf_matrix.parquet	0.2236	predict_proba	Brain	0.6249	Kidney	0.051	Ovary	0.0464	Testis	0.0459	Lung	0.0246
PXD061756	FLI12113	sample_nsaf_matrix.parquet	0.1611	predict_proba	Brain	0.7691	Testis	0.037	Kidney	0.0264	Pituitary gland	0.0231	Lung	0.0194
PXD061756	FLI12117	sample_nsaf_matrix.parquet	0.1739	predict_proba	Brain	0.8176	Testis	0.0305	Kidney	0.0166	Lung	0.0151	Endometrium	0.0101
PXD061756	FLI12119	sample_nsaf_matrix.parquet	0.224	predict_proba	Brain	0.647	Adrenal gland	0.069	Testis	0.0517	Kidney	0.0306	Lung	0.0176
PXD061756	FLI12121	sample_nsaf_matrix.parquet	0.18	predict_proba	Brain	0.7586	Adrenal gland	0.065	Testis	0.028	Kidney	0.0184	Lung	0.0183
PXD061756	FLI12123	sample_nsaf_matrix.parquet	0.1908	predict_proba	Brain	0.5123	Adrenal gland	0.0781	Ovary	0.0585	Testis	0.0541	Kidney	0.0436
PXD061756	FLI12125	sample_nsaf_matrix.parquet	0.2027	predict_proba	Brain	0.546	Testis	0.0584	Kidney	0.0464	Lung	0.0391	Bone marrow	0.0337
PXD062254	/public/conode53/AIRFLOW/temp/PXD062254/diann/DIA_FAIMS_CV-45_02_SL	sample_nsaf_matrix.parquet	0.0323	shap_penalty1	Brain	0.3139	B-cells	0.0415	Skeletal muscle	0.0376	Tonsil	0.0365	Parotid gland	0.035
PXD062254	/public/conode53/AIRFLOW/temp/PXD062254/diann/DIA_FAIMS_CV-45_10_BB_iST	sample_nsaf_matrix.parquet	0.0778	shap_penalty1	Brain	0.3347	Heart	0.038	B-cells	0.0365	Skeletal muscle	0.0358	Monocytes	0.0343
PXD062254	N.Proteotypic.Sequences	sample_nsaf_matrix.parquet	0.1166	predict_proba	Brain	0.4828	Ovary	0.0931	Monocytes	0.0432	Testis	0.0367	Kidney	0.034
PXD062254	N.Sequences	sample_nsaf_matrix.parquet	0.1253	predict_proba	Brain	0.4278	Ovary	0.1121	Esophagus	0.0758	Monocytes	0.0523	Kidney	0.0315
PXD062419	DiscoveryCohort_QC2	sample_nsaf_matrix.parquet	0.0212	shap_penalty1	Pituitary gland	0.3354	Brain	0.1308	Adrenal gland	0.0463	Skeletal muscle	0.0381	Tonsil	0.036
PXD062419	DiscoveryCohort_QC3	sample_nsaf_matrix.parquet	0.0221	shap_penalty1	Pituitary gland	0.3366	Brain	0.1237	Skeletal muscle	0.0372	Adrenal gland	0.0366	B-cells	0.0345
PXD062419	DiscoveryCohort_Sample10	sample_nsaf_matrix.parquet	0.0075	shap_penalty1	Pituitary gland	0.3739	Thyroid	0.0492	Brain	0.0427	Adrenal gland	0.0419	Monocytes	0.0401
PXD062419	DiscoveryCohort_Sample12	sample_nsaf_matrix.parquet	0.0075	shap_penalty1	Pituitary gland	0.3008	Brain	0.1291	Thyroid	0.071	Skeletal muscle	0.0371	B-cells	0.0348
PXD062419	DiscoveryCohort_Sample14	sample_nsaf_matrix.parquet	0.0062	shap_penalty1	Pituitary gland	0.3711	Thyroid	0.0512	Brain	0.0419	Skeletal muscle	0.038	Adrenal gland	0.0379
PXD062419	DiscoveryCohort_Sample17	sample_nsaf_matrix.parquet	0.0077	shap_penalty1	Pituitary gland	0.3193	Brain	0.1272	Thyroid	0.0762	Adrenal gland	0.042	Skeletal muscle	0.0373
PXD062419	DiscoveryCohort_Sample19	sample_nsaf_matrix.parquet	0.0085	shap_penalty1	Pituitary gland	0.319	Thyroid	0.0762	Adrenal gland	0.0474	Tonsil	0.0383	Skeletal muscle	0.0371
PXD062419	DiscoveryCohort_Sample21	sample_nsaf_matrix.parquet	0.011	shap_penalty1	Pituitary gland	0.3023	Monocytes	0.0411	Brain	0.041	Adrenal gland	0.0406	Tonsil	0.0376
PXD062419	DiscoveryCohort_Sample27	sample_nsaf_matrix.parquet	0.008	shap_penalty1	Pituitary gland	0.3321	Brain	0.1303	Adrenal gland	0.0553	Tonsil	0.0379	Skeletal muscle	0.0368
PXD062419	DiscoveryCohort_Sample28	sample_nsaf_matrix.parquet	0.0067	shap_penalty1	Pituitary gland	0.3536	Adrenal gland	0.0516	Brain	0.0446	Skeletal muscle	0.0376	Tonsil	0.0371
PXD062419	DiscoveryCohort_Sample32	sample_nsaf_matrix.parquet	0.0055	shap_penalty1	Pituitary gland	0.3282	Thyroid	0.0777	Adrenal gland	0.0455	Brain	0.041	Tonsil	0.0379
PXD062419	DiscoveryCohort_Sample34	sample_nsaf_matrix.parquet	0.0072	shap_penalty1	Pituitary gland	0.3347	Brain	0.1192	Tonsil	0.0381	Adrenal gland	0.0373	Small intestine	0.0344
PXD062419	DiscoveryCohort_Sample35	sample_nsaf_matrix.parquet	0.0067	shap_penalty1	Pituitary gland	0.3019	Brain	0.1095	Adrenal gland	0.0411	Tonsil	0.0375	Skeletal muscle	0.035
PXD062419	DiscoveryCohort_Sample36	sample_nsaf_matrix.parquet	0.0075	shap_penalty1	Pituitary gland	0.3539	Adrenal gland	0.0548	Tonsil	0.0378	Monocytes	0.0378	Brain	0.0363
PXD062419	DiscoveryCohort_Sample38	sample_nsaf_matrix.parquet	0.0084	shap_penalty1	Pituitary gland	0.3695	Brain	0.0526	Adrenal gland	0.0505	Skeletal muscle	0.038	Tonsil	0.0351
PXD062419	DiscoveryCohort_Sample4	sample_nsaf_matrix.parquet	0.0049	shap_penalty1	Pituitary gland	0.3373	Monocytes	0.0445	Brain	0.041	Tonsil	0.0382	Skeletal muscle	0.0372
PXD062419	DiscoveryCohort_Sample41	sample_nsaf_matrix.parquet	0.0079	shap_penalty1	Pituitary gland	0.3637	Adrenal gland	0.0573	Brain	0.0452	Skeletal muscle	0.0377	Tonsil	0.037
PXD062419	DiscoveryCohort_Sample42	sample_nsaf_matrix.parquet	0.0077	shap_penalty1	Pituitary gland	0.3844	Adrenal gland	0.0454	Monocytes	0.0438	Tonsil	0.0382	B-cells	0.0343
PXD062419	DiscoveryCohort_Sample43	sample_nsaf_matrix.parquet	0.0084	shap_penalty1	Pituitary gland	0.3496	Adrenal gland	0.0556	Brain	0.0413	Tonsil	0.0377	Monocytes	0.0375
PXD062419	DiscoveryCohort_Sample44	sample_nsaf_matrix.parquet	0.0057	shap_penalty1	Pituitary gland	0.3387	Brain	0.133	Adrenal gland	0.042	Skeletal muscle	0.0373	Tonsil	0.0346
PXD062419	DiscoveryCohort_Sample48	sample_nsaf_matrix.parquet	0.0089	shap_penalty1	Pituitary gland	0.3079	Brain	0.1351	Adrenal gland	0.0381	Tonsil	0.0377	Skeletal muscle	0.0376
PXD062419	DiscoveryCohort_Sample5	sample_nsaf_matrix.parquet	0.0097	shap_penalty1	Pituitary gland	0.3534	Brain	0.1286	Adrenal gland	0.0509	Skeletal muscle	0.0369	Tonsil	0.035
PXD062419	DiscoveryCohort_Sample6	sample_nsaf_matrix.parquet	0.0291	shap_penalty1	Pituitary gland	0.3149	Brain	0.1301	Tonsil	0.0382	Monocytes	0.0365	Parotid gland	0.0343
PXD062419	DiscoveryCohort_Sample7	sample_nsaf_matrix.parquet	0.0064	shap_penalty1	Pituitary gland	0.3331	Brain	0.1296	Adrenal gland	0.0395	Tonsil	0.0384	Skeletal muscle	0.0381
PXD062419	DiscoveryCohort_Sample9	sample_nsaf_matrix.parquet	0.0075	shap_penalty1	Pituitary gland	0.3794	Brain	0.1342	Skeletal muscle	0.0369	Tonsil	0.0365	Adrenal gland	0.0346
PXD062419	FreezeThawCycles_0	sample_nsaf_matrix.parquet	0.0196	shap_penalty1	Pituitary gland	0.3086	Adrenal gland	0.0503	Brain	0.0421	Skeletal muscle	0.037	Tonsil	0.0367
PXD062419	FreezeThawCycles_1	sample_nsaf_matrix.parquet	0.0214	shap_penalty1	Pituitary gland	0.3166	Brain	0.1176	Heart	0.0561	Skeletal muscle	0.0483	Adrenal gland	0.0351
PXD062419	FreezeThawCycles_2hRT	sample_nsaf_matrix.parquet	0.0187	shap_penalty1	Pituitary gland	0.3125	Monocytes	0.0543	Adrenal gland	0.0494	Tonsil	0.0369	Small intestine	0.0341
PXD062419	FreezeThawCycles_3	sample_nsaf_matrix.parquet	0.0197	shap_penalty1	Pituitary gland	0.3255	Brain	0.1275	Adrenal gland	0.0529	Skeletal muscle	0.0374	Tonsil	0.0365
PXD062419	FreezeThawCycles_5	sample_nsaf_matrix.parquet	0.0167	shap_penalty1	Pituitary gland	0.3196	Brain	0.1178	Adrenal gland	0.0464	Skeletal muscle	0.0375	Tonsil	0.0374
PXD062419	OvernightRT_OvernightRT	sample_nsaf_matrix.parquet	0.0162	shap_penalty1	Pituitary gland	0.3353	Brain	0.1272	Adrenal gland	0.0409	Skeletal muscle	0.0375	Tonsil	0.0364
PXD062419	OvernightRT_Reference	sample_nsaf_matrix.parquet	0.0206	shap_penalty1	Pituitary gland	0.3396	Brain	0.1325	Adrenal gland	0.042	Skeletal muscle	0.0375	Tonsil	0.0345
PXD062419	PepID200uLCSF	sample_nsaf_matrix.parquet	0.0196	shap_penalty1	Pituitary gland	0.3717	Duodenum	0.0381	Skeletal muscle	0.0373	Adrenal gland	0.0356	Brain	0.0348
PXD062419	PepIDFrac600uLCSF	sample_nsaf_matrix.parquet	0.0527	shap_penalty1	Pituitary gland	0.3534	Brain	0.1016	Adrenal gland	0.0433	Skeletal muscle	0.0378	Tonsil	0.035
PXD062419	TechnicalReplicates_1	sample_nsaf_matrix.parquet	0.0204	shap_penalty1	Pituitary gland	0.3187	Brain	0.1173	Thyroid	0.07	Adrenal gland	0.038	Skeletal muscle	0.0377
PXD062419	TechnicalReplicates_2	sample_nsaf_matrix.parquet	0.0219	shap_penalty1	Pituitary gland	0.3339	Thyroid	0.077	Brain	0.042	Adrenal gland	0.0397	Skeletal muscle	0.0377
PXD062419	TechnicalReplicates_4	sample_nsaf_matrix.parquet	0.0231	shap_penalty1	Pituitary gland	0.3115	Brain	0.1284	Thyroid	0.0708	Adrenal gland	0.0428	Skeletal muscle	0.0387
PXD062419	TechnicalReplicates_5	sample_nsaf_matrix.parquet	0.0229	shap_penalty1	Pituitary gland	0.3326	Brain	0.1293	Thyroid	0.0428	Adrenal gland	0.0399	Skeletal muscle	0.038
PXD062536	Day3_1_5_ul_robust_test_CSF_400ng_R2	sample_nsaf_matrix.parquet	0.2659	predict_proba	Brain	0.3218	Lung	0.0609	Oviduct	0.049	Pituitary gland	0.0475	Colon	0.0404
PXD062536	Day4_1_5_ul_robust_test_CSF_400ng_R2	sample_nsaf_matrix.parquet	0.2704	predict_proba	Brain	0.3171	Lung	0.058	Oviduct	0.0436	Spleen	0.0426	Liver	0.0395
PXD062536	Day4_1_5_ul_robust_test_CSF_400ng_R4	sample_nsaf_matrix.parquet	0.2716	predict_proba	Brain	0.3142	Lung	0.057	Liver	0.0509	Oviduct	0.0485	Colon	0.037
PXD063461	20210309_CVID_1170	sample_nsaf_matrix.parquet	0.4139	predict_proba	Small intestine	0.3087	Duodenum	0.304	Colon	0.1359	Liver	0.0481	Stomach	0.0324
PXD063461	20210309_CVID_1180	sample_nsaf_matrix.parquet	0.4111	predict_proba	Small intestine	0.3778	Duodenum	0.2976	Colon	0.0983	Liver	0.0345	Kidney	0.034
PXD063461	20210309_CVID_1180_Again	sample_nsaf_matrix.parquet	0.3681	predict_proba	Small intestine	0.3104	Duodenum	0.2758	Liver	0.0988	Colon	0.0917	Kidney	0.0371
PXD063461	20210309_CVID_1202	sample_nsaf_matrix.parquet	0.4404	predict_proba	Small intestine	0.3861	Duodenum	0.3126	Colon	0.0959	Liver	0.0339	Stomach	0.0194
PXD063461	20210309_CVID_1340	sample_nsaf_matrix.parquet	0.4066	predict_proba	Small intestine	0.3373	Duodenum	0.2957	Colon	0.1405	Liver	0.0442	Rectum	0.0215
PXD063461	20210309_CVID_1362	sample_nsaf_matrix.parquet	0.3932	predict_proba	Small intestine	0.333	Duodenum	0.2533	Colon	0.1293	Liver	0.0415	Stomach	0.0272
PXD063461	20210309_CVID_1391	sample_nsaf_matrix.parquet	0.418	predict_proba	Small intestine	0.3257	Duodenum	0.3214	Colon	0.1071	Liver	0.04	Kidney	0.0369
