label,category,annotator_a,annotator_b,pair_category,n_shared_docs,kappa
Staining,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Strain,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
SupplementaryFile,technical,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Time,experimental_design,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Treatment,biological,Annotator5,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
AcquisitionMethod,technical,Annotator5,Qwen,model vs. any human annotator,9,1.0
Age,biological,Annotator5,Qwen,model vs. any human annotator,9,0.7272727272727271
AlkylationReagent,technical,Annotator5,Qwen,model vs. any human annotator,9,1.0
CellLine,biological,Annotator5,Qwen,model vs. any human annotator,9,0.0
CellType,biological,Annotator5,Qwen,model vs. any human annotator,9,
Chromatography,technical,Annotator5,Qwen,model vs. any human annotator,9,0.0
CleavageAgent,technical,Annotator5,Qwen,model vs. any human annotator,9,1.0
CollisionEnergy,technical,Annotator5,Qwen,model vs. any human annotator,9,0.0
Compound,biological,Annotator5,Qwen,model vs. any human annotator,9,-0.23529411764705893
Disease,biological,Annotator5,Qwen,model vs. any human annotator,9,0.5714285714285714
EnrichmentMethod,technical,Annotator5,Qwen,model vs. any human annotator,9,-3.3306690738754706e-16
FactorValue,experimental_design,Annotator5,Qwen,model vs. any human annotator,9,0.0
FractionIdentifier,experimental_design,Annotator5,Qwen,model vs. any human annotator,9,
FractionationFraction,experimental_design,Annotator5,Qwen,model vs. any human annotator,9,
FractionationMethod,technical,Annotator5,Qwen,model vs. any human annotator,9,0.7272727272727271
FragmentMassTolerance,technical,Annotator5,Qwen,model vs. any human annotator,9,0.0
FragmentationMethod,technical,Annotator5,Qwen,model vs. any human annotator,9,-8.326672684688674e-17
GradientTime,technical,Annotator5,Qwen,model vs. any human annotator,9,0.3720930232558139
Instrument,technical,Annotator5,Qwen,model vs. any human annotator,9,
IonizationType,technical,Annotator5,Qwen,model vs. any human annotator,9,0.608695652173913
Label,technical,Annotator5,Qwen,model vs. any human annotator,9,0.27027027027027023
MS2MassAnalyzer,technical,Annotator5,Qwen,model vs. any human annotator,9,0.0
Modification,technical,Annotator5,Qwen,model vs. any human annotator,9,0.7692307692307692
NumberOfBiologicalReplicates,experimental_design,Annotator5,Qwen,model vs. any human annotator,9,0.5714285714285714
NumberOfFractions,experimental_design,Annotator5,Qwen,model vs. any human annotator,9,0.7272727272727271
NumberOfMissedCleavages,technical,Annotator5,Qwen,model vs. any human annotator,9,0.0
NumberOfSamples,experimental_design,Annotator5,Qwen,model vs. any human annotator,9,-0.2162162162162162
NumberOfTechnicalReplicates,experimental_design,Annotator5,Qwen,model vs. any human annotator,9,-3.3306690738754706e-16
Organism,biological,Annotator5,Qwen,model vs. any human annotator,9,0.4
OrganismPart,biological,Annotator5,Qwen,model vs. any human annotator,9,0.14285714285714285
PooledSample,biological,Annotator5,Qwen,model vs. any human annotator,9,0.0
PrecursorMassTolerance,technical,Annotator5,Qwen,model vs. any human annotator,9,0.0
ReductionReagent,technical,Annotator5,Qwen,model vs. any human annotator,9,0.7272727272727272
SampleTreatment,experimental_design,Annotator5,Qwen,model vs. any human annotator,9,-3.3306690738754706e-16
SamplingTime,experimental_design,Annotator5,Qwen,model vs. any human annotator,9,0.05263157894736842
Separation,technical,Annotator5,Qwen,model vs. any human annotator,9,0.0
Sex,biological,Annotator5,Qwen,model vs. any human annotator,9,1.0
Staining,biological,Annotator5,Qwen,model vs. any human annotator,9,0.3076923076923075
Strain,biological,Annotator5,Qwen,model vs. any human annotator,9,0.25
SupplementaryFile,technical,Annotator5,Qwen,model vs. any human annotator,9,0.0
Time,experimental_design,Annotator5,Qwen,model vs. any human annotator,9,-6.245004513516506e-17
Treatment,biological,Annotator5,Qwen,model vs. any human annotator,9,0.3999999999999998
AcquisitionMethod,technical,Annotator5,Gemma,model vs. any human annotator,9,0.7272727272727271
Age,biological,Annotator5,Gemma,model vs. any human annotator,9,0.7272727272727271
AlkylationReagent,technical,Annotator5,Gemma,model vs. any human annotator,9,1.0
CellLine,biological,Annotator5,Gemma,model vs. any human annotator,9,0.0
CellType,biological,Annotator5,Gemma,model vs. any human annotator,9,0.0
Chromatography,technical,Annotator5,Gemma,model vs. any human annotator,9,0.0
CleavageAgent,technical,Annotator5,Gemma,model vs. any human annotator,9,1.0
CollisionEnergy,technical,Annotator5,Gemma,model vs. any human annotator,9,0.0
Compound,biological,Annotator5,Gemma,model vs. any human annotator,9,0.0
Disease,biological,Annotator5,Gemma,model vs. any human annotator,9,0.5714285714285714
EnrichmentMethod,technical,Annotator5,Gemma,model vs. any human annotator,9,0.0
FactorValue,experimental_design,Annotator5,Gemma,model vs. any human annotator,9,0.0
FractionIdentifier,experimental_design,Annotator5,Gemma,model vs. any human annotator,9,
FractionationFraction,experimental_design,Annotator5,Gemma,model vs. any human annotator,9,
FractionationMethod,technical,Annotator5,Gemma,model vs. any human annotator,9,0.5
FragmentMassTolerance,technical,Annotator5,Gemma,model vs. any human annotator,9,0.0
FragmentationMethod,technical,Annotator5,Gemma,model vs. any human annotator,9,-8.326672684688674e-17
GradientTime,technical,Annotator5,Gemma,model vs. any human annotator,9,0.5263157894736842
Instrument,technical,Annotator5,Gemma,model vs. any human annotator,9,
IonizationType,technical,Annotator5,Gemma,model vs. any human annotator,9,0.608695652173913
Label,technical,Annotator5,Gemma,model vs. any human annotator,9,0.3076923076923075
MS2MassAnalyzer,technical,Annotator5,Gemma,model vs. any human annotator,9,0.0
Modification,technical,Annotator5,Gemma,model vs. any human annotator,9,1.0
NumberOfBiologicalReplicates,experimental_design,Annotator5,Gemma,model vs. any human annotator,9,0.14285714285714285
NumberOfFractions,experimental_design,Annotator5,Gemma,model vs. any human annotator,9,0.7272727272727271
NumberOfMissedCleavages,technical,Annotator5,Gemma,model vs. any human annotator,9,0.0
NumberOfSamples,experimental_design,Annotator5,Gemma,model vs. any human annotator,9,0.5263157894736842
NumberOfTechnicalReplicates,experimental_design,Annotator5,Gemma,model vs. any human annotator,9,0.0
Organism,biological,Annotator5,Gemma,model vs. any human annotator,9,0.4
OrganismPart,biological,Annotator5,Gemma,model vs. any human annotator,9,0.3414634146341463
PooledSample,biological,Annotator5,Gemma,model vs. any human annotator,9,1.0
PrecursorMassTolerance,technical,Annotator5,Gemma,model vs. any human annotator,9,0.0
ReductionReagent,technical,Annotator5,Gemma,model vs. any human annotator,9,0.7272727272727272
SampleTreatment,experimental_design,Annotator5,Gemma,model vs. any human annotator,9,
SamplingTime,experimental_design,Annotator5,Gemma,model vs. any human annotator,9,0.0
Separation,technical,Annotator5,Gemma,model vs. any human annotator,9,-6.245004513516506e-17
Sex,biological,Annotator5,Gemma,model vs. any human annotator,9,1.0
Staining,biological,Annotator5,Gemma,model vs. any human annotator,9,0.39999999999999986
Strain,biological,Annotator5,Gemma,model vs. any human annotator,9,0.3720930232558139
SupplementaryFile,technical,Annotator5,Gemma,model vs. any human annotator,9,
Time,experimental_design,Annotator5,Gemma,model vs. any human annotator,9,0.0
Treatment,biological,Annotator5,Gemma,model vs. any human annotator,9,0.3999999999999998
AcquisitionMethod,technical,Annotator5,GLM,model vs. any human annotator,9,0.5263157894736842
Age,biological,Annotator5,GLM,model vs. any human annotator,9,1.0
AlkylationReagent,technical,Annotator5,GLM,model vs. any human annotator,9,1.0
CellLine,biological,Annotator5,GLM,model vs. any human annotator,9,0.0
CellType,biological,Annotator5,GLM,model vs. any human annotator,9,0.0
Chromatography,technical,Annotator5,GLM,model vs. any human annotator,9,0.0
CleavageAgent,technical,Annotator5,GLM,model vs. any human annotator,9,0.608695652173913
CollisionEnergy,technical,Annotator5,GLM,model vs. any human annotator,9,0.0
Compound,biological,Annotator5,GLM,model vs. any human annotator,9,-0.4000000000000001
Disease,biological,Annotator5,GLM,model vs. any human annotator,9,0.11764705882352934
EnrichmentMethod,technical,Annotator5,GLM,model vs. any human annotator,9,-3.3306690738754706e-16
FactorValue,experimental_design,Annotator5,GLM,model vs. any human annotator,9,0.0
FractionIdentifier,experimental_design,Annotator5,GLM,model vs. any human annotator,9,
FractionationFraction,experimental_design,Annotator5,GLM,model vs. any human annotator,9,
FractionationMethod,technical,Annotator5,GLM,model vs. any human annotator,9,0.7272727272727271
FragmentMassTolerance,technical,Annotator5,GLM,model vs. any human annotator,9,0.0
FragmentationMethod,technical,Annotator5,GLM,model vs. any human annotator,9,-8.326672684688674e-17
GradientTime,technical,Annotator5,GLM,model vs. any human annotator,9,0.3414634146341463
Instrument,technical,Annotator5,GLM,model vs. any human annotator,9,
IonizationType,technical,Annotator5,GLM,model vs. any human annotator,9,0.35714285714285715
Label,technical,Annotator5,GLM,model vs. any human annotator,9,0.5714285714285714
MS2MassAnalyzer,technical,Annotator5,GLM,model vs. any human annotator,9,-3.3306690738754706e-16
Modification,technical,Annotator5,GLM,model vs. any human annotator,9,0.7692307692307692
NumberOfBiologicalReplicates,experimental_design,Annotator5,GLM,model vs. any human annotator,9,0.3076923076923075
NumberOfFractions,experimental_design,Annotator5,GLM,model vs. any human annotator,9,0.18181818181818157
NumberOfMissedCleavages,technical,Annotator5,GLM,model vs. any human annotator,9,0.0
NumberOfSamples,experimental_design,Annotator5,GLM,model vs. any human annotator,9,0.3076923076923075
NumberOfTechnicalReplicates,experimental_design,Annotator5,GLM,model vs. any human annotator,9,0.0
Organism,biological,Annotator5,GLM,model vs. any human annotator,9,0.1818181818181818
OrganismPart,biological,Annotator5,GLM,model vs. any human annotator,9,0.5263157894736842
PooledSample,biological,Annotator5,GLM,model vs. any human annotator,9,0.0
PrecursorMassTolerance,technical,Annotator5,GLM,model vs. any human annotator,9,0.0
ReductionReagent,technical,Annotator5,GLM,model vs. any human annotator,9,0.7272727272727272
SampleTreatment,experimental_design,Annotator5,GLM,model vs. any human annotator,9,
SamplingTime,experimental_design,Annotator5,GLM,model vs. any human annotator,9,0.0
Separation,technical,Annotator5,GLM,model vs. any human annotator,9,0.0
Sex,biological,Annotator5,GLM,model vs. any human annotator,9,0.608695652173913
Staining,biological,Annotator5,GLM,model vs. any human annotator,9,0.14285714285714285
Strain,biological,Annotator5,GLM,model vs. any human annotator,9,0.3720930232558139
SupplementaryFile,technical,Annotator5,GLM,model vs. any human annotator,9,-3.3306690738754706e-16
Time,experimental_design,Annotator5,GLM,model vs. any human annotator,9,0.0
Treatment,biological,Annotator5,GLM,model vs. any human annotator,9,0.0
AcquisitionMethod,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Age,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
AlkylationReagent,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
CellLine,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
CellType,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Chromatography,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
CleavageAgent,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
CollisionEnergy,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Compound,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Disease,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
EnrichmentMethod,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
FactorValue,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FractionIdentifier,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
FractionationFraction,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FractionationMethod,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
FragmentMassTolerance,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
FragmentationMethod,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
GradientTime,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Instrument,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
IonizationType,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Label,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
MS2MassAnalyzer,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Modification,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfBiologicalReplicates,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
NumberOfFractions,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfMissedCleavages,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
NumberOfSamples,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfTechnicalReplicates,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Organism,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
OrganismPart,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
PooledSample,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
PrecursorMassTolerance,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
ReductionReagent,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
SampleTreatment,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
SamplingTime,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Separation,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Sex,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,-1.0
Staining,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Strain,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
SupplementaryFile,technical,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Time,experimental_design,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Treatment,biological,Annotator6,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
AcquisitionMethod,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Age,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
AlkylationReagent,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
CellLine,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
CellType,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,-1.0
Chromatography,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
CleavageAgent,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
CollisionEnergy,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Compound,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Disease,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
EnrichmentMethod,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FactorValue,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
FractionIdentifier,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FractionationFraction,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FractionationMethod,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FragmentMassTolerance,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FragmentationMethod,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
GradientTime,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Instrument,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
IonizationType,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Label,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,1.0
MS2MassAnalyzer,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Modification,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfBiologicalReplicates,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
NumberOfFractions,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
NumberOfMissedCleavages,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfSamples,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfTechnicalReplicates,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Organism,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
OrganismPart,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
PooledSample,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
PrecursorMassTolerance,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
ReductionReagent,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
SampleTreatment,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
SamplingTime,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Separation,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Sex,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Staining,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,
Strain,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
SupplementaryFile,technical,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Time,experimental_design,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Treatment,biological,Annotator6,Annotator8,MultiHuman annotator vs. MultiHuman annotator,2,0.0
AcquisitionMethod,technical,Annotator6,Qwen,model vs. any human annotator,10,0.782608695652174
Age,biological,Annotator6,Qwen,model vs. any human annotator,10,
AlkylationReagent,technical,Annotator6,Qwen,model vs. any human annotator,10,0.5833333333333334
CellLine,biological,Annotator6,Qwen,model vs. any human annotator,10,1.0
CellType,biological,Annotator6,Qwen,model vs. any human annotator,10,0.0
Chromatography,technical,Annotator6,Qwen,model vs. any human annotator,10,-7.930164461608261e-17
CleavageAgent,technical,Annotator6,Qwen,model vs. any human annotator,10,1.0
CollisionEnergy,technical,Annotator6,Qwen,model vs. any human annotator,10,0.05405405405405403
Compound,biological,Annotator6,Qwen,model vs. any human annotator,10,6.938893903907228e-17
Disease,biological,Annotator6,Qwen,model vs. any human annotator,10,0.782608695652174
EnrichmentMethod,technical,Annotator6,Qwen,model vs. any human annotator,10,0.19999999999999996
FactorValue,experimental_design,Annotator6,Qwen,model vs. any human annotator,10,6.938893903907228e-17
FractionIdentifier,experimental_design,Annotator6,Qwen,model vs. any human annotator,10,
FractionationFraction,experimental_design,Annotator6,Qwen,model vs. any human annotator,10,0.0
FractionationMethod,technical,Annotator6,Qwen,model vs. any human annotator,10,-0.11111111111111124
FragmentMassTolerance,technical,Annotator6,Qwen,model vs. any human annotator,10,0.13793103448275856
FragmentationMethod,technical,Annotator6,Qwen,model vs. any human annotator,10,0.1935483870967742
GradientTime,technical,Annotator6,Qwen,model vs. any human annotator,10,0.8
Instrument,technical,Annotator6,Qwen,model vs. any human annotator,10,
IonizationType,technical,Annotator6,Qwen,model vs. any human annotator,10,0.6153846153846153
Label,technical,Annotator6,Qwen,model vs. any human annotator,10,0.2857142857142855
MS2MassAnalyzer,technical,Annotator6,Qwen,model vs. any human annotator,10,0.41176470588235303
Modification,technical,Annotator6,Qwen,model vs. any human annotator,10,0.6153846153846153
NumberOfBiologicalReplicates,experimental_design,Annotator6,Qwen,model vs. any human annotator,10,0.0
NumberOfFractions,experimental_design,Annotator6,Qwen,model vs. any human annotator,10,0.0
NumberOfMissedCleavages,technical,Annotator6,Qwen,model vs. any human annotator,10,0.0
NumberOfSamples,experimental_design,Annotator6,Qwen,model vs. any human annotator,10,-0.11111111111111124
NumberOfTechnicalReplicates,experimental_design,Annotator6,Qwen,model vs. any human annotator,10,0.0
Organism,biological,Annotator6,Qwen,model vs. any human annotator,10,
OrganismPart,biological,Annotator6,Qwen,model vs. any human annotator,10,0.6153846153846155
PooledSample,biological,Annotator6,Qwen,model vs. any human annotator,10,0.0
PrecursorMassTolerance,technical,Annotator6,Qwen,model vs. any human annotator,10,0.2105263157894738
ReductionReagent,technical,Annotator6,Qwen,model vs. any human annotator,10,1.0
SampleTreatment,experimental_design,Annotator6,Qwen,model vs. any human annotator,10,0.0
SamplingTime,experimental_design,Annotator6,Qwen,model vs. any human annotator,10,
Separation,technical,Annotator6,Qwen,model vs. any human annotator,10,0.0
Sex,biological,Annotator6,Qwen,model vs. any human annotator,10,1.0
Staining,biological,Annotator6,Qwen,model vs. any human annotator,10,0.0
Strain,biological,Annotator6,Qwen,model vs. any human annotator,10,0.6153846153846153
SupplementaryFile,technical,Annotator6,Qwen,model vs. any human annotator,10,-0.0714285714285715
Time,experimental_design,Annotator6,Qwen,model vs. any human annotator,10,0.024390243902439043
Treatment,biological,Annotator6,Qwen,model vs. any human annotator,10,0.0
AcquisitionMethod,technical,Annotator6,Gemma,model vs. any human annotator,10,0.1935483870967742
Age,biological,Annotator6,Gemma,model vs. any human annotator,10,0.0
AlkylationReagent,technical,Annotator6,Gemma,model vs. any human annotator,10,0.5454545454545456
CellLine,biological,Annotator6,Gemma,model vs. any human annotator,10,1.0
CellType,biological,Annotator6,Gemma,model vs. any human annotator,10,-0.2500000000000007
Chromatography,technical,Annotator6,Gemma,model vs. any human annotator,10,-7.930164461608261e-17
CleavageAgent,technical,Annotator6,Gemma,model vs. any human annotator,10,1.0
CollisionEnergy,technical,Annotator6,Gemma,model vs. any human annotator,10,0.05405405405405403
Compound,biological,Annotator6,Gemma,model vs. any human annotator,10,3.0839528461809905e-17
Disease,biological,Annotator6,Gemma,model vs. any human annotator,10,0.782608695652174
EnrichmentMethod,technical,Annotator6,Gemma,model vs. any human annotator,10,0.13793103448275856
FactorValue,experimental_design,Annotator6,Gemma,model vs. any human annotator,10,6.938893903907228e-17
FractionIdentifier,experimental_design,Annotator6,Gemma,model vs. any human annotator,10,
FractionationFraction,experimental_design,Annotator6,Gemma,model vs. any human annotator,10,-0.15384615384615447
FractionationMethod,technical,Annotator6,Gemma,model vs. any human annotator,10,-0.1764705882352943
FragmentMassTolerance,technical,Annotator6,Gemma,model vs. any human annotator,10,0.09090909090909083
FragmentationMethod,technical,Annotator6,Gemma,model vs. any human annotator,10,0.1935483870967742
GradientTime,technical,Annotator6,Gemma,model vs. any human annotator,10,0.6000000000000001
Instrument,technical,Annotator6,Gemma,model vs. any human annotator,10,
IonizationType,technical,Annotator6,Gemma,model vs. any human annotator,10,1.0
Label,technical,Annotator6,Gemma,model vs. any human annotator,10,0.782608695652174
MS2MassAnalyzer,technical,Annotator6,Gemma,model vs. any human annotator,10,0.41176470588235303
Modification,technical,Annotator6,Gemma,model vs. any human annotator,10,0.6153846153846153
NumberOfBiologicalReplicates,experimental_design,Annotator6,Gemma,model vs. any human annotator,10,0.0
NumberOfFractions,experimental_design,Annotator6,Gemma,model vs. any human annotator,10,0.0
NumberOfMissedCleavages,technical,Annotator6,Gemma,model vs. any human annotator,10,0.0
NumberOfSamples,experimental_design,Annotator6,Gemma,model vs. any human annotator,10,-0.11111111111111124
NumberOfTechnicalReplicates,experimental_design,Annotator6,Gemma,model vs. any human annotator,10,0.0
Organism,biological,Annotator6,Gemma,model vs. any human annotator,10,
OrganismPart,biological,Annotator6,Gemma,model vs. any human annotator,10,0.4444444444444444
PooledSample,biological,Annotator6,Gemma,model vs. any human annotator,10,0.0
PrecursorMassTolerance,technical,Annotator6,Gemma,model vs. any human annotator,10,1.0
ReductionReagent,technical,Annotator6,Gemma,model vs. any human annotator,10,0.5454545454545456
SampleTreatment,experimental_design,Annotator6,Gemma,model vs. any human annotator,10,
SamplingTime,experimental_design,Annotator6,Gemma,model vs. any human annotator,10,
Separation,technical,Annotator6,Gemma,model vs. any human annotator,10,0.0
Sex,biological,Annotator6,Gemma,model vs. any human annotator,10,0.41176470588235303
Staining,biological,Annotator6,Gemma,model vs. any human annotator,10,-7.930164461608261e-17
Strain,biological,Annotator6,Gemma,model vs. any human annotator,10,0.6153846153846153
SupplementaryFile,technical,Annotator6,Gemma,model vs. any human annotator,10,0.0
Time,experimental_design,Annotator6,Gemma,model vs. any human annotator,10,0.024390243902439043
Treatment,biological,Annotator6,Gemma,model vs. any human annotator,10,0.0
AcquisitionMethod,technical,Annotator6,GLM,model vs. any human annotator,10,0.19999999999999996
Age,biological,Annotator6,GLM,model vs. any human annotator,10,0.0
AlkylationReagent,technical,Annotator6,GLM,model vs. any human annotator,10,0.09090909090909098
CellLine,biological,Annotator6,GLM,model vs. any human annotator,10,0.8
CellType,biological,Annotator6,GLM,model vs. any human annotator,10,0.0
Chromatography,technical,Annotator6,GLM,model vs. any human annotator,10,-7.930164461608261e-17
CleavageAgent,technical,Annotator6,GLM,model vs. any human annotator,10,1.0
CollisionEnergy,technical,Annotator6,GLM,model vs. any human annotator,10,0.05405405405405403
Compound,biological,Annotator6,GLM,model vs. any human annotator,10,0.0
Disease,biological,Annotator6,GLM,model vs. any human annotator,10,0.782608695652174
EnrichmentMethod,technical,Annotator6,GLM,model vs. any human annotator,10,0.2857142857142855
FactorValue,experimental_design,Annotator6,GLM,model vs. any human annotator,10,6.938893903907228e-17
FractionIdentifier,experimental_design,Annotator6,GLM,model vs. any human annotator,10,0.0
FractionationFraction,experimental_design,Annotator6,GLM,model vs. any human annotator,10,0.0
FractionationMethod,technical,Annotator6,GLM,model vs. any human annotator,10,-0.15384615384615447
FragmentMassTolerance,technical,Annotator6,GLM,model vs. any human annotator,10,0.09090909090909083
FragmentationMethod,technical,Annotator6,GLM,model vs. any human annotator,10,0.11764705882352945
GradientTime,technical,Annotator6,GLM,model vs. any human annotator,10,0.3999999999999999
Instrument,technical,Annotator6,GLM,model vs. any human annotator,10,
IonizationType,technical,Annotator6,GLM,model vs. any human annotator,10,1.0
Label,technical,Annotator6,GLM,model vs. any human annotator,10,0.782608695652174
MS2MassAnalyzer,technical,Annotator6,GLM,model vs. any human annotator,10,0.2105263157894738
Modification,technical,Annotator6,GLM,model vs. any human annotator,10,0.6153846153846153
NumberOfBiologicalReplicates,experimental_design,Annotator6,GLM,model vs. any human annotator,10,0.0
NumberOfFractions,experimental_design,Annotator6,GLM,model vs. any human annotator,10,0.0
NumberOfMissedCleavages,technical,Annotator6,GLM,model vs. any human annotator,10,-7.930164461608261e-17
NumberOfSamples,experimental_design,Annotator6,GLM,model vs. any human annotator,10,-0.1904761904761907
