pxd,cohort,field,kind,score,category,old_values,new_values
PXD010445,with_methods,factor_value,lin,,,"[""unmodified vs h3kc36me3""]","[""h3k36me3 versus unmodified nucleosomes"", ""silac heavy versus light labeling""]"
PXD010445,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""shotgun proteomics""]"
PXD010787,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD010787,abstract_only,factor_value,lin,1.0,agree,"[""midostaurin treatment""]","[""midostaurin vs dmso""]"
PXD010787,abstract_only,technology_type,lin,0.9080451056230837,partial,"[""affinity purification coupled with mass spectrometry proteomics"", ""phosphoproteomics"", ""targeted proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD011033,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD011033,with_methods,factor_value,lin,1.0,agree,"[""ligand vs vehicle""]","[""vehicle or ligand""]"
PXD011033,with_methods,number_of_fractions,numeric,0.0,agree,"[""7""]","[""7""]"
PXD011033,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD011204,abstract_only,experimental_design,exact,0.0,disagree,"[""dose response""]","[""treated vs control""]"
PXD011204,abstract_only,technology_type,lin,1.0,agree,"[""targeted proteomics""]","[""targeted proteomics""]"
PXD011492,abstract_only,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""treated vs control""]"
PXD011492,abstract_only,factor_value,lin,1.0,agree,"[""tumor vs normal""]","[""tumor vs normal""]"
PXD011492,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD013523,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD013523,with_methods,factor_value,lin,0.30857401247521554,disagree,"[""tumor vs normal kidney""]","[""prcc vs normal kidney""]"
PXD013523,with_methods,number_of_samples,numeric,19.0,disagree,"[""38""]","[""19""]"
PXD013523,with_methods,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD019817,with_methods,biological_replicate,numeric,0.0,agree,"[""30""]","[""30""]"
PXD019817,with_methods,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD019817,with_methods,factor_value,lin,1.0,agree,"[""day of life""]","[""day of life""]"
PXD019817,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""30""]","[""30""]"
PXD019817,with_methods,number_of_samples,numeric,30.0,disagree,"[""60""]","[""30""]"
PXD019817,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD022843,abstract_only,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD022843,abstract_only,factor_value,lin,0.9491093436101796,partial,"[""healthy vs azoospermia""]","[""normal sperm vs nonobstructive azoospermia vs obstructive azoospermia""]"
PXD022843,abstract_only,number_of_samples,numeric,24.0,disagree,"[""3""]","[""27""]"
PXD022843,abstract_only,technology_type,lin,0.43895122933337194,disagree,"[""lc-ms/ms""]","[""shotgun proteomics""]"
PXD035447,abstract_only,experimental_design,exact,0.0,disagree,"[""time course""]","[""longitudinal""]"
PXD035447,abstract_only,factor_value,lin,1.0,agree,"[""donor status""]","[""new and regular donors""]"
PXD035447,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""quantitative proteomics""]","[""shotgun proteomics""]"
PXD046451,with_methods,biological_replicate,numeric,0.0,agree,"[""15""]","[""15""]"
PXD046451,with_methods,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""case vs control""]"
PXD046451,with_methods,factor_value,lin,,,"[""aatr vs control""]","[""aatr patients vs healthy controls""]"
PXD046451,with_methods,number_of_fractions,numeric,0.0,agree,"[""15""]","[""15""]"
PXD046451,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""15""]","[""15""]"
PXD046451,with_methods,number_of_samples,numeric,0.0,agree,"[""15""]","[""15""]"
PXD046451,with_methods,technology_type,lin,0.0003642424431682526,disagree,"[""bottom-up proteomics""]","[""itraq""]"
PXD046656,abstract_only,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD046656,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD046738,abstract_only,biological_replicate,numeric,0.0,agree,"[""10""]","[""10""]"
PXD046738,abstract_only,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD046738,abstract_only,factor_value,lin,0.0,disagree,"[""before and 1 hour after rt-pa infusion""]","[""before vs 1 hour after rt-pa""]"
PXD046738,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""10""]","[""10""]"
PXD046738,abstract_only,number_of_samples,numeric,10.0,disagree,"[""20""]","[""10""]"
PXD046815,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""10""]","[""10""]"
PXD046815,abstract_only,number_of_samples,numeric,0.0,agree,"[""40""]","[""40""]"
PXD046815,abstract_only,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""tmt-based quantitative proteomics""]"
PXD047020,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD047020,abstract_only,factor_value,lin,1.0,agree,"[""rsk1 vs rsk4""]","[""rsk1/rsk4""]"
PXD047102,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD047102,with_methods,factor_value,lin,,,"[""orthologs and mutations""]","[""slc22a10 ortholog expression""]"
PXD047102,with_methods,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD047200,abstract_only,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""treated vs control""]"
PXD047200,abstract_only,factor_value,lin,,,"[""wt vs ap-2 ko""]","[""wt and ap-2 ko npcs""]"
PXD047577,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD047577,with_methods,factor_value,lin,1.0,agree,"[""axl expression"", ""gas6 stimulation""]","[""axl expression"", ""gas6 stimulation""]"
PXD047577,with_methods,technology_type,lin,1.0,agree,"[""phospho-proteomics""]","[""bottom-up proteomics"", ""data-dependent acquisition""]"
PXD047774,with_methods,technical_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD047774,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD047774,with_methods,factor_value,lin,,,"[""timm50 mutation vs control""]","[""timm50 mutation vs control""]"
PXD047774,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD047774,with_methods,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD048004,abstract_only,technology_type,lin,1.0,agree,"[""proteomics""]","[""bottom-up proteomics"", ""shotgun proteomics""]"
PXD048098,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD048312,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD048479,abstract_only,technology_type,lin,1.0,agree,"[""mass spectrometry-based phosphoproteomics""]","[""mass spectrometry-based phosphoproteomics""]"
PXD048647,with_methods,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""case vs control""]"
PXD048647,with_methods,factor_value,lin,0.0,disagree,"[""treatment response""]","[""good vs poor responder""]"
PXD048647,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""24""]","[""24""]"
PXD048647,with_methods,number_of_samples,numeric,0.0,agree,"[""24""]","[""24""]"
PXD048647,with_methods,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD048830,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD048830,with_methods,factor_value,lin,,,"[""dex vs mock""]","[""genotype"", ""treatment""]"
PXD048830,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD048830,with_methods,technology_type,lin,0.620112694802045,partial,"[""bottom-up proteomics""]","[""affinity proteomics"", ""data-dependent acquisition""]"
PXD048929,abstract_only,experimental_design,exact,0.0,disagree,"[""time course""]","[""treated vs control""]"
PXD048929,abstract_only,factor_value,lin,1.0,agree,"[""sleep vs sleep deprivation""]","[""sleep deprivation""]"
PXD048929,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD049019,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD049019,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD049019,with_methods,factor_value,lin,1.0,agree,"[""matrix stiffness""]","[""matrix stiffness""]"
PXD049019,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD049019,with_methods,number_of_samples,numeric,0.0,agree,"[""9""]","[""9""]"
PXD049019,with_methods,technology_type,lin,0.00039224600729558743,disagree,"[""tmt proteomics""]","[""targeted proteomics""]"
PXD049211,abstract_only,technology_type,lin,1.0,agree,"[""single-cell proteomics""]","[""data-independent acquisition"", ""single-cell proteomics""]"
PXD049330,abstract_only,technology_type,lin,1.0,agree,"[""targeted proteomics""]","[""bottom-up proteomics""]"
PXD049684,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""affinity purification coupled with mass spectrometry proteomics""]","[""bottom-up proteomics""]"
PXD050049,with_methods,number_of_biological_replicates,numeric,40.0,disagree,"[""4""]","[""44""]"
PXD050049,with_methods,number_of_samples,numeric,0.0,agree,"[""44""]","[""44""]"
PXD050049,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics"", ""data-dependent acquisition""]"
PXD050237,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD050237,with_methods,factor_value,lin,0.006798382990032223,disagree,"[""treatment""]","[""plgf""]"
PXD050237,with_methods,technology_type,lin,0.9674234100002999,partial,"[""bottom-up proteomics"", ""label-free quantification""]","[""shotgun proteomics""]"
PXD050371,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD050618,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD050618,abstract_only,factor_value,lin,,,"[""caf-1 depletion""]","[""caf-1 depletion"", ""cell cycle phase""]"
PXD050618,abstract_only,technology_type,lin,0.6150316105465435,partial,"[""mass spectrometry""]","[""data-dependent acquisition"", ""targeted proteomics""]"
PXD050782,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD050782,with_methods,number_of_fractions,numeric,0.0,agree,"[""5""]","[""5""]"
PXD050782,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD050914,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD050914,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD050914,with_methods,factor_value,lin,,,"[""dmso vs e-4031""]","[""dmso vs e-4031"", ""wt vs g601s vs g601s-g965\u2217""]"
PXD050914,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD050914,with_methods,number_of_samples,numeric,3.0,disagree,"[""6""]","[""3""]"
PXD050914,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD051093,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD051093,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD051093,with_methods,factor_value,lin,,,"[""sham, 1-day post-tbi, 7-day post-tbi""]","[""tbi timepoints and sham""]"
PXD051093,with_methods,number_of_fractions,numeric,0.0,agree,"[""6""]","[""6""]"
PXD051093,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD051093,with_methods,number_of_samples,numeric,0.0,agree,"[""9""]","[""9""]"
PXD051093,with_methods,technology_type,lin,1.0,agree,"[""targeted proteomics""]","[""bottom-up proteomics""]"
PXD051482,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics"", ""data-dependent acquisition""]"
PXD051696,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD051696,abstract_only,factor_value,lin,0.0,disagree,"[""capsl knockdown vs overexpression""]","[""capsl knockdown vs ctrl shrna"", ""capsl overexpression vs ctrl shrna""]"
PXD051696,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""data-dependent acquisition""]"
PXD051745,abstract_only,experimental_design,exact,1.0,agree,"[""time course""]","[""time course"", ""treated vs control""]"
PXD051745,abstract_only,technology_type,lin,0.4213844077135661,disagree,"[""tandem mass tag-based quantitative mass spectrometry""]","[""bottom-up proteomics""]"
PXD051904,abstract_only,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD051904,abstract_only,factor_value,lin,,,"[""before and after surgery""]","[""postoperative""]"
PXD051904,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""23""]","[""23""]"
PXD051904,abstract_only,number_of_samples,numeric,0.0,agree,"[""98""]","[""98""]"
PXD051904,abstract_only,technology_type,lin,0.4213844077135661,disagree,"[""proteomic analysis""]","[""lc-ms/ms""]"
PXD052254,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD052254,abstract_only,factor_value,lin,1.58814645846123e-05,disagree,"[""treated vs control""]","[""ryr2 het ko vs wt control""]"
PXD052555,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD052555,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD052949,with_methods,biological_replicate,numeric,0.0,agree,"[""16""]","[""16""]"
PXD052949,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD052949,with_methods,factor_value,lin,,,"[""clinical benefit vs no clinical benefit""]","[""clinical benefit (cb) vs no clinical benefit (ncb)""]"
PXD052949,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""16""]","[""16""]"
PXD052949,with_methods,number_of_samples,numeric,0.0,agree,"[""16""]","[""16""]"
PXD052949,with_methods,technology_type,lin,0.4213844077135661,disagree,"[""immuno-maldi-ms""]","[""bottom-up proteomics""]"
PXD053560,abstract_only,biological_replicate,numeric,0.0,agree,"[""30 healthy donors"", ""30 patients suffering from focal segmental glomerulosclerosis""]","[""30 healthy donors"", ""30 patients suffering from focal segmental glomerulosclerosis""]"
PXD053560,abstract_only,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""treated vs control""]"
PXD053560,abstract_only,factor_value,lin,0.0,disagree,"[""focal segmental glomerulosclerosis vs healthy""]","[""healthy vs fsgs""]"
PXD053560,abstract_only,number_of_biological_replicates,numeric,30.0,disagree,"[""60""]","[""30""]"
PXD053560,abstract_only,number_of_samples,numeric,0.0,agree,"[""60""]","[""60""]"
PXD053560,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""quantitative mass spectrometry proteomics""]","[""bottom-up proteomics""]"
PXD053837,abstract_only,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""treated vs control""]"
PXD053837,abstract_only,factor_value,lin,0.0,disagree,"[""pla2r-mn vs healthy and disease controls""]","[""pla2r-associated mn versus controls""]"
PXD053837,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""64""]","[""64""]"
PXD053837,abstract_only,number_of_samples,numeric,0.0,agree,"[""64""]","[""64""]"
PXD053837,abstract_only,technology_type,lin,0.5219107879659389,partial,"[""dia mass spectrometry""]","[""bottom-up proteomics"", ""data-dependent acquisition""]"
PXD054069,abstract_only,technology_type,lin,1.0,agree,"[""phosphoproteomics""]","[""phosphoproteomic analysis""]"
PXD054242,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD054242,abstract_only,technology_type,lin,0.6956164073570735,partial,"[""bottom-up proteomics""]","[""data-independent acquisition""]"
PXD054336,with_methods,experimental_design,exact,1.0,agree,"[""cross-sectional""]","[""cross-sectional""]"
PXD054336,with_methods,factor_value,lin,0.0,disagree,"[""plasma vs sf""]","[""plasma vs synovial fluid""]"
PXD054336,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""9""]","[""9""]"
PXD054336,with_methods,number_of_samples,numeric,0.0,agree,"[""18""]","[""18""]"
PXD054336,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics""]"
PXD054556,abstract_only,technology_type,lin,0.4843996402311772,disagree,"[""label-free quantification"", ""tmt proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics""]"
PXD054701,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD054701,with_methods,factor_value,lin,1.7576390555917382e-05,disagree,"[""treatment""]","[""auxin vs control""]"
PXD054701,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD055123,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD055123,abstract_only,factor_value,lin,0.0,disagree,"[""x-ray exposure""]","[""irradiation vs sham irradiation""]"
PXD055123,abstract_only,technology_type,lin,0.7577720172509382,partial,"[""subcellular proteomics""]","[""bottom-up proteomics"", ""data-dependent acquisition""]"
PXD055605,with_methods,biological_replicate,numeric,1.0,partial,"[""4""]","[""3""]"
PXD055605,with_methods,technical_replicate,numeric,0.0,agree,"[""4""]","[""4""]"
PXD055605,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD055605,with_methods,factor_value,lin,,,"[""slc baits vs gfp controls""]","[""slc vs gfp control""]"
PXD055605,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""4""]","[""4""]"
PXD055605,with_methods,number_of_biological_replicates,numeric,355.0,disagree,"[""358""]","[""3""]"
PXD055605,with_methods,number_of_samples,numeric,0.0,agree,"[""386""]","[""386""]"
PXD055605,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics""]"
PXD055818,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD055818,abstract_only,factor_value,lin,,,"[""fbxo31 wt vs d334n""]","[""wt vs d334n""]"
PXD055818,abstract_only,technology_type,lin,0.000315760080068027,disagree,"[""tmt-based quantification""]","[""bottom-up proteomics""]"
PXD055978,with_methods,technology_type,lin,0.9663632996183132,partial,"[""affinity purification coupled with mass spectrometry proteomics""]","[""bottom-up proteomics""]"
PXD056070,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD056103,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD056103,abstract_only,factor_value,lin,0.03649843256270052,disagree,"[""heat shock"", ""ubc4 knockout"", ""ubc5 knockout""]","[""25\u00b0c vs heat shock"", ""wt vs ubc4\u03b4 vs ubc5\u03b4""]"
PXD056103,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""tmt proteomics""]"
PXD056176,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD056291,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD056291,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD056291,with_methods,factor_value,lin,1.0,agree,"[""poly (i:c) vs saline""]","[""poly (i:c) vs saline""]"
PXD056291,with_methods,number_of_biological_replicates,numeric,3.0,disagree,"[""3""]","[""6""]"
PXD056291,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD056390,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD056390,abstract_only,factor_value,lin,0.14627532302641388,disagree,"[""pp2a-b56 inhibited""]","[""pp2a-b56 inhibition vs control""]"
PXD056490,with_methods,biological_replicate,numeric,0.0,agree,"[""8""]","[""8""]"
PXD056490,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD056490,with_methods,factor_value,lin,1.0,agree,"[""serine vs vehicle control""]","[""serine vs. vehicle control""]"
PXD056490,with_methods,number_of_biological_replicates,numeric,8.0,disagree,"[""16""]","[""8""]"
PXD056490,with_methods,number_of_samples,numeric,0.0,agree,"[""16""]","[""16""]"
PXD056490,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD056620,with_methods,biological_replicate,numeric,0.0,agree,"[""35""]","[""35""]"
PXD056620,with_methods,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD056620,with_methods,factor_value,lin,1.0,agree,"[""mild vs severe degeneration""]","[""mild degenerate vs severe degenerate""]"
PXD056620,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""35""]","[""35""]"
PXD056620,with_methods,number_of_samples,numeric,0.0,agree,"[""35""]","[""35""]"
PXD056620,with_methods,technology_type,lin,0.9831816498091566,partial,"[""shotgun proteomics"", ""targeted proteomics""]","[""bottom-up proteomics""]"
PXD056909,with_methods,biological_replicate,numeric,0.0,agree,"[""5""]","[""5""]"
PXD056909,with_methods,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""treated vs control""]"
PXD056909,with_methods,factor_value,lin,0.3770208996327291,disagree,"[""atheromatous"", ""complicated lesions"", ""healthy""]","[""atheromatous vs complicated lesions vs healthy""]"
PXD056909,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""5""]","[""5""]"
PXD056909,with_methods,number_of_samples,numeric,0.0,agree,"[""15""]","[""15""]"
PXD056909,with_methods,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""data-independent acquisition"", ""shotgun proteomics""]"
PXD057012,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD057012,with_methods,factor_value,lin,0.05268260839147846,disagree,"[""treatment""]","[""perk deficiency""]"
PXD057012,with_methods,technology_type,lin,1.0,agree,"[""targeted proteomics""]","[""bottom-up proteomics""]"
PXD057155,with_methods,technical_replicate,numeric,0.0,agree,"[""2""]","[""2""]"
PXD057155,with_methods,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""case vs control""]"
PXD057155,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""2""]","[""2""]"
PXD057155,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""8""]","[""8""]"
PXD057155,with_methods,number_of_samples,numeric,0.0,agree,"[""16""]","[""16""]"
PXD057155,with_methods,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD057253,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD057394,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD057481,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD057615,abstract_only,experimental_design,exact,0.0,disagree,"[""cross-sectional""]","[""longitudinal""]"
PXD057615,abstract_only,factor_value,lin,0.0,disagree,"[""psoriasis vs atopic dermatitis""]","[""skin disease and therapy time""]"
PXD057615,abstract_only,technology_type,lin,1.0,agree,"[""bulk proteomics""]","[""bottom-up proteomics"", ""shotgun proteomics""]"
PXD057842,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD057842,with_methods,factor_value,lin,0.3431087916921177,disagree,"[""eryes"", ""nanoes"", ""vi-eryes""]","[""rbcep subtype""]"
PXD057842,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""data-independent acquisition""]"
PXD057950,abstract_only,technology_type,lin,1.0,agree,"[""dia-lfq proteomics"", ""ip-lc-ms/ms proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics""]"
PXD058075,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD058075,abstract_only,factor_value,lin,1.7576390555917382e-05,disagree,"[""damaged lysosomes""]","[""treatment""]"
PXD058075,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""proteome analyses""]","[""shotgun proteomics""]"
PXD058247,abstract_only,technology_type,lin,0.9684835203822864,partial,"[""mass spectrometry-based label-free quantitative proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD058347,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""affinity purification coupled with mass spectrometry proteomics""]","[""bottom-up proteomics""]"
PXD058425,with_methods,biological_replicate,numeric,0.0,agree,"[""4""]","[""4""]"
PXD058425,with_methods,experimental_design,exact,0.0,disagree,"[""cross-sectional""]","[""case vs control""]"
PXD058425,with_methods,factor_value,lin,1.0,agree,"[""genotype""]","[""genotype""]"
PXD058425,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""4""]","[""4""]"
PXD058425,with_methods,number_of_samples,numeric,0.0,agree,"[""20""]","[""20""]"
PXD058425,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD058694,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics"", ""data-independent acquisition""]"
PXD058764,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""affinity purification coupled with mass spectrometry proteomics""]","[""bottom-up proteomics""]"
PXD058852,abstract_only,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD058852,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD058971,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD058971,with_methods,factor_value,lin,1.0,agree,"[""genotype""]","[""genotype""]"
PXD058971,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD059093,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD059093,with_methods,factor_value,lin,0.0,disagree,"[""ul14 kd vs scr""]","[""ul14 knockdown vs scr control""]"
PXD059093,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""4""]","[""4""]"
PXD059093,with_methods,technology_type,lin,0.9831816498091566,partial,"[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD059390,with_methods,technical_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD059390,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD059390,with_methods,factor_value,lin,,,"[""minch exposure, ppar inhibitor gw9662""]","[""rosiglitazone differentiated controls, 10 \u03bcm minch exposure, gw9662""]"
