pxd,cohort,agent,field,old_values,new_values,lin,string_identical
PXD055605,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label free"", ""label-free""]",1.0,False
PXD055818,abstract_only,TechnicalAgent,labeling,"[""tmt""]","[""tmt"", ""tmt10plex""]",1.0,False
PXD055978,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""tmt""]",0.5575628124057445,False
PXD056070,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""tic""]",0.12300490155539621,False
PXD056103,abstract_only,TechnicalAgent,labeling,"[""tmt""]","[""tmt""]",1.0,True
PXD056176,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""tmt""]",0.5575628124057445,False
PXD056197,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""tmt"", ""tmt-10plex"", ""tmtpro-16plex""]",0.5575628124057445,False
PXD056291,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin beads""]","[""trypsin""]",,False
PXD056291,with_methods,TechnicalAgent,instrument,"[""q exactive plus""]","[""q exactive""]",0.6719005609989158,False
PXD056291,with_methods,TechnicalAgent,labeling,"[""label free""]","[""label-free""]",1.0,False
PXD056490,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD056490,with_methods,TechnicalAgent,instrument,"[""orbitrap fusion lumos""]","[""orbitrap fusion lumos""]",1.0,True
PXD056490,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD056620,with_methods,TechnicalAgent,cleavage_agent,"[""sequencing-grade trypsin"", ""trypsin""]","[""trypsin""]",1.0,False
PXD056620,with_methods,TechnicalAgent,instrument,"[""ab sciex 6600 triple-tof"", ""q exactive hf orbitrap""]","[""q exactive hf""]",0.462077687061381,False
PXD056620,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD056781,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""ms1 intensity based label-free quantification method""]",0.000315760080068027,False
PXD056909,with_methods,TechnicalAgent,cleavage_agent,"[""modified trypsin"", ""trypsin""]","[""trypsin""]",0.7981399255485768,False
PXD056909,with_methods,TechnicalAgent,instrument,"[""orbitrap fusiontm tribridtm mass spectrometer""]","[""orbitrap fusion""]",0.2702399073341516,False
PXD056909,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD057012,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD057012,with_methods,TechnicalAgent,instrument,"[""orbitrap fusion""]","[""orbitrap fusion""]",1.0,True
PXD057012,with_methods,TechnicalAgent,labeling,"[""tmt""]","[""tmt""]",1.0,True
PXD057155,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD057155,with_methods,TechnicalAgent,instrument,"[""orbitrap exploris 240""]","[""orbitrap exploris 240""]",1.0,True
PXD057155,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free quantification""]",0.00034987165472324364,False
PXD057253,abstract_only,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD057253,abstract_only,TechnicalAgent,instrument,"[""orbitrap""]","[""q exactive"", ""q-exactive plus biopharma""]",0.20254109222834837,False
PXD057253,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD057394,abstract_only,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD057394,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD057481,with_methods,TechnicalAgent,cleavage_agent,"[""gel trypsin""]","[""trypsin""]",1.0,False
PXD057481,with_methods,TechnicalAgent,instrument,"[""ab, scie triple tof 5600+""]","[""orbitrap fusion lumos"", ""scie triple tof 5600+""]",1.0,False
PXD057615,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD057708,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free quantification"", ""lfq""]",0.12300490155539621,False
PXD057842,with_methods,TechnicalAgent,cleavage_agent,"[""lys-c"", ""trypsin""]","[""lys-c"", ""trypsin""]",1.0,True
PXD057842,with_methods,TechnicalAgent,instrument,"[""q exactive plus""]","[""q exactive plus""]",1.0,True
PXD057842,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD057950,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD058247,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD058425,with_methods,TechnicalAgent,cleavage_agent,"[""lysc"", ""trypsin""]","[""lysc"", ""trypsin""]",1.0,True
PXD058425,with_methods,TechnicalAgent,instrument,"[""orbitrap exploris 480""]","[""orbitrap exploris 480""]",1.0,True
PXD058425,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label free"", ""label-free""]",1.0,False
PXD058606,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""spectrum count/molecular weight""]",0.000315760080068027,False
PXD058694,abstract_only,TechnicalAgent,labeling,"[""silac""]","[""label free"", ""silac""]",1.0,False
PXD058764,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD058852,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label free"", ""label free quantification""]",1.0,False
PXD058971,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin/lys-c mix""]","[""trypsin/lys-c mix (promega, v5072)""]",0.0,False
PXD058971,with_methods,TechnicalAgent,instrument,"[""orbitrap fusion lumos mass spectrometer""]","[""orbitrap fusion lumos""]",1.0,False
PXD058971,with_methods,TechnicalAgent,labeling,"[""label-free"", ""tmt""]","[""tmt126\u2013tmt131 (thermo, 90061)""]",0.634925698167851,False
PXD059093,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin"", ""unspecific enzyme""]","[""trypsin""]",1.0,False
PXD059093,with_methods,TechnicalAgent,instrument,"[""orbitrap exploris 480""]","[""orbitrap exploris 480""]",1.0,True
PXD059093,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD059390,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin"", ""trypsin (promega)""]",1.0,False
PXD059390,with_methods,TechnicalAgent,instrument,"[""q exactive hf""]","[""q exactive hf"", ""q exactive hf hybrid quadrupole orbitrap mass spectrometer (thermo fisher scientific)""]",1.0,False
PXD059390,with_methods,TechnicalAgent,labeling,"[""label-free"", ""tmt10plex""]","[""label-free quantification (lfq)"", ""ms1 intensity based label-free quantification method"", ""tandem mass tag (tmt10plex) labels (thermo fisher scientific)""]",0.19786837567858637,False
PXD059599,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD059599,with_methods,TechnicalAgent,instrument,"[""fusion lumos mass spectrometer"", ""orbitrap fusion lumos"", ""orbitrap fusion lumos tribrid mass spectrometer""]","[""orbitrap fusion lumos""]",1.0,False
PXD059599,with_methods,TechnicalAgent,labeling,"[""tmt"", ""tmtpro 18plex"", ""tmtpro 6plex""]","[""tmt"", ""tmtpro 18-plex label reagent set"", ""tmtpro 18plex reagents (k562) or tmtpro 6plex (nalm-6)""]",1.0,False
PXD059789,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD059789,with_methods,TechnicalAgent,instrument,"[""exploris 480""]","[""exploris 480 mass spectrometer"", ""orbitrap exploris 480""]",1.0,False
PXD059789,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD059942,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD060027,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD060027,with_methods,TechnicalAgent,instrument,"[""orbitrap exploris 480""]","[""orbitrap exploris 480"", ""orbitrap exploris 480 mass spectrometer""]",1.0,False
PXD060027,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD060109,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD060109,with_methods,TechnicalAgent,instrument,"[""ltq orbitrap xl"", ""q exactive hf-x""]","[""ltq orbitrap xl"", ""q exactive hf-x""]",1.0,True
PXD060109,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD060304,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD060381,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD060381,with_methods,TechnicalAgent,instrument,"[""orbitrap astral""]","[""orbitrap astral""]",1.0,True
PXD060381,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD060575,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD060764,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD060829,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""relative quantification""]",0.000315760080068027,False
PXD060886,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD060886,with_methods,TechnicalAgent,instrument,"[""q-exactive""]","[""q exactive hf"", ""q-exactive""]",1.0,False
PXD060886,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD060950,with_methods,TechnicalAgent,cleavage_agent,"[""lys-c endopeptidase"", ""trypsin""]","[""lys-c"", ""trypsin""]",0.7981399255485768,False
PXD060950,with_methods,TechnicalAgent,instrument,"[""orbitrap exploris 480"", ""orbitrap fusion lumos tribrid""]","[""orbitrap exploris 480"", ""orbitrap fusion lumos"", ""orbitrap fusion lumos tribrid ms""]",1.0,False
PXD060950,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD061048,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD061117,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""itraq"", ""tmt""]",0.5575628124057445,False
PXD061267,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD061267,with_methods,TechnicalAgent,instrument,"[""q-exactive orbitrap mass spectrometer""]","[""q exactive""]",0.6719005609989158,False
PXD061267,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free quantification""]",0.00034987165472324364,False
PXD061384,abstract_only,TechnicalAgent,labeling,"[""silac""]","[""silac""]",1.0,True
PXD061491,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD061602,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free"", ""tic""]",1.0,False
PXD061794,abstract_only,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD061794,abstract_only,TechnicalAgent,instrument,"[""q exactive""]","[""orbitrap fusion lumos"", ""q exactive""]",1.0,False
PXD061794,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""itraq""]",0.5376598106137399,False
PXD061859,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""relative quantification""]",0.000315760080068027,False
PXD061934,with_methods,TechnicalAgent,cleavage_agent,"[""arg-c"", ""trypsin""]","[""trypsin""]",0.7981399255485768,False
PXD061934,with_methods,TechnicalAgent,instrument,"[""q exactive hf"", ""q exactive plus""]","[""q exactive hf""]",0.8359502804994579,False
PXD061934,with_methods,TechnicalAgent,labeling,"[""silac""]","[""super-silac""]",0.36085694053429807,False
PXD062184,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin"", ""trypsin/p""]",1.0,False
PXD062184,with_methods,TechnicalAgent,instrument,"[""orbitrap fusion lumos tribrid""]","[""orbitrap fusion lumos""]",1.0,False
PXD062184,with_methods,TechnicalAgent,labeling,"[""tmt""]","[""tmt"", ""tmtpro 18-plex"", ""tmtpro 18plex"", ""tmtpro 6plex""]",1.0,False
PXD062324,abstract_only,TechnicalAgent,labeling,"[""tmt""]","[""tmt"", ""tmtpro 16plex""]",1.0,False
PXD062437,abstract_only,TechnicalAgent,labeling,"[""isotopic labeling""]","[""label-free quantification"", ""silac""]",,False
PXD062616,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin lys-c"", ""trypsin/lysc mix"", ""trypsin/p""]","[""trypsin lys-c"", ""trypsin/lysc"", ""trypsin/p""]",1.0,False
PXD062616,with_methods,TechnicalAgent,instrument,"[""orbitrap astral"", ""orbitrap fusion lumos tribrid"", ""orbitrap lumos""]","[""orbitrap astral"", ""orbitrap lumos""]",1.0,False
PXD062616,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free"", ""relative quantification""]",1.0,False
PXD062748,abstract_only,TechnicalAgent,instrument,"[""orbitrap astral""]","[""orbitrap astral""]",1.0,True
PXD062748,abstract_only,TechnicalAgent,labeling,"[""silac""]","[""data-independent acquisition"", ""silac""]",1.0,False
PXD062853,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label free""]",1.0,False
PXD063020,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""absolute quantification"", ""label-free""]",1.0,False
PXD063461,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD063537,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free"", ""swath ms""]",1.0,False
PXD063716,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD063864,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD063995,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD063995,with_methods,TechnicalAgent,instrument,"[""orbitrap fusion lumos""]","[""orbitrap fusion lumos""]",1.0,True
PXD063995,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD064257,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD064464,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD064634,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD064794,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD064985,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD065335,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""tmt""]",0.5575628124057445,False
PXD065520,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD065520,with_methods,TechnicalAgent,instrument,"[""q-exactive plus hybrid quadrupole-orbitrap""]","[""q exactive"", ""q-exactive plus hybrid quadrupole-orbitrap""]",1.0,False
PXD065520,with_methods,TechnicalAgent,labeling,"[""tmt""]","[""tmt"", ""tmt11-plex""]",1.0,False
PXD065922,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD065922,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label free""]",1.0,False
PXD066461,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD066872,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""spectrum counting""]",0.0003447085994411069,False
PXD067234,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD067234,with_methods,TechnicalAgent,instrument,"[""qe-hfx""]","[""q exactive hf"", ""thermo fisher qe-hfx""]",,False
PXD067234,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD067949,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""tmt"", ""tmtpro""]",0.5575628124057445,False
PXD068551,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free quantification"", ""spectrum counting""]",0.00034987165472324364,False
PXD068786,abstract_only,TechnicalAgent,labeling,"[""tmt""]","[""tmt""]",1.0,True
PXD069201,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD069890,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""sequencing-grade modified trypsin"", ""trypsin"", ""tryptsin""]",1.0,False
PXD069890,with_methods,TechnicalAgent,instrument,"[""q-exactive plus orbitrap mass spectrometer""]","[""q exactive"", ""q-exactive plus orbitrap mass spectrometer""]",1.0,False
PXD069890,with_methods,TechnicalAgent,labeling,"[""tmt""]","[""tandem mass tag (tmt)"", ""tmt"", ""tmt10-plex"", ""tmt6plex-126 reporter+balance reagent acylated residue""]",1.0,False
PXD071171,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD000443,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD000966,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""itraq""]",0.5376598106137399,False
PXD001325,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free quantification""]",0.00034987165472324364,False
PXD001418,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD001468,with_methods,TechnicalAgent,cleavage_agent,"[""lys-c"", ""trypsin""]","[""lys-c"", ""trypsin""]",1.0,True
PXD001468,with_methods,TechnicalAgent,instrument,"[""ltq orbitrap elite"", ""q-exactive orbitrap mass spectrometer""]","[""ltq orbitrap elite"", ""q exactive""]",0.8359502804994579,False
PXD001468,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD001873,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD001873,with_methods,TechnicalAgent,instrument,"[""ltq velos"", ""qexactive""]","[""ltq velos"", ""q exactive"", ""qexactive""]",1.0,False
PXD001873,with_methods,TechnicalAgent,labeling,"[""silac""]","[""silac""]",1.0,True
PXD002212,abstract_only,TechnicalAgent,instrument,"[""6490 triple-quadrupole ms"", ""q exactive orbitrap""]","[""q exactive"", ""qexactive orbitrap mass spectrometer""]",0.552757380241923,False
PXD002212,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD002672,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD002672,with_methods,TechnicalAgent,instrument,"[""ltq orbitrap velos""]","[""ltq orbitrap velos""]",1.0,True
PXD002672,with_methods,TechnicalAgent,labeling,"[""itraq""]","[""itraq""]",1.0,True
PXD003028,with_methods,TechnicalAgent,cleavage_agent,"[""lysc"", ""trypsin""]","[""lysc"", ""trypsin""]",1.0,True
PXD003028,with_methods,TechnicalAgent,instrument,"[""q exactive hf""]","[""q exactive hf""]",1.0,True
PXD003028,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD003276,abstract_only,TechnicalAgent,labeling,"[""tmt""]","[""tmt""]",1.0,True
PXD003407,abstract_only,TechnicalAgent,instrument,"[""qexactive orbitrap""]","[""q exactive"", ""qexactive orbitrap""]",1.0,False
PXD003407,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD003415,abstract_only,TechnicalAgent,instrument,"[""qexactive orbitrap""]","[""q exactive""]",0.4660947894266487,False
PXD003415,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD003587,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD003587,with_methods,TechnicalAgent,instrument,"[""orbitrap fusion""]","[""orbitrap fusion""]",1.0,True
PXD003587,with_methods,TechnicalAgent,labeling,"[""label-free"", ""tmt""]","[""label-free"", ""tmt""]",1.0,True
PXD003967,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD004320,with_methods,TechnicalAgent,cleavage_agent,"[""lys-c"", ""trypsin""]","[""lys-c"", ""trypsin""]",1.0,True
PXD004320,with_methods,TechnicalAgent,instrument,"[""q exactive plus orbitrap""]","[""q exactive plus orbitrap""]",1.0,True
PXD004320,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD004625,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD004796,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD005252,with_methods,TechnicalAgent,cleavage_agent,"[""lys-c"", ""trypsin""]","[""lys-c"", ""trypsin""]",1.0,True
PXD005252,with_methods,TechnicalAgent,instrument,"[""q-exactive hf""]","[""q-exactive hf""]",1.0,True
PXD005252,with_methods,TechnicalAgent,labeling,"[""silac""]","[""silac""]",1.0,True
PXD005521,abstract_only,TechnicalAgent,labeling,"[""label-based""]","[""tmt""]",0.00037772590958324556,False
PXD005739,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label free""]",1.0,False
PXD006095,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD006095,with_methods,TechnicalAgent,instrument,"[""q-exactive plus ms"", ""tsq quantiva""]","[""q exactive"", ""q-exactive plus"", ""tsq quantiva""]",1.0,False
PXD006095,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""tic""]",0.12300490155539621,False
PXD006269,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""normalized spectral abundance factor - nsaf""]",0.000315760080068027,False
PXD006421,abstract_only,TechnicalAgent,labeling,"[""label-free"", ""sis""]","[""label-free""]",1.0,False
PXD006570,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD006769,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD006769,with_methods,TechnicalAgent,labeling,"[""tmt""]","[""tmt"", ""tmt-10-plex""]",1.0,False
PXD006863,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD006863,with_methods,TechnicalAgent,instrument,"[""hybrid linear trap quadrupole (ltq) orbitrap velos mass spectrometer""]","[""ltq orbitrap velos""]",1.0,False
PXD006863,with_methods,TechnicalAgent,labeling,"[""tmt""]","[""label-free"", ""tmt""]",1.0,False
PXD007137,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD007137,with_methods,TechnicalAgent,instrument,"[""ltq-orbitrap"", ""q-exactive plus""]","[""ltq-orbitrap"", ""q-exactive plus""]",1.0,True
PXD007137,with_methods,TechnicalAgent,labeling,"[""silac""]","[""label-free"", ""silac""]",1.0,False
PXD007262,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD007262,with_methods,TechnicalAgent,instrument,"[""ltq orbitrap""]","[""ltq orbitrap velos"", ""thermo electron ltq orbitrap hybrid mass spectrometer system""]",0.6892382405219826,False
PXD007262,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD007624,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free"", ""protein abundance index - pai""]",1.0,False
PXD007732,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD007762,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""tic""]",0.12300490155539621,False
PXD007921,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""tmt""]",0.5575628124057445,False
PXD008035,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label free""]",1.0,False
PXD008150,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD008467,abstract_only,TechnicalAgent,labeling,"[""isobaric tagging""]","[""tmt""]",0.47858319509089475,False
PXD008575,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin"", ""trypsin/p""]","[""trypsin""]",0.7981399255485768,False
PXD008575,with_methods,TechnicalAgent,instrument,"[""fusion lumos mass spectrometer"", ""q exactive spectrometer""]","[""fusion lumos"", ""orbitrap fusion lumos"", ""q exactive""]",0.8359502804994579,False
PXD008575,with_methods,TechnicalAgent,labeling,"[""tmt""]","[""tmt""]",1.0,True
PXD008715,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD008896,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD008896,with_methods,TechnicalAgent,instrument,"[""q-exactive""]","[""q exactive""]",1.0,False
PXD008896,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""spectrum counting""]",0.0003447085994411069,False
PXD008966,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD008966,with_methods,TechnicalAgent,instrument,"[""q-exactive""]","[""q exactive""]",1.0,False
PXD008966,with_methods,TechnicalAgent,labeling,"[""tmt""]","[""tmt""]",1.0,True
PXD009158,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD009234,with_methods,TechnicalAgent,cleavage_agent,"[""lys-c"", ""trypsin""]","[""lys-c"", ""trypsin""]",1.0,True
PXD009234,with_methods,TechnicalAgent,instrument,"[""q-exactive plus""]","[""q exactive"", ""q-exactive plus""]",1.0,False
PXD009234,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD009295,abstract_only,TechnicalAgent,cleavage_agent,"[""chymotrypsin"", ""pepsin"", ""thermolysin"", ""trypsin""]","[""chymotrypsin"", ""pepsin"", ""thermolysin"", ""trypsin""]",1.0,True
PXD009295,abstract_only,TechnicalAgent,labeling,"[""dimethylation""]","[""dimethylation"", ""light/medium dimethylation""]",,False
PXD009348,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD009393,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD009495,with_methods,TechnicalAgent,cleavage_agent,"[""lysc"", ""trypsin""]","[""lysc"", ""trypsin""]",1.0,True
PXD009495,with_methods,TechnicalAgent,instrument,"[""q exactive plus""]","[""q exactive plus""]",1.0,True
PXD009495,with_methods,TechnicalAgent,labeling,"[""tmt10plex""]","[""tmt""]",1.0,False
PXD009570,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD009570,with_methods,TechnicalAgent,instrument,"[""qexactive plus mass spectrometer""]","[""q exactive plus""]",0.2702399073341516,False
PXD009570,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""ms1 intensity based label-free quantification method""]",0.000315760080068027,False
PXD009645,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD009645,with_methods,TechnicalAgent,instrument,"[""q-exactive""]","[""q exactive"", ""q-exactive""]",1.0,False
PXD009645,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD009759,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD009838,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]",1.0,True
PXD009838,with_methods,TechnicalAgent,instrument,"[""q-exactive""]","[""q exactive"", ""q-exactive""]",1.0,False
PXD009838,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]",1.0,True
PXD009895,with_methods,TechnicalAgent,cleavage_agent,"[""chymotrypsin"", ""glu-c"", ""lysc"", ""trypsin""]","[""chymotrypsin"", ""glu-c"", ""lysc"", ""trypsin""]",1.0,True
PXD009895,with_methods,TechnicalAgent,instrument,"[""q-exactive"", ""q-exactive hf""]","[""q exactive hf-x"", ""q-exactive"", ""q-exactive hf""]",1.0,False
PXD009895,with_methods,TechnicalAgent,labeling,"[""label-free"", ""silac""]","[""label free"", ""label-free"", ""silac""]",1.0,False
