field	raw_value	normalized_to	similarity	count	status
instrument	Orbitrap Fusion ETD	Orbitrap Fusion	0.919	11	mapped
instrument	Q Exactive plus	Q Exactive Plus	1.000	10	mapped
instrument	Orbitrap Eclipse Tribrid	Orbitrap Eclipse	0.907	10	mapped
instrument	Orbitrap Elite	Orbitrap Elite	1.000	8	mapped
instrument	LTQ Orbitrap Velos Pro	LTQ Orbitrap Velos	0.984	6	mapped
instrument	Q Exactive Plus Hybrid Quadrupole-Orbitrap	Orbitrap Fusion	0.744	6	mapped
instrument	Q Exactive HFX	Q Exactive HF-X	0.983	6	mapped
instrument	Q-Exactive HF-X	Q Exactive HF-X	1.000	5	mapped
instrument	Q Exactive-Plus	Q Exactive Plus	0.994	5	mapped
instrument	Q Exactive HF-X Orbitrap	Q Exactive HF-X	0.839	5	mapped
instrument	timsTOF Pro	timsTOF Pro	1.000	5	mapped
instrument	QE plus Orbitrap	Orbitrap Elite	0.836	5	mapped
instrument	LTQ-Orbitrap Velos	LTQ Orbitrap Velos	0.983	4	mapped
instrument	LTQ-Orbitrap Elite	LTQ Orbitrap Elite	0.982	4	mapped
instrument	Orbitrap Velos	LTQ Orbitrap Velos	0.949	4	mapped
instrument	Orbitrap Q-Exactive	Q Exactive	1.000	4	mapped
instrument	Q-Exactive Plus Biopharma	Q Exactive Plus	0.857	4	mapped
instrument	Orbitrap Excedion Pro	Orbitrap Elite	0.758	4	mapped
instrument	QExactive	Q Exactive	1.000	3	mapped
instrument	Q Exactive HF Orbitrap	Q Exactive HF-X	0.805	3	mapped
instrument	QExactive Plus	Q Exactive Plus	1.000	3	mapped
instrument	Q Exactive HFx	Q Exactive HF-X	0.983	3	mapped
instrument	LTQ Orbitrap Velos-ETD	LTQ Orbitrap Velos	0.956	3	mapped
instrument	Orbitrap HF-X	Orbitrap Elite	0.844	3	mapped
instrument	Exploris 480	Orbitrap Exploris 480	0.785	3	mapped
instrument	timsTOF Pro 2	timsTOF Pro	0.923	3	mapped
instrument	qExactive HF	Q Exactive HF	1.000	2	mapped
instrument	LTQ OrbitrapXL	LTQ Orbitrap XL	0.980	2	mapped
instrument	Orbitrap Q-Exactive Plus	Q Exactive Plus	1.000	2	mapped
instrument	Orbitrap Lumos	Orbitrap Fusion Lumos	0.921	2	mapped
instrument	QExactive plus	Q Exactive Plus	1.000	2	mapped
instrument	Q Exactive HFX Hybrid Quadrupole-Orbitrap	Q Exactive HF-X	0.743	2	mapped
instrument	Q Exactive Orbitrap	Q Exactive	1.000	2	mapped
instrument	Q Exactive HF Hybrid Quadrupole-Orbitrap	Orbitrap Fusion	0.753	2	mapped
instrument	Orbitrap Q-Exactive HF	Q Exactive HF	1.000	2	mapped
instrument	Exploris 480 Orbitrap	Orbitrap Exploris 480	0.930	2	mapped
instrument	Thermo Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	1.000	2	mapped
instrument	Thermo Scientific Orbitrap Exploris 480	Orbitrap Exploris 480	0.978	2	mapped
instrument	QE Plus	Q Exactive Plus	0.754	2	mapped
instrument	LTQ Velos	LTQ Velos	1.000	1	mapped
instrument	maXis	maXis	1.000	1	mapped
instrument	Thermo LTQ Orbitrap Velos	LTQ Orbitrap Velos	1.000	1	mapped
instrument	Orbitrap Velos Pro	LTQ Orbitrap Velos	0.932	1	mapped
instrument	Q-Exactive Orbitrap	Q Exactive	1.000	1	mapped
instrument	Thermo Q Exactive	Q Exactive	1.000	1	mapped
instrument	LTQ Orbitrap XL ETD	LTQ Orbitrap XL	0.942	1	mapped
instrument	LTQ Orbitrap Fusion Lumos Tribrid	Orbitrap Fusion Lumos	0.877	1	mapped
instrument	TripleTOF5600	TripleTOF 5600	0.870	1	mapped
instrument	HF Q-Exactive Orbitrap	Q Exactive HF	0.949	1	mapped
instrument	Qexactive plus Orbitrap	Q Exactive Plus	0.801	1	mapped
instrument	LTQ FT Ultra	LTQ Velos	0.794	1	mapped
instrument	TSQ Quantiva	TSQ Quantiva	1.000	1	mapped
instrument	Q Exactive Hybrid Quadrupole-Orbitrap Plus	LTQ Orbitrap Elite	0.766	1	mapped
instrument	Q Exactive orbitrap	Q Exactive	1.000	1	mapped
instrument	Q Exactive Plus Hybrid Quadrupole-Orbitrap Mass Spectrometer	Orbitrap Fusion	0.738	1	mapped
instrument	LTQ FT-ICR	LTQ Velos	0.710	1	mapped
instrument	LTQ-Orbitrap Velos Pro	LTQ Orbitrap Velos	0.971	1	mapped
instrument	Q-Exactive quadrupole orbitrap	LTQ Orbitrap Velos	0.861	1	mapped
instrument	Fusion Orbitrap	Orbitrap Fusion	0.975	1	mapped
instrument	LTQ XL	LTQ	0.854	1	mapped
instrument	Orbitrap Fusion Tribid	Orbitrap Fusion	0.906	1	mapped
instrument	TSQ Vantage	TSQ Quantiva	0.748	1	mapped
instrument	QExactive HF	Q Exactive HF	1.000	1	mapped
instrument	LTQ	LTQ	1.000	1	mapped
instrument	Thermo Scientific Orbitrap Fusion Tribrid	Orbitrap Fusion	0.918	1	mapped
instrument	Orbitrap Fusion Tribrid Mass Spectrometer	LTQ Orbitrap Velos	0.870	1	mapped
instrument	LTQ Velos-Orbitrap	LTQ Orbitrap Velos	0.980	1	mapped
instrument	TripleTOF	TripleTOF 5600	0.718	1	mapped
instrument	Lumos Orbitrap	Orbitrap Fusion Lumos	0.922	1	mapped
instrument	Q-Exactive High Field X	Q Exactive HF-X	0.761	1	mapped
instrument	Q Exactive Hybrid Quadrupole-Orbitrap Mass Spectrometer	LTQ Orbitrap Velos	0.777	1	mapped
instrument	Q Exactive-HF	Q Exactive HF	0.985	1	mapped
instrument	Q-Exactive-Plus	Q Exactive Plus	0.994	1	mapped
instrument	Q-Exactive HFX	Q Exactive HF-X	0.983	1	mapped
instrument	Orbitrap-XL	LTQ Orbitrap XL	0.935	1	mapped
instrument	Q-Exactive plus	Q Exactive Plus	1.000	1	mapped
instrument	Orbitrap QExactive HFX	Q Exactive HF-X	0.983	1	mapped
instrument	Orbitrap Fusion Lumos Tribrid Mass Spectrometer	Orbitrap Fusion Lumos	0.872	1	mapped
instrument	HFX Orbitrap	Orbitrap Fusion	0.719	1	mapped
instrument	Orbitrap-Elite	Orbitrap Elite	0.988	1	mapped
instrument	5500 QTRAP	QTRAP 6500	0.701	1	mapped
instrument	Q Exactive Hybrid-Quadrupole-Orbitrap	Orbitrap Fusion	0.765	1	mapped
instrument	Velos Orbitrap Elite	Orbitrap Elite	0.908	1	mapped
instrument	Orbitrap Q Exactive Plus	Q Exactive Plus	1.000	1	mapped
instrument	timsTOF fleX	timsTOF HT	0.783	1	mapped
instrument	Thermo Orbitrap Eclipse	Orbitrap Eclipse	1.000	1	mapped
instrument	Thermo Q-Exactive HF-X	Q Exactive HF-X	1.000	1	mapped
instrument	Q-Exactive HF X	Q Exactive HF-X	0.987	1	mapped
instrument	Orbitrap Q Exactive H-FX	Q Exactive HF-X	0.898	1	mapped
instrument	LTQ linear ion trap	LTQ Orbitrap XL	0.767	1	mapped
instrument	Synapt G2 QToF	Synapt G2-Si	0.745	1	mapped
instrument	Thermo Exploris 480	Orbitrap Exploris 480	0.785	1	mapped
instrument	QE-plus	Q Exactive Plus	0.740	1	mapped
instrument	Xevo TQ-XS	Xevo TQ-XS	1.000	1	mapped
instrument	Orbitrap Exploris	Orbitrap Exploris 120	0.834	1	mapped
instrument	Orbitrap Q-Exactive plus	Q Exactive Plus	1.000	1	mapped
instrument	Orbitrap Q Exactive HF-X	Q Exactive HF-X	1.000	1	mapped
instrument	Q Exactive HF/HF-X	Q Exactive HF-X	0.960	1	mapped
instrument	TripleTOF 6600	TripleTOF 6600	1.000	1	mapped
instrument	Q-Exactive Plus MS	Q Exactive Plus	0.933	1	mapped
instrument	Q Exactive-HFX	Q Exactive HF-X	0.982	1	mapped
instrument	Exploris480	Orbitrap Exploris 480	0.725	1	mapped
instrument	Exploris 240	Orbitrap Exploris 240	0.777	1	mapped
instrument	LTQ-Orbitrap XL	LTQ Orbitrap XL	0.982	1	mapped
instrument	AB Sciex 6600 Triple-TOF	TripleTOF 6600	0.724	1	mapped
instrument	Thermo Scientific Exploris 480	Orbitrap Exploris 480	0.801	1	mapped
instrument	ZenoTOF 7600	ZenoTOF 7600	1.000	1	mapped
instrument	TSQ Altis	TSQ Altis	1.000	1	mapped
instrument	Thermo Fisher Orbitrap Fusion Tribid Lumos	Orbitrap Fusion Lumos	0.922	1	mapped
instrument	6490 Triple Quadrupole LC/MS	6560 Ion Mobility Q-TOF	0.795	1	mapped
instrument	timsTOF HT-Evosep	timsTOF HT	0.847	1	mapped
instrument	Orbitrap Exploris 120	Orbitrap Exploris 120	1.000	1	mapped
instrument	LTQ-orbitrap fusion	LTQ Orbitrap XL	0.926	1	mapped
instrument	Xevo-TQS	Xevo TQ-XS	0.862	1	mapped
instrument	Q-Exactive Plus Hybrid-Quadrupol Orbitrap	Q Exactive HF-X	0.818	1	mapped
instrument	Thermo Exactive HF-X	Q Exactive HF-X	0.893	1	mapped
instrument	Thermo Orbitrap Exploris 480	Orbitrap Exploris 480	1.000	1	mapped
instrument	Orbitrap QE HF	Orbitrap Fusion	0.833	1	mapped
instrument	timsTOF Ultra	timsTOF Ultra	1.000	1	mapped
instrument	Qexactive Plus	Q Exactive Plus	1.000	1	mapped
instrument	Q Exactive Classic	Q Exactive	0.969	1	mapped
instrument	timsTOF HT	timsTOF HT	1.000	1	mapped
instrument	Orbitrap Q-exactive HF	Q Exactive HF	1.000	1	mapped
instrument	Xevo G3 QTof	Xevo TQ-XS	0.868	1	mapped
instrument	TimsTOF HT	timsTOF HT	1.000	1	mapped
instrument	Orbitrap Eclipse Lumos Tribrid	Orbitrap Eclipse	0.875	1	mapped
instrument	SCIEX TripleTOF 5600+	TripleTOF 5600	0.837	1	mapped
instrument	Orbitrap ELITE	Orbitrap Elite	1.000	1	mapped
instrument	HPLC		0.000	16	unmapped
instrument	NMR		0.000	16	unmapped
instrument	Mass Spectrometry		0.000	16	unmapped
instrument	Fusion Lumos		0.000	10	unmapped
instrument	Dionex Ultimate 3000 RSLCnano		0.000	7	unmapped
instrument	Q TRAP		0.000	3	unmapped
instrument	Covaris S2		0.000	3	unmapped
instrument	Nanospray Flex Ion Source		0.000	3	unmapped
instrument	Thermo Fisher Scientific instrument model		0.000	2	unmapped
instrument	Thermo Scientific Fusion		0.000	2	unmapped
instrument	Dionex Ultimate3000 nano HPLC		0.000	2	unmapped
instrument	Mascot		0.000	2	unmapped
instrument	Bruker Daltonics maXis series		0.000	1	unmapped
instrument	Synapt MS		0.000	1	unmapped
instrument	QSTAR XL		0.000	1	unmapped
instrument	micrOTOF-Q II		0.000	1	unmapped
instrument	Agilent 6550		0.000	1	unmapped
instrument	HF		0.000	1	unmapped
instrument	Lumos		0.000	1	unmapped
instrument	micrOTOF II		0.000	1	unmapped
instrument	4800 Proteomics Analyzer		0.000	1	unmapped
instrument	Thermo QE PLUS OBRITRAP		0.000	1	unmapped
instrument	Bruker Daltonics timsTOF series		0.000	1	unmapped
instrument	Bruker timsTOF pro		0.000	1	unmapped
instrument	Bruker MicroflexTM LRF benchtop MALDI-TOF-MS		0.000	1	unmapped
instrument	Agilent 6495B triple quadrupole mass spectrometer		0.000	1	unmapped
instrument	Exploris		0.000	1	unmapped
instrument	Fusion Lumos Tribrid		0.000	1	unmapped
instrument	Exploris240		0.000	1	unmapped
ionization	ESI	ESI	1.000	1553	mapped
ionization	nanoelectrospray	nanoESI	0.712	32	mapped
ionization	nano-electrospray	ESI	0.706	28	mapped
ionization	nanoESI	nanoESI	1.000	22	mapped
ionization	nano-electrospray ionization	ESI	0.720	8	mapped
ionization	nano-ESI	ESI	0.768	8	mapped
ionization	nano-spray	nanoESI	0.719	2	mapped
ionization	nano-elektrospray	nanoESI	0.744	1	mapped
ionization	electrospray	ESI	0.733	1	mapped
ionization	MALDI	MALDI	1.000	1	mapped
ionization	nano electrospray ionization	ESI	0.715	1	mapped
ionization	nanospray		0.000	35	unmapped
ionization	Nanospray		0.000	14	unmapped
ionization	NSI		0.000	9	unmapped
ionization	nanospray ionization		0.000	6	unmapped
ionization	nESI		0.000	5	unmapped
ionization	nano electrospray		0.000	5	unmapped
ionization	EI		0.000	3	unmapped
ionization	Nano spray		0.000	1	unmapped
ionization	CaptiveSpray		0.000	1	unmapped
ionization	HESI		0.000	1	unmapped
ionization	non-electrospray		0.000	1	unmapped
ionization	Not specified		0.000	1	unmapped
labeling	label-free	label-free	1.000	1816	mapped
labeling	TMT	TMT	1.000	456	mapped
labeling	SILAC	SILAC	1.000	178	mapped
labeling	iTRAQ	iTRAQ	1.000	43	mapped
labeling	Label-free	label-free	1.000	1	mapped
labeling	dimethyl		0.000	17	unmapped
labeling	Not specified		0.000	16	unmapped
labeling	dimethylation		0.000	4	unmapped
labeling	LFQ		0.000	4	unmapped
labeling	TMTpro 18-plex		0.000	2	unmapped
labeling	TMTpro 6-plex		0.000	2	unmapped
labeling	18O		0.000	1	unmapped
labeling	Dimethyl labeling		0.000	1	unmapped
labeling	DiLeu		0.000	1	unmapped
labeling	Dimethyl Labeling		0.000	1	unmapped
lc_column	reverse phase C18	reverse phase C18	1.000	2093	mapped
lc_column	SCX	SCX	1.000	36	mapped
lc_column	ReproSil-Pur 120 C18-AQ	reverse phase C18	0.722	5	mapped
lc_column	HILIC	HILIC	1.000	4	mapped
lc_column	ReproSil-Gold C18	reverse phase C18	0.781	2	mapped
lc_column	Reprosil-Gold C18	reverse phase C18	0.781	2	mapped
lc_column	ReproSil Pur C18-AQ	reverse phase C18	0.834	2	mapped
lc_column	mixed-mode reversed phase	mixed-mode	0.768	1	mapped
lc_column	Not specified		0.000	16	unmapped
lc_column	Gemini-NX C18		0.000	2	unmapped
lc_column	hSAX		0.000	1	unmapped
lc_column	WCX		0.000	1	unmapped
lc_column	reverse phase C4		0.000	1	unmapped
modifications	C-carbamidomethylation	C-carbamidomethylation	1.000	2311	mapped
modifications	Y-phosphorylation	Y-phosphorylation	1.000	208	mapped
modifications	S-phosphorylation	S-phosphorylation	1.000	205	mapped
modifications	T-phosphorylation	T-phosphorylation	1.000	195	mapped
modifications	M-oxidation	M-oxidation	1.000	36	mapped
modifications	K-acetylation	K-acetylation	1.000	32	mapped
modifications	N-term acetylation	N-term acetylation	1.000	25	mapped
modifications	Ubiquitination	K-ubiquitination	0.860	16	mapped
modifications	C-methylthiolation	M-oxidation	0.706	14	mapped
modifications	N-term-acetylation	N-term acetylation	0.990	14	mapped
modifications	K-ubiquitination	K-ubiquitination	1.000	13	mapped
modifications	Oxidation (Methionine)	M-oxidation	0.793	9	mapped
modifications	N-deamidation	N-deamidation	1.000	8	mapped
modifications	R-dimethylation	R-dimethylation	1.000	7	mapped
modifications	K-propionylation	K-succinylation	0.740	7	mapped
modifications	K-sumoylation	K-ubiquitination	0.812	6	mapped
modifications	Carbamidomethylation (Cysteine)	C-carbamidomethylation	0.918	6	mapped
modifications	N-terminal acetylation	N-term acetylation	0.923	6	mapped
modifications	N-term-propionylation	N-term acetylation	0.787	4	mapped
modifications	K-monomethylation	K-dimethylation	0.891	4	mapped
modifications	Phosphorylation (Serine, Threonine, Tyrosine)	T-phosphorylation	0.849	4	mapped
modifications	N-term-dimethylation	R-dimethylation	0.822	3	mapped
modifications	C-propionamide	C-propionamide	1.000	3	mapped
modifications	K-dimethylation	K-dimethylation	1.000	3	mapped
modifications	K-trimethylation	K-trimethylation	1.000	3	mapped
modifications	K-malonylation	K-dimethylation	0.813	3	mapped
modifications	K-succinylation	K-succinylation	1.000	3	mapped
modifications	Carbamidomethyl (Cysteine)	C-carbamidomethylation	0.783	3	mapped
modifications	N-terminal Acetylation	N-term acetylation	0.923	3	mapped
modifications	R-monomethylation	R-dimethylation	0.844	3	mapped
modifications	K-acylation	K-acetylation	0.807	2	mapped
modifications	K-dimethyl	K-dimethylation	0.739	2	mapped
modifications	K-crotonylation	K-acetylation	0.782	2	mapped
modifications	K-dimethylated	K-dimethylation	0.830	2	mapped
modifications	K-trimethylated	K-trimethylation	0.841	2	mapped
modifications	K-monomethylated	K-dimethylation	0.713	2	mapped
modifications	K-lactylation	K-succinylation	0.746	2	mapped
modifications	Deamidation	N-deamidation	0.920	2	mapped
modifications	K-ubiquitylation	K-ubiquitination	0.900	1	mapped
modifications	C-terminal-amidation	N-term acetylation	0.763	1	mapped
modifications	phosphorylation	S-phosphorylation	0.823	1	mapped
modifications	K-formylation	K-dimethylation	0.763	1	mapped
modifications	K-glutarylation	K-succinylation	0.771	1	mapped
modifications	K-methylation	K-methylation	1.000	1	mapped
modifications	R-citrullination	R-citrullination	1.000	1	mapped
modifications	R-methylation	R-methylation	1.000	1	mapped
modifications	P-hydroxylation	P-hydroxylation	1.000	1	mapped
modifications	protein N-term acetylation	N-term acetylation	0.960	1	mapped
modifications	Q-deamidation	N-deamidation	0.842	1	mapped
modifications	Protein N-term acetylation	N-term acetylation	0.960	1	mapped
modifications	C-carbamidomethyl	C-carbamidomethylation	0.843	1	mapped
modifications	N-term-acetyl	N-term acetylation	0.719	1	mapped
modifications	N-term-oxidation	M-oxidation	0.780	1	mapped
modifications	Oxidation	M-oxidation	0.772	1	mapped
modifications	C-carboxymethylation	C-carbamidomethylation	0.865	1	mapped
modifications	N-term-deamidation	N-deamidation	0.856	1	mapped
modifications	K27-acetylation	K-acetylation	0.783	1	mapped
modifications	C-oxidation	M-oxidation	0.777	1	mapped
modifications	C-dioxidation	M-oxidation	0.780	1	mapped
modifications	C-trioxidation	M-oxidation	0.716	1	mapped
modifications	N-term-carbamidomethylation	C-carbamidomethylation	0.885	1	mapped
modifications	K-carbamidomethylation	C-carbamidomethylation	0.866	1	mapped
modifications	C-alkylation	C-carbamidomethylation	0.737	1	mapped
modifications	C-iodoacetamide derivatization		0.000	31	unmapped
modifications	K-TMT		0.000	26	unmapped
modifications	N-term-TMT		0.000	25	unmapped
modifications	K-TMT6plex		0.000	17	unmapped
modifications	N-term-TMT6plex		0.000	15	unmapped
modifications	TMT6plex-126 reporter+balance reagent acylated residue		0.000	12	unmapped
modifications	K-TMTpro		0.000	11	unmapped
modifications	K-TMT10plex		0.000	10	unmapped
modifications	N-term-TMTpro		0.000	10	unmapped
modifications	monohydroxylated residue		0.000	6	unmapped
modifications	C-methylthio		0.000	5	unmapped
modifications	N-term-TMT10plex		0.000	5	unmapped
modifications	C-N-ethylmaleimide		0.000	4	unmapped
modifications	K-GlyGly		0.000	3	unmapped
modifications	C-NEM		0.000	3	unmapped
modifications	K-GG		0.000	3	unmapped
modifications	K-TMT6plex-126 reporter+balance reagent acylation		0.000	3	unmapped
modifications	C-cysteinylation		0.000	3	unmapped
modifications	K-TMT6plex-126 reporter+balance reagent acylated		0.000	3	unmapped
modifications	Y-acylation		0.000	2	unmapped
modifications	C-SIA		0.000	2	unmapped
modifications	N-term-iTRAQ8plex		0.000	2	unmapped
modifications	K-iTRAQ8plex		0.000	2	unmapped
modifications	N-term-dimethyl		0.000	2	unmapped
modifications	K-biotinylation		0.000	2	unmapped
modifications	N-term-pyro-Glu		0.000	2	unmapped
modifications	C-iodoacetamide derivatized residue		0.000	2	unmapped
modifications	C-ethylmaleimide		0.000	2	unmapped
modifications	N-glycosylated residue		0.000	2	unmapped
modifications	peptide N terminus-TMT10plex		0.000	2	unmapped
modifications	K-TMTpro-16plex		0.000	2	unmapped
modifications	peptide N terminus-TMTpro-16plex		0.000	2	unmapped
modifications	TMT 18-plex/6-plex labelling (N-terminus, Lysine)		0.000	2	unmapped
modifications	Methionine loss		0.000	2	unmapped
modifications	Acetylation with methionine loss		0.000	2	unmapped
modifications	K-iTRAQ		0.000	1	unmapped
modifications	N-term-iTRAQ		0.000	1	unmapped
modifications	N-term-TMT6plex-126 reporter+balance reagent		0.000	1	unmapped
modifications	K-TMT6plex-126 reporter+balance reagent		0.000	1	unmapped
modifications	C-methyl methanethiosulphonate		0.000	1	unmapped
modifications	C-iodoacetamide derivatized		0.000	1	unmapped
modifications	N-term-iTRAQ4plex-116 reporter+balance reagent acylated		0.000	1	unmapped
modifications	O-GlcNAc		0.000	1	unmapped
modifications	K-iTRAQ4plex-116		0.000	1	unmapped
modifications	N-term-iTRAQ4plex-116		0.000	1	unmapped
modifications	K-LeuArgGlyGly		0.000	1	unmapped
modifications	N-term-iTRAQ-8plex		0.000	1	unmapped
modifications	K-iTRAQ-8plex		0.000	1	unmapped
modifications	C-hexosylation		0.000	1	unmapped
modifications	K-desthiobiotinylation		0.000	1	unmapped
modifications	N-term-TMT6plex-126 reporter+balance reagent acylation		0.000	1	unmapped
modifications	N-term TMT-labeling		0.000	1	unmapped
modifications	K TMT-labeling		0.000	1	unmapped
modifications	K-butyrylation		0.000	1	unmapped
modifications	K-hydroxyisobutyrylation		0.000	1	unmapped
modifications	Y-nitration		0.000	1	unmapped
modifications	C-S-thioallylation		0.000	1	unmapped
modifications	N-term TMT6plex		0.000	1	unmapped
modifications	N-glycosylation		0.000	1	unmapped
modifications	Acetyl		0.000	1	unmapped
modifications	K-diglycine		0.000	1	unmapped
modifications	iodoacetamide derivatized residue		0.000	1	unmapped
modifications	C-propionylation		0.000	1	unmapped
modifications	C-methyl methanethiosulfonate		0.000	1	unmapped
modifications	Y-sulfation		0.000	1	unmapped
modifications	C-iodoacetamide		0.000	1	unmapped
modifications	C-disulfide crosslink		0.000	1	unmapped
modifications	biotinylated residue		0.000	1	unmapped
modifications	N-term TMT		0.000	1	unmapped
modifications	K TMT		0.000	1	unmapped
modifications	C-ADP-ribosylation		0.000	1	unmapped
modifications	D-ADP-ribosylation		0.000	1	unmapped
modifications	E-ADP-ribosylation		0.000	1	unmapped
modifications	H-ADP-ribosylation		0.000	1	unmapped
modifications	K-ADP-ribosylation		0.000	1	unmapped
modifications	R-ADP-ribosylation		0.000	1	unmapped
modifications	S-ADP-ribosylation		0.000	1	unmapped
modifications	T-ADP-ribosylation		0.000	1	unmapped
modifications	Y-ADP-ribosylation		0.000	1	unmapped
modifications	C-glutathionylation		0.000	1	unmapped
modifications	C-nitrosylation		0.000	1	unmapped
modifications	N4-glycosylated asparagine		0.000	1	unmapped
modifications	K-TMTpro18		0.000	1	unmapped
modifications	N-term-TMTpro18		0.000	1	unmapped
modifications	C-DBIA		0.000	1	unmapped
modifications	C-disulfide bond		0.000	1	unmapped
modifications	T-dehydrobutyrine		0.000	1	unmapped
modifications	C-dehydroalanine		0.000	1	unmapped
modifications	S-dehydroalanine		0.000	1	unmapped
modifications	C-cysteinylated		0.000	1	unmapped
modifications	ADPr-modified residue		0.000	1	unmapped
modifications	residue-monohydroxylation		0.000	1	unmapped
modifications	C-farnesylation		0.000	1	unmapped
modifications	C-palmitoylation		0.000	1	unmapped
modifications	C-geranylgeranylation		0.000	1	unmapped
modifications	C-pyridylethylation		0.000	1	unmapped
modifications	C-acrylamide		0.000	1	unmapped
modifications	TMT6plex reporter fragment		0.000	1	unmapped
modifications	K-Glygly		0.000	1	unmapped
modifications	K-TMTpro 16plex		0.000	1	unmapped
modifications	N-term-TMTpro 16plex		0.000	1	unmapped
modifications	K-TMT6plex-126 reporter+balance reagent acylated residue		0.000	1	unmapped
modifications	N-term-TMT6plex-126 reporter+balance reagent acylated residue		0.000	1	unmapped
modifications	N-term-TMT6plex-126 reporter+balance reagent acylated		0.000	1	unmapped
modifications	N-TMT6plex-126 reporter+balance reagent acylation		0.000	1	unmapped
modifications	C-BP modification		0.000	1	unmapped
modifications	K-BP modification		0.000	1	unmapped
modifications	R-BP modification		0.000	1	unmapped
modifications	H-BP modification		0.000	1	unmapped
modifications	C-N-ethylmaleimide+H2O		0.000	1	unmapped
modifications	N-term-pyroGlu		0.000	1	unmapped
modifications	K-TMT16plex		0.000	1	unmapped
modifications	N-term-TMT16plex		0.000	1	unmapped
modifications	N-term-TMT18plex		0.000	1	unmapped
modifications	K-TMT18plex		0.000	1	unmapped
modifications	TMT6plex-126 reporter+balance reagent acylation		0.000	1	unmapped
organism	Homo sapiens	Homo sapiens	1.000	2068	mapped
organism	Mus musculus	Mus musculus	1.000	322	mapped
organism	Saccharomyces cerevisiae	Saccharomyces cerevisiae	1.000	50	mapped
organism	Escherichia coli	Escherichia coli	1.000	50	mapped
organism	Arabidopsis thaliana	Arabidopsis thaliana	1.000	37	mapped
organism	Human	Homo sapiens	0.825	22	mapped
organism	Bos taurus	Bos taurus	1.000	11	mapped
organism	Rattus norvegicus	Rattus norvegicus	1.000	9	mapped
organism	Drosophila melanogaster	Drosophila melanogaster	1.000	4	mapped
organism	Ovis	Ovis aries	0.865	2	mapped
organism	Rattus rattus	Rattus norvegicus	0.886	2	mapped
organism	SARS-CoV-2	SARS-CoV-2	1.000	2	mapped
organism	Bovidae	Bos taurus	0.758	1	mapped
organism	Sus scrofa domesticus	Sus scrofa	0.966	1	mapped
organism	Canis lupus familiaris	Canis lupus familiaris	1.000	1	mapped
organism	Equus caballus	Equus caballus	1.000	1	mapped
organism	Felis catus	Felis catus	1.000	1	mapped
organism	Gallus gallus	Gallus gallus	1.000	1	mapped
organism	Oryza sativa	Oryza sativa	1.000	1	mapped
organism	Drosophila	Drosophila melanogaster	0.864	1	mapped
organism	Canis familiaris	Canis lupus familiaris	0.940	1	mapped
organism	Oryctolagus cuniculus	Oryctolagus cuniculus	1.000	1	mapped
organism	Sus scrofa	Sus scrofa	1.000	1	mapped
organism	Staphylococcus aureus	Staphylococcus aureus	1.000	1	mapped
organism	Pseudomonas aeruginosa	Pseudomonas aeruginosa	1.000	1	mapped
organism	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2	0.869	1	mapped
organism	bacteria		0.000	8	unmapped
organism	Trypanosoma brucei		0.000	4	unmapped
organism	Zika virus		0.000	3	unmapped
organism	Nicotiana benthamiana		0.000	3	unmapped
organism	HEK 293 Jump In T-REx		0.000	3	unmapped
organism	Bacteria		0.000	2	unmapped
organism	Archaea		0.000	2	unmapped
organism	Pyrococcus furiosus		0.000	1	unmapped
organism	Orthomyxoviridae		0.000	1	unmapped
organism	Bacteroides fragilis		0.000	1	unmapped
organism	Eubacterium		0.000	1	unmapped
organism	Clostridium		0.000	1	unmapped
organism	HeLa		0.000	1	unmapped
organism	Influenza virus		0.000	1	unmapped
organism	Fungi		0.000	1	unmapped
organism	Virus		0.000	1	unmapped
organism	Capra hircus		0.000	1	unmapped
organism	Bos		0.000	1	unmapped
organism	Human adenovirus c serotype 2		0.000	1	unmapped
organism	Plasmodium falciparum		0.000	1	unmapped
organism	Ocean metaproteome		0.000	1	unmapped
organism	Human cytomegalovirus (strain ad169)		0.000	1	unmapped
organism	Helicobacter pylori		0.000	1	unmapped
organism	Candida		0.000	1	unmapped
organism	Influenza a virus		0.000	1	unmapped
organism	Porphyromonas gingivalis		0.000	1	unmapped
organism	Leishmania major		0.000	1	unmapped
organism	Toxoplasma gondii		0.000	1	unmapped
organism	Burkholderia thailandensis		0.000	1	unmapped
organism	Chlamydia trachomatis		0.000	1	unmapped
organism	oral microbiome		0.000	1	unmapped
organism	Chikungunya virus		0.000	1	unmapped
organism	Mesocricetus auratus		0.000	1	unmapped
organism	Human cytomegalovirus		0.000	1	unmapped
organism	Spodoptera frugiperda		0.000	1	unmapped
organism	Influenza A virus		0.000	1	unmapped
organism	Human herpesvirus 8		0.000	1	unmapped
organism	Aeromonas bestiarum		0.000	1	unmapped
organism	Ca. Kuenenia stuttgartiensis		0.000	1	unmapped
organism	Ca. Accumulibacter phosphatis		0.000	1	unmapped
organism	Wastewater microbiome		0.000	1	unmapped
organism	Bacillus tropicus		0.000	1	unmapped
organism	Hordeum vulgare		0.000	1	unmapped
organism	Serendipita indica		0.000	1	unmapped
organism	Aggregatibacter aphrophilus		0.000	1	unmapped
