pxd,cohort,old_fields,new_fields,shared_fields,earlier_only_fields,expanded_only_fields,old_values,new_values,field_jaccard,field_delta,value_delta,equivalent_pairs,hierarchical_inclusive_pairs,semantic_inclusive_pairs,equivalent_pairs_jaccard,hierarchical_inclusive_pairs_jaccard,semantic_inclusive_pairs_jaccard
PXD065517,abstract_only,2,10,2,0,8,2,12,0.2,8,10,0,0,0,0.0,0.0,0.0
PXD065914,with_methods,14,16,11,3,5,16,17,0.5789473684210527,2,1,9,10,12,0.375,0.43478260869565216,0.5714285714285714
PXD066083,abstract_only,2,17,2,0,15,2,22,0.11764705882352941,15,20,1,1,1,0.043478260869565216,0.043478260869565216,0.043478260869565216
PXD066393,with_methods,19,23,18,1,5,27,34,0.75,4,7,19,19,22,0.4523809523809524,0.4523809523809524,0.5641025641025641
PXD066795,abstract_only,4,23,4,0,19,5,29,0.17391304347826086,19,24,3,3,3,0.0967741935483871,0.0967741935483871,0.0967741935483871
PXD067102,abstract_only,11,26,10,1,16,12,37,0.37037037037037035,15,25,7,7,9,0.16666666666666666,0.16666666666666666,0.225
PXD067229,abstract_only,15,19,13,2,6,15,21,0.6190476190476191,4,6,8,8,10,0.2857142857142857,0.2857142857142857,0.38461538461538464
PXD067589,abstract_only,3,15,3,0,12,3,19,0.2,12,16,1,1,1,0.047619047619047616,0.047619047619047616,0.047619047619047616
PXD067947,abstract_only,1,19,1,0,18,1,19,0.05263157894736842,18,18,1,1,1,0.05263157894736842,0.05263157894736842,0.05263157894736842
PXD068150,abstract_only,10,24,8,2,16,13,34,0.3076923076923077,14,21,3,3,8,0.06818181818181818,0.06818181818181818,0.20512820512820512
PXD068527,abstract_only,3,16,3,0,13,3,22,0.1875,13,19,3,3,3,0.13636363636363635,0.13636363636363635,0.13636363636363635
PXD068775,abstract_only,1,18,1,0,17,1,26,0.05555555555555555,17,25,1,1,1,0.038461538461538464,0.038461538461538464,0.038461538461538464
PXD069113,abstract_only,9,19,9,0,10,11,30,0.47368421052631576,10,19,4,4,6,0.10810810810810811,0.10810810810810811,0.17142857142857143
PXD069754,with_methods,23,25,21,2,4,30,30,0.7777777777777778,2,0,18,18,21,0.42857142857142855,0.42857142857142855,0.5384615384615384
PXD071075,abstract_only,9,17,8,1,9,9,19,0.4444444444444444,8,10,6,6,7,0.2727272727272727,0.2727272727272727,0.3333333333333333
PXD000426,abstract_only,1,10,1,0,9,1,12,0.1,9,11,1,1,1,0.08333333333333333,0.08333333333333333,0.08333333333333333
PXD000685,abstract_only,7,18,7,0,11,7,21,0.3888888888888889,11,14,2,2,2,0.07692307692307693,0.07692307692307693,0.07692307692307693
PXD001324,abstract_only,11,19,10,1,9,16,28,0.5,8,12,8,9,14,0.2222222222222222,0.2571428571428571,0.4666666666666667
PXD001417,abstract_only,10,19,7,3,12,10,22,0.3181818181818182,9,12,3,3,4,0.10344827586206896,0.10344827586206896,0.14285714285714285
PXD001460,with_methods,30,30,29,1,1,44,42,0.9354838709677419,0,-2,25,25,28,0.4098360655737705,0.4098360655737705,0.4827586206896552
PXD001862,abstract_only,16,22,15,1,7,20,38,0.6521739130434783,6,18,9,9,13,0.1836734693877551,0.1836734693877551,0.28888888888888886
PXD002211,abstract_only,17,24,14,3,10,20,28,0.5185185185185185,7,8,8,8,10,0.2,0.2,0.2631578947368421
PXD002620,abstract_only,6,17,6,0,11,6,19,0.35294117647058826,11,13,6,6,6,0.3157894736842105,0.3157894736842105,0.3157894736842105
PXD002990,with_methods,21,27,20,1,7,21,37,0.7142857142857143,6,16,12,12,18,0.2608695652173913,0.2608695652173913,0.45
PXD003252,with_methods,27,28,26,1,2,32,34,0.896551724137931,1,2,24,24,26,0.5714285714285714,0.5714285714285714,0.65
PXD003406,abstract_only,12,25,10,2,15,13,31,0.37037037037037035,13,18,6,6,9,0.15789473684210525,0.15789473684210525,0.2571428571428571
PXD003414,abstract_only,10,27,10,0,17,11,39,0.37037037037037035,17,28,8,8,10,0.19047619047619047,0.19047619047619047,0.25
PXD003544,with_methods,24,24,23,1,1,33,38,0.92,0,5,21,21,24,0.42,0.42,0.5106382978723404
PXD003966,abstract_only,11,28,11,0,17,20,32,0.39285714285714285,17,12,4,4,6,0.08333333333333333,0.08333333333333333,0.13043478260869565
PXD004280,abstract_only,12,21,11,1,10,12,26,0.5,9,14,6,6,8,0.1875,0.1875,0.26666666666666666
PXD004624,abstract_only,8,22,7,1,15,9,27,0.30434782608695654,14,18,3,4,4,0.09090909090909091,0.125,0.125
PXD004788,abstract_only,12,22,11,1,11,13,25,0.4782608695652174,10,12,9,10,11,0.3103448275862069,0.35714285714285715,0.4074074074074074
PXD005220,with_methods,19,22,17,2,5,25,29,0.7083333333333334,3,4,10,10,15,0.22727272727272727,0.22727272727272727,0.38461538461538464
PXD005508,with_methods,20,25,19,1,6,36,40,0.7307692307692307,5,4,17,17,19,0.288135593220339,0.288135593220339,0.3333333333333333
PXD005733,with_methods,28,27,27,1,0,38,37,0.9642857142857143,-1,-1,23,23,26,0.4423076923076923,0.4423076923076923,0.5306122448979592
PXD006035,abstract_only,2,16,2,0,14,3,25,0.125,14,22,0,0,2,0.0,0.0,0.07692307692307693
PXD006268,with_methods,18,21,17,1,4,21,31,0.7727272727272727,3,10,11,11,16,0.2682926829268293,0.2682926829268293,0.4444444444444444
PXD006419,with_methods,21,24,21,0,3,29,33,0.875,3,4,16,16,20,0.34782608695652173,0.34782608695652173,0.47619047619047616
PXD006561,with_methods,27,25,23,4,2,30,29,0.7931034482758621,-2,-1,20,20,23,0.5128205128205128,0.5128205128205128,0.6388888888888888
PXD006590,abstract_only,11,26,11,0,15,15,35,0.4230769230769231,15,20,9,9,11,0.21951219512195122,0.21951219512195122,0.28205128205128205
PXD006743,abstract_only,10,18,7,3,11,10,23,0.3333333333333333,8,13,5,5,6,0.17857142857142858,0.17857142857142858,0.2222222222222222
PXD006856,with_methods,8,20,8,0,12,8,24,0.4,12,16,2,3,6,0.06666666666666667,0.10344827586206896,0.23076923076923078
PXD007123,abstract_only,6,23,6,0,17,9,27,0.2608695652173913,17,18,3,3,5,0.09090909090909091,0.09090909090909091,0.16129032258064516
PXD007258,with_methods,14,23,13,1,10,20,32,0.5416666666666666,9,12,11,11,12,0.2682926829268293,0.2682926829268293,0.3
PXD007594,with_methods,23,23,20,3,3,31,33,0.7692307692307693,0,2,15,15,16,0.30612244897959184,0.30612244897959184,0.3333333333333333
PXD007726,with_methods,30,27,27,3,0,30,29,0.9,-3,-1,18,20,23,0.43902439024390244,0.5128205128205128,0.6388888888888888
PXD007761,abstract_only,0,17,0,0,17,0,18,0.0,17,18,0,0,0,0.0,0.0,0.0
PXD007906,with_methods,27,28,27,0,1,29,30,0.9642857142857143,1,1,21,21,23,0.5526315789473685,0.5526315789473685,0.6388888888888888
PXD008033,with_methods,23,26,23,0,3,28,32,0.8846153846153846,3,4,14,15,21,0.30434782608695654,0.3333333333333333,0.5384615384615384
PXD008147,with_methods,26,27,23,3,4,36,40,0.7666666666666667,1,4,24,24,26,0.46153846153846156,0.46153846153846156,0.52
PXD008272,with_methods,26,23,23,3,0,36,39,0.8846153846153846,-3,3,29,29,31,0.6304347826086957,0.6304347826086957,0.7045454545454546
PXD008463,abstract_only,10,17,8,2,9,12,28,0.42105263157894735,7,16,6,6,8,0.17647058823529413,0.17647058823529413,0.25
PXD008568,abstract_only,9,18,7,2,11,9,18,0.35,9,9,3,3,5,0.125,0.125,0.22727272727272727
PXD008713,abstract_only,12,18,11,1,7,15,19,0.5789473684210527,6,4,8,8,11,0.3076923076923077,0.3076923076923077,0.4782608695652174
PXD008870,abstract_only,12,21,10,2,11,14,27,0.43478260869565216,9,13,8,8,9,0.24242424242424243,0.24242424242424243,0.28125
PXD008952,with_methods,24,28,24,0,4,44,44,0.8571428571428571,4,0,29,30,37,0.4915254237288136,0.5172413793103449,0.7254901960784313
PXD009041,abstract_only,7,18,7,0,11,8,23,0.3888888888888889,11,15,4,4,7,0.14814814814814814,0.14814814814814814,0.2916666666666667
PXD009149,with_methods,26,27,26,0,1,41,45,0.9629629629629629,1,4,27,27,32,0.4576271186440678,0.4576271186440678,0.5925925925925926
PXD009216,with_methods,30,30,28,2,2,42,37,0.875,0,-5,26,26,29,0.49056603773584906,0.49056603773584906,0.58
PXD009292,abstract_only,8,19,8,0,11,8,28,0.42105263157894735,11,20,5,5,6,0.16129032258064516,0.16129032258064516,0.2
PXD009343,with_methods,24,24,24,0,0,27,26,1.0,0,-1,19,19,22,0.5588235294117647,0.5588235294117647,0.7096774193548387
PXD009389,abstract_only,8,30,8,0,22,8,41,0.26666666666666666,22,33,2,3,4,0.0425531914893617,0.06521739130434782,0.08888888888888889
PXD009487,with_methods,27,29,27,0,2,36,43,0.9310344827586207,2,7,22,22,27,0.38596491228070173,0.38596491228070173,0.5192307692307693
PXD009565,abstract_only,10,20,10,0,10,10,23,0.5,10,13,8,8,9,0.32,0.32,0.375
PXD009624,abstract_only,13,16,6,7,10,16,28,0.2608695652173913,3,12,5,5,6,0.1282051282051282,0.1282051282051282,0.15789473684210525
PXD009747,abstract_only,5,20,5,0,15,7,23,0.25,15,16,2,2,4,0.07142857142857142,0.07142857142857142,0.15384615384615385
PXD009830,with_methods,27,20,20,7,0,31,27,0.7407407407407407,-7,-4,17,17,20,0.4146341463414634,0.4146341463414634,0.5263157894736842
PXD009893,abstract_only,11,18,8,3,10,13,27,0.38095238095238093,7,14,7,7,8,0.21212121212121213,0.21212121212121213,0.25
PXD009936,abstract_only,0,11,0,0,11,0,13,0.0,11,13,0,0,0,0.0,0.0,0.0
PXD010075,abstract_only,5,20,5,0,15,5,22,0.25,15,17,4,4,4,0.17391304347826086,0.17391304347826086,0.17391304347826086
PXD010145,with_methods,20,15,13,7,2,29,25,0.5909090909090909,-5,-4,11,11,18,0.2558139534883721,0.2558139534883721,0.5
PXD010271,abstract_only,7,14,6,1,8,7,22,0.4,7,15,4,4,5,0.16,0.16,0.20833333333333334
PXD010445,with_methods,20,19,18,2,1,28,30,0.8571428571428571,-1,2,20,21,22,0.5263157894736842,0.5675675675675675,0.6111111111111112
PXD010606,abstract_only,0,21,0,0,21,0,31,0.0,21,31,0,0,0,0.0,0.0,0.0
PXD010787,abstract_only,11,22,10,1,12,15,26,0.43478260869565216,11,11,7,7,8,0.20588235294117646,0.20588235294117646,0.24242424242424243
PXD011033,with_methods,26,24,23,3,1,37,36,0.8518518518518519,-2,-1,17,17,20,0.30357142857142855,0.30357142857142855,0.37735849056603776
PXD011204,abstract_only,12,14,11,1,3,13,24,0.7333333333333333,2,11,3,4,5,0.08823529411764706,0.12121212121212122,0.15625
PXD011492,abstract_only,9,24,9,0,15,11,27,0.375,15,16,6,7,9,0.1875,0.22580645161290322,0.3103448275862069
PXD013523,with_methods,26,25,25,1,0,35,37,0.9615384615384616,-1,2,27,27,29,0.6,0.6,0.6744186046511628
PXD019817,with_methods,25,22,21,4,1,26,28,0.8076923076923077,-3,2,16,16,18,0.42105263157894735,0.42105263157894735,0.5
PXD022843,abstract_only,11,19,11,0,8,13,19,0.5789473684210527,8,6,6,6,9,0.23076923076923078,0.23076923076923078,0.391304347826087
PXD035447,abstract_only,9,20,8,1,12,9,22,0.38095238095238093,11,13,4,4,5,0.14814814814814814,0.14814814814814814,0.19230769230769232
PXD046372,abstract_only,7,23,7,0,16,7,37,0.30434782608695654,16,30,4,4,6,0.1,0.1,0.15789473684210525
PXD046451,with_methods,29,28,28,1,0,36,34,0.9655172413793104,-1,-2,22,23,27,0.4583333333333333,0.48936170212765956,0.627906976744186
PXD046534,abstract_only,5,21,5,0,16,7,35,0.23809523809523808,16,28,5,5,7,0.13513513513513514,0.13513513513513514,0.2
PXD046656,abstract_only,9,16,5,4,11,9,19,0.25,7,10,3,3,5,0.12,0.12,0.21739130434782608
PXD046738,abstract_only,10,27,9,1,18,10,45,0.32142857142857145,17,35,6,6,8,0.12244897959183673,0.12244897959183673,0.1702127659574468
PXD046815,abstract_only,12,28,12,0,16,13,32,0.42857142857142855,16,19,8,8,9,0.21621621621621623,0.21621621621621623,0.25
PXD046956,abstract_only,8,23,8,0,15,8,25,0.34782608695652173,15,17,6,6,7,0.2222222222222222,0.2222222222222222,0.2692307692307692
PXD047020,abstract_only,3,16,3,0,13,3,18,0.1875,13,15,1,1,3,0.05,0.05,0.16666666666666666
PXD047102,with_methods,17,19,16,1,3,18,21,0.8,2,3,12,12,15,0.4444444444444444,0.4444444444444444,0.625
PXD047200,abstract_only,4,22,4,0,18,4,22,0.18181818181818182,18,18,1,1,2,0.04,0.04,0.08333333333333333
PXD047331,abstract_only,1,12,1,0,11,1,13,0.08333333333333333,11,12,1,1,1,0.07692307692307693,0.07692307692307693,0.07692307692307693
PXD047438,abstract_only,5,16,4,1,12,5,16,0.23529411764705882,11,11,4,4,4,0.23529411764705882,0.23529411764705882,0.23529411764705882
PXD047577,with_methods,16,26,14,2,12,19,30,0.5,10,11,9,9,14,0.225,0.225,0.4
PXD047774,with_methods,25,24,24,1,0,30,28,0.96,-1,-2,20,21,26,0.5263157894736842,0.5675675675675675,0.8125
PXD047905,abstract_only,1,25,1,0,24,1,28,0.04,24,27,1,1,1,0.03571428571428571,0.03571428571428571,0.03571428571428571
PXD048004,abstract_only,9,26,8,1,18,15,33,0.2962962962962963,17,18,6,6,8,0.14285714285714285,0.14285714285714285,0.2
PXD048098,abstract_only,10,23,10,0,13,10,28,0.43478260869565216,13,18,7,7,10,0.22580645161290322,0.22580645161290322,0.35714285714285715
PXD048312,abstract_only,2,11,2,0,9,2,11,0.18181818181818182,9,9,2,2,2,0.18181818181818182,0.18181818181818182,0.18181818181818182
PXD048479,abstract_only,8,22,8,0,14,9,33,0.36363636363636365,14,24,6,6,8,0.16666666666666666,0.16666666666666666,0.23529411764705882
PXD048556,abstract_only,4,17,4,0,13,4,18,0.23529411764705882,13,14,2,2,2,0.1,0.1,0.1
PXD048647,with_methods,24,24,23,1,1,26,27,0.92,0,1,19,19,20,0.5588235294117647,0.5588235294117647,0.6060606060606061
PXD048830,with_methods,27,27,24,3,3,33,40,0.8,0,7,15,15,21,0.25862068965517243,0.25862068965517243,0.40384615384615385
PXD048929,abstract_only,4,19,4,0,15,4,27,0.21052631578947367,15,23,2,2,3,0.06896551724137931,0.06896551724137931,0.10714285714285714
PXD049019,with_methods,15,29,14,1,15,20,34,0.4666666666666667,14,14,13,13,14,0.3170731707317073,0.3170731707317073,0.35
PXD049211,abstract_only,9,22,9,0,13,16,32,0.4090909090909091,13,16,9,9,9,0.23076923076923078,0.23076923076923078,0.23076923076923078
PXD049330,abstract_only,2,20,2,0,18,2,24,0.1,18,22,0,0,1,0.0,0.0,0.04
PXD049684,abstract_only,6,24,5,1,19,7,32,0.2,18,25,3,3,4,0.08333333333333333,0.08333333333333333,0.11428571428571428
PXD050049,with_methods,19,21,18,1,3,22,25,0.8181818181818182,2,3,13,14,17,0.38235294117647056,0.42424242424242425,0.5666666666666667
PXD050237,with_methods,16,16,14,2,2,17,16,0.7777777777777778,0,-1,10,10,13,0.43478260869565216,0.43478260869565216,0.65
PXD050371,with_methods,18,18,16,2,2,20,24,0.8,0,4,12,12,15,0.375,0.375,0.5172413793103449
PXD050539,abstract_only,8,18,8,0,10,10,27,0.4444444444444444,10,17,6,6,10,0.1935483870967742,0.1935483870967742,0.37037037037037035
PXD050618,abstract_only,12,20,11,1,9,12,29,0.5238095238095238,8,17,7,7,8,0.20588235294117646,0.20588235294117646,0.24242424242424243
PXD050782,with_methods,23,22,21,2,1,28,28,0.875,-1,0,20,20,21,0.5555555555555556,0.5555555555555556,0.6
PXD050914,with_methods,27,31,27,0,4,32,39,0.8709677419354839,4,7,22,22,26,0.4489795918367347,0.4489795918367347,0.5777777777777777
PXD050996,abstract_only,10,20,8,2,12,12,26,0.36363636363636365,10,14,5,5,9,0.15151515151515152,0.15151515151515152,0.3103448275862069
PXD051093,with_methods,29,30,29,0,1,32,40,0.9666666666666667,1,8,26,26,29,0.5652173913043478,0.5652173913043478,0.6744186046511628
PXD051231,abstract_only,4,15,3,1,12,4,18,0.1875,11,14,3,3,3,0.15789473684210525,0.15789473684210525,0.15789473684210525
PXD051482,abstract_only,6,29,6,0,23,6,37,0.20689655172413793,23,31,5,5,6,0.13157894736842105,0.13157894736842105,0.16216216216216217
PXD051696,abstract_only,9,15,9,0,6,9,21,0.6,6,12,4,4,7,0.15384615384615385,0.15384615384615385,0.30434782608695654
PXD051745,abstract_only,4,18,4,0,14,4,21,0.2222222222222222,14,17,3,3,3,0.13636363636363635,0.13636363636363635,0.13636363636363635
PXD051904,abstract_only,11,17,10,1,7,11,18,0.5555555555555556,6,7,7,7,8,0.3181818181818182,0.3181818181818182,0.38095238095238093
PXD052022,with_methods,21,24,21,0,3,27,37,0.875,3,10,22,23,23,0.5238095238095238,0.5609756097560976,0.5609756097560976
PXD052254,abstract_only,8,26,8,0,18,8,32,0.3076923076923077,18,24,7,7,7,0.21212121212121213,0.21212121212121213,0.21212121212121213
PXD052555,abstract_only,14,20,11,3,9,19,28,0.4782608695652174,6,9,8,9,13,0.20512820512820512,0.23684210526315788,0.38235294117647056
PXD052767,abstract_only,1,17,1,0,16,1,21,0.058823529411764705,16,20,0,0,0,0.0,0.0,0.0
PXD052949,with_methods,24,25,24,0,1,35,36,0.96,1,1,23,24,27,0.4791666666666667,0.5106382978723404,0.6136363636363636
PXD053197,abstract_only,2,13,2,0,11,3,14,0.15384615384615385,11,11,1,1,2,0.0625,0.0625,0.13333333333333333
PXD053315,abstract_only,1,19,1,0,18,1,19,0.05263157894736842,18,18,0,0,0,0.0,0.0,0.0
PXD053560,abstract_only,11,22,11,0,11,14,33,0.5,11,19,7,7,10,0.175,0.175,0.2702702702702703
PXD053837,abstract_only,11,17,11,0,6,14,21,0.6470588235294118,6,7,7,7,11,0.25,0.25,0.4583333333333333
PXD053942,abstract_only,6,19,6,0,13,6,22,0.3157894736842105,13,16,5,6,6,0.21739130434782608,0.2727272727272727,0.2727272727272727
PXD054069,abstract_only,8,25,8,0,17,8,31,0.32,17,23,3,3,6,0.08333333333333333,0.08333333333333333,0.18181818181818182
PXD054242,abstract_only,10,19,9,1,10,10,20,0.45,9,10,8,8,8,0.36363636363636365,0.36363636363636365,0.36363636363636365
PXD054336,with_methods,26,26,23,3,3,30,33,0.7931034482758621,0,3,17,17,21,0.3695652173913043,0.3695652173913043,0.5
PXD054556,abstract_only,11,17,9,2,8,13,21,0.47368421052631576,6,8,5,6,7,0.1724137931034483,0.21428571428571427,0.25925925925925924
PXD054701,with_methods,24,26,24,0,2,38,34,0.9230769230769231,2,-4,26,27,28,0.5652173913043478,0.6,0.6363636363636364
PXD055123,abstract_only,11,19,11,0,8,11,20,0.5789473684210527,8,9,7,7,8,0.2916666666666667,0.2916666666666667,0.34782608695652173
PXD055275,abstract_only,3,15,3,0,12,6,20,0.2,12,14,5,5,5,0.23809523809523808,0.23809523809523808,0.23809523809523808
PXD055605,with_methods,30,31,30,0,1,52,66,0.967741935483871,1,14,41,41,43,0.5324675324675324,0.5324675324675324,0.5733333333333334
PXD055818,abstract_only,11,29,11,0,18,11,34,0.3793103448275862,18,23,8,9,10,0.21621621621621623,0.25,0.2857142857142857
PXD055978,with_methods,10,18,7,3,11,11,23,0.3333333333333333,8,12,4,4,6,0.13333333333333333,0.13333333333333333,0.21428571428571427
PXD056070,abstract_only,9,14,8,1,6,12,17,0.5333333333333333,5,5,4,4,7,0.16,0.16,0.3181818181818182
PXD056103,abstract_only,8,19,7,1,12,10,26,0.35,11,16,6,6,7,0.2,0.2,0.2413793103448276
PXD056176,abstract_only,6,20,5,1,15,6,32,0.23809523809523808,14,26,3,4,4,0.08571428571428572,0.11764705882352941,0.11764705882352941
PXD056197,abstract_only,2,22,2,0,20,2,38,0.09090909090909091,20,36,0,0,0,0.0,0.0,0.0
PXD056291,with_methods,26,27,26,0,1,32,30,0.9629629629629629,1,-2,12,12,20,0.24,0.24,0.47619047619047616
PXD056390,abstract_only,2,24,2,0,22,2,36,0.08333333333333333,22,34,1,1,2,0.02702702702702703,0.02702702702702703,0.05555555555555555
PXD056490,with_methods,26,23,23,3,0,31,27,0.8846153846153846,-3,-4,20,20,23,0.5263157894736842,0.5263157894736842,0.6571428571428571
PXD056620,with_methods,27,24,24,3,0,36,29,0.8888888888888888,-3,-7,20,20,24,0.4444444444444444,0.4444444444444444,0.5853658536585366
PXD056781,abstract_only,6,15,6,0,9,6,19,0.4,9,13,3,4,4,0.13636363636363635,0.19047619047619047,0.19047619047619047
PXD056909,with_methods,24,24,24,0,0,36,34,1.0,0,-2,21,21,24,0.42857142857142855,0.42857142857142855,0.5217391304347826
PXD057012,with_methods,21,21,20,1,1,34,40,0.9090909090909091,0,6,21,23,29,0.39622641509433965,0.45098039215686275,0.6444444444444445
PXD057155,with_methods,24,26,23,1,3,26,27,0.8518518518518519,2,1,16,16,20,0.43243243243243246,0.43243243243243246,0.6060606060606061
PXD057253,abstract_only,11,21,11,0,10,11,22,0.5238095238095238,10,11,8,8,10,0.32,0.32,0.43478260869565216
PXD057394,abstract_only,11,17,11,0,6,14,23,0.6470588235294118,6,9,12,12,12,0.48,0.48,0.48
PXD057481,with_methods,17,17,12,5,5,36,22,0.5454545454545454,0,-14,9,10,14,0.1836734693877551,0.20833333333333334,0.3181818181818182
PXD057615,abstract_only,10,18,9,1,9,11,23,0.47368421052631576,8,12,4,4,7,0.13333333333333333,0.13333333333333333,0.25925925925925924
PXD057708,abstract_only,10,26,8,2,18,12,33,0.2857142857142857,16,21,7,8,9,0.18421052631578946,0.21621621621621623,0.25
PXD057842,with_methods,27,20,20,7,0,35,31,0.7407407407407407,-7,-4,20,20,22,0.43478260869565216,0.43478260869565216,0.5
PXD057950,abstract_only,11,18,9,2,9,15,24,0.45,7,9,5,6,8,0.14705882352941177,0.18181818181818182,0.25806451612903225
PXD058075,abstract_only,3,21,3,0,18,3,29,0.14285714285714285,18,26,1,1,2,0.03225806451612903,0.03225806451612903,0.06666666666666667
PXD058247,abstract_only,10,15,8,2,7,11,18,0.47058823529411764,5,7,7,7,8,0.3181818181818182,0.3181818181818182,0.38095238095238093
PXD058347,abstract_only,2,19,2,0,17,2,23,0.10526315789473684,17,21,1,1,1,0.041666666666666664,0.041666666666666664,0.041666666666666664
PXD058425,with_methods,28,27,27,1,0,50,47,0.9642857142857143,-1,-3,32,32,34,0.49230769230769234,0.49230769230769234,0.5396825396825397
PXD058540,abstract_only,1,22,1,0,21,1,25,0.045454545454545456,21,24,0,0,0,0.0,0.0,0.0
PXD058606,with_methods,9,19,9,0,10,15,23,0.47368421052631576,10,8,8,8,8,0.26666666666666666,0.26666666666666666,0.26666666666666666
PXD058694,abstract_only,6,15,6,0,9,6,24,0.4,9,18,5,5,6,0.2,0.2,0.25
PXD058764,abstract_only,2,14,2,0,12,2,26,0.14285714285714285,12,24,1,1,1,0.037037037037037035,0.037037037037037035,0.037037037037037035
PXD058852,abstract_only,10,27,10,0,17,11,42,0.37037037037037035,17,31,7,7,10,0.15217391304347827,0.15217391304347827,0.23255813953488372
PXD058971,with_methods,22,22,22,0,0,39,43,1.0,0,4,22,23,27,0.36666666666666664,0.3898305084745763,0.4909090909090909
PXD059093,with_methods,27,26,26,1,0,38,36,0.9629629629629629,-1,-2,27,28,30,0.574468085106383,0.6086956521739131,0.6818181818181818
PXD059390,with_methods,30,28,27,3,1,54,71,0.8709677419354839,-2,17,20,21,36,0.19047619047619047,0.20192307692307693,0.4044943820224719
PXD059544,abstract_only,4,26,4,0,22,4,30,0.15384615384615385,22,26,4,4,4,0.13333333333333333,0.13333333333333333,0.13333333333333333
PXD059599,with_methods,26,25,25,1,0,51,50,0.9615384615384616,-1,-1,33,33,38,0.4852941176470588,0.4852941176470588,0.6031746031746031
PXD059789,with_methods,25,26,23,2,3,36,31,0.8214285714285714,1,-5,17,17,21,0.34,0.34,0.45652173913043476
PXD059942,abstract_only,12,17,11,1,6,12,22,0.6111111111111112,5,10,7,7,9,0.25925925925925924,0.25925925925925924,0.36
PXD060027,with_methods,26,26,25,1,1,29,38,0.9259259259259259,0,9,22,22,23,0.4888888888888889,0.4888888888888889,0.5227272727272727
PXD060109,with_methods,19,19,17,2,2,33,36,0.8095238095238095,0,3,23,23,24,0.5,0.5,0.5333333333333333
PXD060304,abstract_only,7,19,7,0,12,7,30,0.3684210526315789,12,23,5,5,6,0.15625,0.15625,0.1935483870967742
PXD060381,with_methods,25,23,23,2,0,26,24,0.92,-2,-2,16,16,20,0.47058823529411764,0.47058823529411764,0.6666666666666666
PXD060575,abstract_only,9,26,9,0,17,13,38,0.34615384615384615,17,25,12,12,12,0.3076923076923077,0.3076923076923077,0.3076923076923077
PXD060764,abstract_only,13,21,11,2,10,15,28,0.4782608695652174,8,13,9,9,11,0.2647058823529412,0.2647058823529412,0.34375
PXD060829,abstract_only,4,15,4,0,11,4,16,0.26666666666666666,11,12,1,1,3,0.05263157894736842,0.05263157894736842,0.17647058823529413
PXD060886,with_methods,26,24,23,3,1,33,30,0.8518518518518519,-2,-3,18,18,19,0.4,0.4,0.4318181818181818
PXD060950,with_methods,31,31,31,0,0,45,49,1.0,0,4,30,30,40,0.46875,0.46875,0.7407407407407407
PXD061048,abstract_only,14,28,12,2,16,15,33,0.4,14,18,6,6,11,0.14285714285714285,0.14285714285714285,0.2972972972972973
PXD061117,abstract_only,6,22,6,0,16,6,25,0.2727272727272727,16,19,4,4,5,0.14814814814814814,0.14814814814814814,0.19230769230769232
PXD061267,with_methods,26,24,22,4,2,35,27,0.7857142857142857,-2,-8,18,18,21,0.4090909090909091,0.4090909090909091,0.5121951219512195
PXD061384,abstract_only,13,21,9,4,12,13,23,0.36,8,10,5,5,6,0.16129032258064516,0.16129032258064516,0.2
PXD061491,abstract_only,4,15,3,1,12,4,15,0.1875,11,11,3,3,3,0.1875,0.1875,0.1875
PXD061602,abstract_only,9,25,7,2,18,9,29,0.25925925925925924,16,20,6,6,7,0.1875,0.1875,0.22580645161290322
PXD061667,abstract_only,1,19,1,0,18,1,33,0.05263157894736842,18,32,1,1,1,0.030303030303030304,0.030303030303030304,0.030303030303030304
PXD061794,abstract_only,16,23,15,1,8,16,27,0.625,7,11,12,12,14,0.3870967741935484,0.3870967741935484,0.4827586206896552
PXD061859,abstract_only,9,19,7,2,12,10,21,0.3333333333333333,10,11,5,5,6,0.19230769230769232,0.19230769230769232,0.24
PXD061934,with_methods,20,21,20,0,1,32,45,0.9523809523809523,1,13,25,25,27,0.4807692307692308,0.4807692307692308,0.54
PXD062184,with_methods,29,27,26,3,1,55,68,0.8666666666666667,-2,13,41,41,42,0.5,0.5,0.5185185185185185
PXD062324,abstract_only,11,25,11,0,14,12,40,0.44,14,28,7,7,8,0.15555555555555556,0.15555555555555556,0.18181818181818182
PXD062437,abstract_only,9,23,9,0,14,9,32,0.391304347826087,14,23,5,5,6,0.1388888888888889,0.1388888888888889,0.17142857142857143
PXD062616,with_methods,30,27,27,3,0,43,49,0.9,-3,6,32,33,35,0.5333333333333333,0.559322033898305,0.6140350877192983
PXD062748,abstract_only,14,16,12,2,4,16,25,0.6666666666666666,2,9,10,10,11,0.3225806451612903,0.3225806451612903,0.36666666666666664
PXD062853,abstract_only,3,9,3,0,6,3,12,0.3333333333333333,6,9,2,2,3,0.15384615384615385,0.15384615384615385,0.25
PXD063020,abstract_only,6,21,5,1,16,6,28,0.22727272727272727,15,22,3,4,4,0.0967741935483871,0.13333333333333333,0.13333333333333333
PXD063183,abstract_only,11,23,11,0,12,11,23,0.4782608695652174,12,12,7,7,9,0.25925925925925924,0.25925925925925924,0.36
