field,value,ontology_id
ptm,protein n-termini acetylation,
ptm,protein n-terminus,
ptm,protein n-terminus acetylation,
ptm,protein n‐terminal acetylation,
ptm,proteolytic cleavage,
ptm,pssh,
ptm,pyro-glu,
ptm,pyro-glu (n-term q),
ptm,pyro-glu (q),
ptm,pyro-glu formation from gln or glu,
ptm,pyro-glu from e,
ptm,pyro-glu from glutamine,
ptm,pyro-glu from glutamine (q-18.01 n-term),
ptm,pyro-glu from q,
ptm,pyro-glu/gln,
ptm,pyro-glutamate (n-term q),
ptm,pyro-glutamic acid modification at n-terminal glutamine,
ptm,pyroglu formation,
ptm,pyroglu formation from gln at the n-terminus of a peptide,
ptm,pyroglu on n-terminal gln,
ptm,pyrogluatamte conversion of glu and gln,
ptm,pyroglutamate formation,
ptm,pyroglutamate formation from glutamine,
ptm,pyroglutamate formation from of peptide n-terminal glutamines,
ptm,pyroglutamate formation on n-terminal glutamine,
ptm,pyroglutamic acid,
ptm,pyroglutamic acid for n-terminal glutamine,
ptm,pyrophosphorylation,
ptm,pyroq (n‐term),
ptm,pyrrolidone from q,
ptm,pyrrolidone from q (−17.027 da),
ptm,q ->pyro-e,
ptm,reduced and reversibly oxidized cysteine residues,
ptm,reduction,
ptm,removal of the n-terminal methionine,
ptm,s-carboxamidoethyl-l-cysteine,MOD:00417
ptm,s-nitrosylated sh-groups,
ptm,s-nitrosylation,
ptm,s-pyridylethyl-l-cysteine,MOD:00424
ptm,s-thiolation,MOD:01862
ptm,sdma,
ptm,semi-enzymatic c-terminus,
ptm,ser/thr/tyr phosphorylation,
ptm,serine (s),
ptm,serine phosphorylation,
ptm,"serine, threonine and tyrosine phosphorylation",
ptm,"serine, threonine and tyrosine phosphorylation (79.9663 da)",
ptm,"serine, threonine, and tyrosine phosphorylation",
ptm,"serine, threonine, tyrosine phosphorylation",
ptm,serine/threonine phosphorylation,
ptm,serine/threonine/tyrosine phosphorylation,
ptm,shtmtpro,
ptm,shtmtpro (static +313.231 da) on lysine (k) and amino terminus of the peptide (npep),
ptm,silac arg10/lys8,
ptm,silac heavy amino acid,
ptm,silac labeling (13c6) at lysine and arginine,
ptm,"silac labeling 13c6,15n2-lysine",
ptm,silac labels 13c6-lysine,
ptm,"silac-2plex (r10, k6)",
ptm,sixplex tmt-labeled lysine,
ptm,sixplex tmt-labeled peptide amino terminus,
ptm,static modification on cysteines,
ptm,stripping of methionine initiator,
ptm,succinylated residue,MOD:01029
ptm,succinylation,
ptm,succinylation (lysine),
ptm,sulfate groups attached,
ptm,sulfated residue,MOD:00695
ptm,sulfoxides,
ptm,sumo (k),
ptm,sumo2/3,
ptm,sumoylated lysine,MOD:01149
ptm,sumoylation,
ptm,symmetric dimethyl-l-arginine,MOD:00076
ptm,"tandem mass tag (tmt) reagents +229.163 da (any n-terminal end, k)",
ptm,"the n terminus (mono, di, and tri)",
ptm,threonine,
ptm,threonine phosphorylation,
ptm,tmt,
ptm,tmt 10-plex,
ptm,"tmt 10-plex (k, peptide n-termini)",
ptm,tmt 10-plex modification,
ptm,tmt 18-plex labelling,
ptm,tmt 18-plex labelling of peptide n termini and lysine residues,
ptm,tmt 6-plex modification,
ptm,tmt 6-plex n-terminal,
ptm,tmt 6-plex on lysine residues,
ptm,tmt additions to peptide n-termini and lysine residues,
ptm,tmt labeling,
ptm,tmt labeling at lysine,
ptm,tmt labeling at the n-terminal end,
ptm,tmt labeling at the n-terminal end and lys,
ptm,tmt labeling at the n-terminus of peptides,
ptm,tmt mass tag,
ptm,tmt modifications,
ptm,tmt of lysine and n-terminal,
ptm,tmt on lysine residues and peptide n termini (+304.207 da),
ptm,tmt reagents,
ptm,tmt reagents (+229.163 da) on lysine and n-term of the peptide,
ptm,"tmt reagents +229.163 da (any n-terminal end, k)",
ptm,tmt reporter ion tags,
ptm,tmt reporter ion tags (229.1629 da) on n-termini and lysyl residues,
ptm,tmt tags on lysine residues and peptide n-termini,
ptm,tmt-10plex,
ptm,tmt-label,
ptm,tmt-label at lysine,
ptm,tmt-label at lysine (k),
ptm,tmt-label at the n-terminus,
ptm,tmt-labeled lysine,
ptm,tmt-labeled peptide n-termini,
ptm,tmt10,
ptm,tmt10 (k),
ptm,tmt10 (k) (fixed modification),
ptm,tmt10 (n-term),
ptm,tmt10 (n-term) (variable modifications),
ptm,tmt10plex,
ptm,tmt10plex on lysine,
ptm,tmt10plex on peptide n‐termini,
ptm,tmt16plex labeling of lysine residues and n-terminus of the protein,
ptm,tmt6/10plex (k),
ptm,tmt6/10plex (n-term),
ptm,tmt6plex,
ptm,tmt6plex (sty),
ptm,tmt6plex at lysine,
ptm,tmt6plex at protein n-terminus,
ptm,"tmt6plex of peptide n-terminal, protein n-terminal and lysine",
ptm,tmt6plex on peptide n-terminus and lysine,
ptm,tmt6plex-126 reporter+balance reagent acylated residue,MOD:01720
ptm,tmtpro,
ptm,"tmtpro (+304.207 da) at lys, and n-termini",
ptm,tmtpro (k),
ptm,tmtpro (lys),
ptm,"tmtpro (lys, peptide n-term)",
ptm,"tmtpro (n terminus/lys, + 304.207 da)",
ptm,"tmtpro (n-terminus/ lys, + 304.207 da)",
ptm,tmtpro (n‐term),
ptm,tmtpro (static +304.2071 da) on k and npep,
ptm,tmtpro 16plex,
ptm,tmtpro labeling,
ptm,tmtpro labelling of lysine,
ptm,tmtpro labelling of lysine (+304.20715 da),
ptm,tmtpro labels,
ptm,tmtpro on lysine residues and peptide n termini,
ptm,tmtpro tags on lysine residues and peptide n-termini (+304.207 da),
ptm,tmt‐10plex,
ptm,tmt‐labeling,
ptm,trimethyl (k),
ptm,trimethyl-l-arginine,MOD:01669
ptm,trimethyl[k],
ptm,trimethyl[k]/+42.047,
ptm,trimethylated residue,MOD:00430
ptm,trimethylation,
ptm,trioxidation of cysteine,
ptm,tryptophan nitration,
ptm,"tyr, arg, pro, lys, met oxidations",
ptm,tyrosin phosphorylation,
ptm,tyrosine,
ptm,tyrosine chlorination,
ptm,tyrosine nitration,
ptm,tyrosine phosphorylation,
ptm,tyrosine residues,
ptm,ubiquitination,
ptm,ubiquitination signature dipeptidyl lysine,MOD:00492
ptm,ubiquitinylated lysine,MOD:01148
ptm,ubiquitylation,
ptm,ubiquitylation of lysines and n-termini,
ptm,"variable light, intermediate, and heavy dimethyl label (28.0313, 32.0564 and 36.0757 da, respectively) on lysines and the n-terminus",
ptm,variable met oxidation,
ptm,variable methionine oxidation modification,
ptm,variable modification on lysine and n-termini,
ptm,"variable oxidation of methionine, lysine, and proline",
ptm,α-1-acid-glycoprotein,
reduction_reagent,"1,4-dithiothreiotol",
reduction_reagent,"1,4-dithiothreitol",CHEBI:18320
reduction_reagent,"1,4-dithiothreitol (dtt)",
reduction_reagent,2 mm dtt,
reduction_reagent,4-dithiothreitol,
reduction_reagent,ascorbic acid,CHEBI:22652
reduction_reagent,bond-breakertm tcep,
reduction_reagent,dithiothreitol,
reduction_reagent,dithiothreitol (dtt,
reduction_reagent,dithiothreitol (dtt),
reduction_reagent,dl-dithiothreitol,
reduction_reagent,dl-dithiothreitol (dtt),
reduction_reagent,dtt,
reduction_reagent,dtt (dithiothreitol),
reduction_reagent,ge healthcare),
reduction_reagent,reduction,
reduction_reagent,tcep,CHEBI:63213
reduction_reagent,tcep (tris(2-carboxyethyl) phosphine),
reduction_reagent,tcep (tris(2-carboxyethyl)phosphine hydrochloride),
reduction_reagent,tris (2-carboxyethyl) phosphine (tcep),
reduction_reagent,tris (2carboxyethyl) phosphine (tcep),
reduction_reagent,tris 2-carboxyethyl phosphine,
reduction_reagent,tris(2 carboxyethyl)phosphine (tcep),
reduction_reagent,tris(2-car-boxyethyl)phosphine (tcep),
reduction_reagent,tris(2-carboxyethyl) phosphine,
reduction_reagent,tris(2-carboxyethyl) phosphine (tcep),
reduction_reagent,tris(2-carboxyethyl) phosphine hydrochloride (tcep),
reduction_reagent,tris(2-carboxyethyl)phosphine,
reduction_reagent,tris(2-carboxyethyl)phosphine (tcep),
reduction_reagent,"tris(2-carboxyethyl)phosphine (tcep, sigma)",
reduction_reagent,tris(2-carboxyethyl)phosphine (tris tcep),
reduction_reagent,tris(2-carboxyethyl)phosphine hydrochloride,
reduction_reagent,tris(2-carboxyethyl)phosphine hydrochloride (tcep),
reduction_reagent,tris(2‐carboxyethyl)phosphin hydrochloride,
reduction_reagent,tris(2‐carboxyethyl)phosphine,
reduction_reagent,tris(2‐carboxyethyl)phosphine (tcep),
reduction_reagent,tris-(2-carboxyethyl)-phosphine (tcep),
reduction_reagent,tris-(2-carboxyethyl)phosphine (tcep),
reduction_reagent,tris‐(2‐carboxyethyl)phosphine,
reduction_reagent,tris‐(2‐carboxyethyl)‐phosphine,
sample_source,2d cell culture lysates,
sample_source,4t1 cell culture,
sample_source,a549 cell culture,
sample_source,adipocyte culture medium,
sample_source,adipose tissue,BTO:0001487
sample_source,adipose tissue biopsies,
sample_source,adipose tissue biopsy,
sample_source,adjacent lung tissue,
sample_source,adult blood,
sample_source,adult mice tissue,
sample_source,aesthetic surgery,
sample_source,af patients,
sample_source,aged mice,
sample_source,aged mice and oa patients,
sample_source,aml patients,
sample_source,amniotic fluid,BTO:0000068
sample_source,amniotic membrane,
sample_source,ancient individuals,
sample_source,angolan individuals,
sample_source,animal husbandry,
sample_source,animal tissue,
sample_source,anterior chamber paracentesis,
sample_source,aqueous humor,
sample_source,arabidopsis apoplastic fluid,
sample_source,arabidopsis leaves,
sample_source,arabidopsis mutants,
sample_source,arabidopsis roots,
sample_source,arabidopsis thaliana,
sample_source,archaeological dental calculus,
sample_source,archaeological human dental tissues,
sample_source,arteria mammaria interna,
sample_source,articular chondrocytes,
sample_source,aspc-1 cell,BTO:0001864
sample_source,atherosclerotic patients,
sample_source,autopsy control tissue,
sample_source,autopsy samples,
sample_source,autopsy specimens,
sample_source,autopsy tissue,
sample_source,autopsy tissues,
sample_source,b cell culture,
sample_source,b-cll patients,
sample_source,bacteria,
sample_source,bacteria monoculture,
sample_source,bacterial culture,
sample_source,balf,
sample_source,balf samples,
sample_source,banked placental samples,
sample_source,banked tissue,
sample_source,bile,BTO:0000121
sample_source,biobank platelets,
sample_source,biological fluids,
sample_source,biopsies from tumors,
sample_source,blood,BTO:0000089
sample_source,blood cell,
sample_source,blood circulation,
sample_source,blood donation,
sample_source,blood donor,
sample_source,blood donors,
sample_source,blood plasma,BTO:0000131
sample_source,blood samples,
sample_source,blood serum,BTO:0000133
sample_source,body fluid,
sample_source,bone marrow,BTO:0000141
sample_source,bone marrow aspirate,
sample_source,bone marrow aspirates,
sample_source,bone marrow interstitial fluid,
sample_source,brain,BTO:0000142
sample_source,brain bank tissue,
sample_source,brain donor,
sample_source,brain tissue,
sample_source,brain tissue homogenates,
sample_source,brain tumour,
sample_source,breast biopsy,
sample_source,breast cancer biopsies,
sample_source,breast milk,
sample_source,bronchoalveolar lavage,
sample_source,bronchoscopy balf,
sample_source,brown adipose tissue,BTO:0000156
sample_source,brown fat cell,
sample_source,buccal swab,
sample_source,c57bl/6j mice,
sample_source,cadaver carotid artery,
sample_source,cadaveric islets,
sample_source,cadaveric tissue,
sample_source,cancer patient blood,
sample_source,cancer patients,
sample_source,cancer tissues,
sample_source,cap patients,
sample_source,cardiac cell types,
sample_source,cardiac tissue,
sample_source,cataract surgery,
sample_source,cataract surgery patients,
sample_source,ccrcc cells,
sample_source,cell culture,BTO:0000214
sample_source,cell culture medium,
sample_source,cell culture secretome,
sample_source,cell culture supernatants,
sample_source,cell line,
sample_source,cell line cell,
sample_source,cell lines,
sample_source,cell lysate,BTO:0004304
sample_source,cell suspension culture,BTO:0000221
sample_source,cells lining the urinary tract,
sample_source,cerebrospinal fluid,BTO:0000237
sample_source,cervical tissue,
sample_source,cervical tumor tissue,
sample_source,cervical-vaginal fluid,
sample_source,cervicovaginal fluid,BTO:0003632
sample_source,chb patients,
sample_source,chicken eggs,
sample_source,child saliva,
sample_source,children pbmcs,
sample_source,children saliva,
sample_source,children's saliva,
sample_source,clinical patient diagnostics,
sample_source,clinical specimens,
sample_source,clinical weight management program,
sample_source,cll patient samples,
sample_source,cll patient whole blood,
sample_source,colon aspirate,
sample_source,colon biopsies,
sample_source,colon cancer tissue,
sample_source,colon lesions,
sample_source,colon tissue,
sample_source,colonoscopy sample,
sample_source,colonoscopy tissue,
sample_source,commercial pooled csf,
sample_source,commercial protein,
sample_source,commercial proteins,
sample_source,commercial vendor,
sample_source,conditioned media,
sample_source,contemporary dental patients,
sample_source,control blood,
sample_source,control ligament tissue,
sample_source,control plasma,
sample_source,cord blood,
sample_source,cross-sectional samples,
sample_source,csf from fm patients,
sample_source,csf from non-pain controls,
sample_source,csf samples,
sample_source,degenerated cartilage,
sample_source,delivered human umbilical cords,
sample_source,demineralized blocks of tooth enamel,
sample_source,dental calculus,
sample_source,diabetic patients,
sample_source,distant metastases,
sample_source,donor blood,
sample_source,donor buffy coats,
sample_source,donor csf,
sample_source,donor erythrocyte concentrate,
sample_source,donor liver,
sample_source,donor liver microsomes,
sample_source,donor livers,
sample_source,donor plasma,
sample_source,duodenal biopsy,
sample_source,duodenal biopsy samples,
sample_source,duodenal samples,
sample_source,e. coli cells,
sample_source,e. coli cultures,
sample_source,e. coli expression,
sample_source,e. coli extract,
sample_source,embryonic brain,BTO:0004726
sample_source,embryonic stem cell culture,
sample_source,enrichment culture,BTO:0003810
sample_source,enteroid-derived,
sample_source,epididymal fluid,BTO:0003003
sample_source,epididymal sperm,
sample_source,epithelial cells,
sample_source,er membranes,
sample_source,esophageal cancer cells,
sample_source,ex vivo affinity purification,
sample_source,ex vivo breast tissue,
sample_source,ex vivo cultures,
sample_source,fallopian tube tissue,
sample_source,ffpe cscc material,
sample_source,ffpe gc tissue samples,
sample_source,ffpe tissue,
sample_source,ffpe tissue voxels,
sample_source,ffpe tumor samples,
sample_source,fibroblast-derived ecm,
sample_source,fna biopsies,
sample_source,foreskin cell culture,
sample_source,foreskin of boys,
sample_source,formalin-fixed paraffin embedded tissue,
sample_source,fresh frozen tissue,
sample_source,frozen tissue,
sample_source,full organs,
sample_source,gastrocnemius muscle tissue,
sample_source,gbm patients,
sample_source,gct-derived caf,
sample_source,genetically engineered mice,
sample_source,glacier mummy stomach content,
sample_source,hbv-aclf patients,
sample_source,hd patients,
sample_source,head and neck surgery,
sample_source,healthy adults,
sample_source,healthy and diseased tissues,
sample_source,healthy bladder biopsy,
sample_source,healthy blood donors,
sample_source,healthy bp controls,
sample_source,healthy control blood,
sample_source,healthy control exosomes,
sample_source,healthy controls,
sample_source,healthy donor,
sample_source,healthy donor blood,
sample_source,healthy donor csf,
sample_source,healthy donor fibroblasts,
sample_source,healthy donor kidney,
sample_source,healthy donor plasma,
sample_source,healthy donor serum,
sample_source,healthy donor tonsils,
sample_source,healthy donors,
sample_source,healthy donors urine,
sample_source,healthy female volunteers,
sample_source,healthy gracilis muscle,
sample_source,healthy human omentum and mesentery,
sample_source,healthy human pbmcs,
sample_source,healthy human peripheral blood,
sample_source,healthy human tissue,
sample_source,healthy individuals,
sample_source,healthy leucocyte samples,
sample_source,healthy male patient,
sample_source,healthy men semen,
sample_source,healthy newborns,
sample_source,healthy omental specimens,
sample_source,healthy omental tissue,
sample_source,healthy ovarian tissue,
sample_source,healthy people,
sample_source,healthy plasma,
sample_source,healthy subjects,
sample_source,healthy volunteer blood,
sample_source,healthy volunteer plasma,
sample_source,healthy volunteer urine,
sample_source,healthy volunteers,
sample_source,healthy whole blood,
sample_source,healthy women donors,
sample_source,heart transplantation,
sample_source,hek293t cell culture,
sample_source,hepatocellular carcinoma,
sample_source,hippocampal subregions,
sample_source,hipsc-derived,
sample_source,historic human populations,
sample_source,hrec cell culture,
sample_source,human balf,
sample_source,human blood,
sample_source,human blood plasma,
sample_source,human brain,
sample_source,human brain cortical tissue,
sample_source,human brain microvessels,
sample_source,human brain tissue,
sample_source,human cancer cell lines,
sample_source,human cardiac organoids,
sample_source,human cell culture,
sample_source,human cells,
sample_source,human cerebrospinal fluid,
sample_source,human colon tumor,
sample_source,human donors,
sample_source,human fallopian tube tissue,
sample_source,human fibroblasts,
sample_source,human fingertip amputations,
sample_source,human foreskin fibroblasts,
sample_source,human gingiva,
sample_source,human glioblastoma biopsies,
sample_source,human heart,
sample_source,human invasive carcinomas,
sample_source,human kidney,
sample_source,human liver spheroid,
sample_source,human milk,
sample_source,human muscle biopsy,
sample_source,human myoblasts,
sample_source,human myotubes,
sample_source,human nmp livers,
sample_source,human pancreatic islet,
sample_source,human patient,
sample_source,human plasma,
sample_source,human pooled serum,
sample_source,human primary cells,
sample_source,human remains,
sample_source,human saliva,
sample_source,human samples,
sample_source,human semen,
sample_source,human serum,
sample_source,human sperm,
sample_source,human sperm samples,
sample_source,human superior frontal gyrus,
sample_source,human t cells,
sample_source,human term placenta,
sample_source,human testis,
sample_source,human testis sample,
sample_source,human testis tissue,
sample_source,human tissue,
sample_source,human tissues,
sample_source,human tonsil,
sample_source,human tonsil tissue,
sample_source,human umbilical cords,
sample_source,human whole blood,
sample_source,human whole cell lysate,
sample_source,immortalized cell culture,
sample_source,in vitro,
sample_source,in vitro bsa,
sample_source,in vitro cell culture,
sample_source,in vitro model system,
sample_source,in vitro study,
sample_source,in vivo,
sample_source,individual plasma,
sample_source,infant serum,
sample_source,infected blood,
sample_source,infected cells,
sample_source,intact mammalian cells,
sample_source,ipsc derived motor neurons,
sample_source,ipsc derived npcs,
sample_source,ipsc-derived,
sample_source,ipsc-derived cells,
sample_source,isolated platelets,
sample_source,kidney allograft,
sample_source,kidney allograft tissue,
sample_source,kidney biopsies,
sample_source,kidney biopsy,
sample_source,kidney biopsy samples,
sample_source,kidney donors' biopsies,
sample_source,kidney organoids,
sample_source,kidney tissue,
sample_source,kidney transplant,
sample_source,kidney tumor,
sample_source,knee replacement,
sample_source,knockout mice,
sample_source,leaf tissue,
sample_source,leaves,
sample_source,liver organoid,
sample_source,liver tissue,
sample_source,livers of mice,
sample_source,livers with fibrosis,
sample_source,lumbar puncture,
sample_source,lung tissue,
sample_source,lung transplant,
sample_source,lung transplant biopsy,
sample_source,lung tumor biopsy,
sample_source,lymph node metastases,
sample_source,macrophages,
sample_source,male and female mice,
sample_source,male control subject,
sample_source,male mice,
sample_source,male mouse bat,
sample_source,mali case-control study,
sample_source,malignant melanoma,
sample_source,mammalian cell culture,
sample_source,mammalian cell extract,
sample_source,mammary acini ffpe voxels,
sample_source,mammary tumor biopsy,
sample_source,mb cell lines,
sample_source,mb patients bp,
sample_source,mb patients csf,
sample_source,mdx mice,
sample_source,mdx mouse tissue,
sample_source,medieval danish dental calculus,
sample_source,medieval dental calculus,
sample_source,melanoma patient blood,
sample_source,melanoma patient serum,
sample_source,melanoma patients,
sample_source,metastatic tumors,
sample_source,mice,
sample_source,mice adipose tissue,
sample_source,mice balf,
sample_source,mice brains,
sample_source,mice brown adipose tissue,
sample_source,mice cell culture,
sample_source,mice gastrocnemius muscle,
sample_source,mice hearts,
sample_source,mice muscle,
sample_source,mice spleens,
sample_source,mice tissue,
sample_source,mice tumor,
sample_source,mice with kidney disease,
sample_source,mice with left ventricular (lv) dysfunction and cachexia,
sample_source,mice with proteinuric kidney disease,
sample_source,milk collection,
sample_source,milk collections,
sample_source,modern healthy calculus,
sample_source,modern swiss dental patient controls,
sample_source,mouse aorta,
sample_source,mouse b cells,
sample_source,mouse blood,
sample_source,mouse bone marrow,
sample_source,mouse brain,
sample_source,mouse brain and testis,
sample_source,mouse brain tissue,
sample_source,mouse brain tissues,
sample_source,mouse calvaria,
sample_source,mouse cell culture,
sample_source,mouse cerebrospinal fluid,
sample_source,mouse colon,
sample_source,mouse colon biopsies,
sample_source,mouse cortex,
sample_source,mouse cortex and hippocampus,
sample_source,mouse embryo,
sample_source,mouse embryonic brain,
sample_source,mouse embryonic cortex,
sample_source,mouse embryonic stem cells,
sample_source,mouse embryonic tissues,
sample_source,mouse epididymal fluid,
sample_source,mouse epiwat,
sample_source,mouse eye tissue,
sample_source,mouse fetal forebrain,
sample_source,mouse heart,
sample_source,mouse hippocampus,
sample_source,mouse kidney,
sample_source,mouse lacrimal gland,
sample_source,mouse liver,
sample_source,mouse liver tissue,
sample_source,mouse lung,
sample_source,mouse lung tissue,
sample_source,mouse lymph node,
sample_source,mouse macrophages,
sample_source,mouse model,
sample_source,mouse model prefrontal cortex,
sample_source,mouse models,
sample_source,mouse muscle,
sample_source,mouse muscle tissue,
sample_source,mouse myeloma,
sample_source,mouse nephron segments,
sample_source,mouse nerve,
sample_source,mouse nk cells,
sample_source,mouse pancreas,
sample_source,mouse plasma,
sample_source,mouse pup retina,
sample_source,mouse retina,
sample_source,mouse retinas,
sample_source,mouse serum,
sample_source,mouse skin,
sample_source,mouse skin sccs,
sample_source,mouse spinal cord,
sample_source,mouse spleen,
sample_source,mouse spleens,
sample_source,mouse stem cells,
sample_source,mouse testes,
sample_source,mouse testis,
sample_source,mouse testis and brain,
sample_source,mouse tibialis anterior,
sample_source,mouse tissue,
sample_source,mouse tissues,
sample_source,mouse tumor cells,
sample_source,mouse tumor model,
sample_source,mouse tumor xenograft,
sample_source,mouse vat,
sample_source,mouse ventricle,
sample_source,mucosal layer aspirate,
sample_source,mucus plugs,
sample_source,mummy stomach content,
sample_source,murine adipose tissue,
sample_source,murine allograft,
sample_source,murine bone marrow,
sample_source,murine colons,
sample_source,murine kidney tissue,
sample_source,murine liver,
sample_source,murine model,
sample_source,murine subcutaneous injection,
sample_source,muscle biopsies,
sample_source,muscle biopsy,
sample_source,muscle tissue,
sample_source,myocardial tissue,
sample_source,national disease research interchange,
sample_source,native csf,
sample_source,native human plasma,
sample_source,neonatal mouse retinas,
sample_source,nephrectomy tissue,
sample_source,newborn blood,
sample_source,newborn mouse cartilage,
sample_source,non-cancerous adjacent tissue,
sample_source,non-cancerous tissue,
sample_source,non-disease control,
sample_source,non-malignant fibroblasts,
sample_source,normal colon biopsies,
sample_source,normal controls,
sample_source,normal kidney tissue,
sample_source,normal liver,
sample_source,normal skin tissue,
sample_source,nsclc patients and healthy controls,
sample_source,nude mice,
sample_source,oa patients,
sample_source,obese patients,
sample_source,ocean water,
sample_source,old mice,
sample_source,organ donation,
sample_source,organ donor,
sample_source,organ donor aorta,
sample_source,organ donor pancreas,
sample_source,organ donor tissue,
sample_source,organoid culture,
sample_source,ovarian cancer cells,
sample_source,ovarian tumor biopsy,
sample_source,pancreatic adenocarcinoma cell line,BTO:0001521
sample_source,pancreatic organ donors,
sample_source,pancreatic tumors,
sample_source,panhypopituitarism patients,
sample_source,pap test samples,
sample_source,participant plasma,
sample_source,participants,
sample_source,patient,
sample_source,patient adipose tissue,
sample_source,patient ascites,
sample_source,patient autopsy,
sample_source,patient b-cll cells,
sample_source,patient balf,
sample_source,patient biofluid,
sample_source,patient biopsy,
sample_source,patient blood,
sample_source,patient blood plasma,
sample_source,patient bone marrow,
sample_source,patient brain,
sample_source,patient breast tissue,
sample_source,patient carotid endarterectomy,
sample_source,patient cd4+ t cells,
sample_source,patient cell culture,
sample_source,patient cerebrospinal fluid,
sample_source,patient cranial suture,
sample_source,patient csf,
sample_source,patient donors,
sample_source,patient ejaculate,
sample_source,patient exosomes,
sample_source,patient fallopian tube,
sample_source,patient fibroblast cells,
sample_source,patient fibroblasts,
sample_source,patient glomeruli,
sample_source,patient heart,
sample_source,patient ipscs,
sample_source,patient lavage,
sample_source,patient ligament tissue,
sample_source,patient lung tissue,
sample_source,patient lymph node,
sample_source,patient muscle biopsy,
sample_source,patient neutrophil lysates,
sample_source,patient pbmcs,
sample_source,patient pericardial fluid,
sample_source,patient peritoneal ascites,
sample_source,patient peritoneal fluid,
sample_source,patient plasma,
sample_source,patient platelets,
sample_source,patient pleural fluid,
sample_source,patient prefrontal cortex,
sample_source,patient saliva,
sample_source,patient sample,
sample_source,patient samples,
sample_source,patient semen,
sample_source,patient seminal plasma,
sample_source,patient sera,
sample_source,patient serum,
sample_source,patient skin,
sample_source,patient skin biopsies,
sample_source,patient surgery,
sample_source,patient surgical resection,
sample_source,patient surgical tissue,
sample_source,patient synovial fluid,
sample_source,patient tissue,
sample_source,patient tissue biopsy,
sample_source,patient tissue extracts,
sample_source,patient tissue samples,
sample_source,patient tumor,
sample_source,patient tumor biopsy,
sample_source,patient tumor samples,
sample_source,patient tumor specimens,
sample_source,patient tumors,
sample_source,patient urine,
sample_source,patient-derived,
sample_source,patient-derived 3dcc,
sample_source,patient-derived cell lines,
sample_source,patient-derived ipscs,
sample_source,patient-derived melanoma cell lines,
sample_source,patient-derived neurons,
sample_source,patient-derived organoids,
sample_source,patient-derived samples,
sample_source,patient-derived xenograft,
sample_source,patient-derived xenografts,
sample_source,patients,
sample_source,patients with genetic proteinuric diseases,
sample_source,patients with hcc,
sample_source,patients with kidney disease,
sample_source,pbmc,
sample_source,pbmc culture,
sample_source,pbmcs,
sample_source,pd patients,
sample_source,perfusate,
sample_source,peripheral blood,BTO:0000553
sample_source,peripheral blood monocytes,
sample_source,peritoneal dialysis effluent,
sample_source,peritoneal dialysis fluid,BTO:0003616
sample_source,phloem sap,
sample_source,pichia pastoris extract,
sample_source,placenta tissue,
sample_source,placental samples,
sample_source,placental tissue,
sample_source,plant apoplastic fluid,
sample_source,plant cell,
sample_source,plant leaf,
sample_source,plant leaf material,
sample_source,plant root,
sample_source,plant tissue,
sample_source,plant tissues,
sample_source,plasma,
sample_source,plasma samples,
sample_source,platelet poor plasma,
sample_source,platelet proteins extracts,
sample_source,platelet releasate,
sample_source,platelet-derived,
sample_source,platelets from diabetic patients,
sample_source,pleural fluid,BTO:0003080
sample_source,podocyte cell culture,
sample_source,pooled donors,
sample_source,pooled human serum,
sample_source,pooled plasma,
sample_source,porcine bone,
sample_source,porcine cortical bone,
sample_source,post-mortem brain,
sample_source,post-mortem human brain,
sample_source,postmortem brain,
sample_source,postmortem brain tissue,
sample_source,postmortem brain tissues,
sample_source,postmortem cornea,
sample_source,postmortem tissue,
sample_source,pregnant women,
sample_source,premenopausal women,
sample_source,primary breast tumor specimens,
sample_source,primary cell culture,
sample_source,primary cells,
sample_source,primary cortical cultures,
sample_source,primary culture,BTO:0001127
sample_source,primary fetal neural cells,
sample_source,primary fibroblasts,
sample_source,primary gastric tumour tissues,
sample_source,primary hepatocytes,
sample_source,primary human b-cll cells,
sample_source,primary human cells,
sample_source,primary human islets,
sample_source,primary human medulloblastomas,
sample_source,primary human t-cells,
sample_source,primary human vfe,
sample_source,primary keratinocytes cells,
sample_source,primary neurons,
sample_source,primary patient lung tissue,
sample_source,primary small airway epithelial cells,
sample_source,primary specimens,
sample_source,primary t cells,
sample_source,primary tnbc tumors,
sample_source,prostate cancer tissue,
sample_source,purchased hbmvecs,
sample_source,quadriceps extracellular fluid,
sample_source,ra patients,
sample_source,rabbit heart,
sample_source,rapid autopsy,
sample_source,rapid autopsy samples,
sample_source,rat cerebellum,
sample_source,rat pancreas,
sample_source,rat spleen,
sample_source,rat tissue,
sample_source,recombinant protein,
sample_source,recombinant protein expression,
sample_source,red blood cells (rbcs),
sample_source,resected esophageal cancer tissue,
sample_source,resected human esophageal cancer,
sample_source,resected human hippocampal tissue,
sample_source,resected tumor tissue,
sample_source,resection specimens,
sample_source,residual pap test samples,
sample_source,riyadh cohort,
sample_source,rodent liver,
sample_source,root,BTO:0001188
sample_source,root cultures,
sample_source,root tissue,
sample_source,rotator cuff tear tissue,
sample_source,saliva,BTO:0001202
sample_source,saliva swab,
sample_source,salivary,
sample_source,sci patients,
sample_source,scott patient,
sample_source,screening colonoscopies,
sample_source,seedling tissue,
sample_source,seminal plasma,BTO:0001232
sample_source,serum,BTO:0001239
sample_source,serum from elderly subjects,
sample_source,serum of balb/c mice,
sample_source,sgbs cell culture,
