source_file	source_shard	age	cell_line	cell_type	developmental_stage	disease_state	material_type	sample_source	sex	species	tissue	biological_confidence_overall	biological_confidence_evidence_score	biological_confidence_completeness	biological_confidence_format_score	biological_replicate	experimental_design	factor_value	number_of_biological_replicates	number_of_fractions	number_of_samples	number_of_technical_replicates	technical_replicate	technology_type	experimental_design_confidence_overall	experimental_design_confidence_evidence_score	experimental_design_confidence_completeness	experimental_design_confidence_format_score	acquisition_method	alkylation_concentration	alkylation_reagent	cleavage_agent	collision_energy	enrichment_method	fractionation_method	fragmentation_method	instrument	ionization_type	labeling	mass_analyzer	ptm	reduction_concentration	reduction_reagent	technical_confidence_overall	technical_confidence_evidence_score	technical_confidence_completeness	technical_confidence_format_score
PXD058539	shard_5	unknown	H292	epithelial cell	unknown	lung adenocarcinoma	cell line	cell culture	unknown	Homo sapiens	lung	0.829	0.857	0.5	1.0	unknown	treated vs control	LYTAC vs antibody	unknown	unknown	unknown	unknown	unknown	data-independent acquisition	0.811	0.889	0.333	1.0	Data-independent acquisition	unknown	unknown	unknown	['25', '27', '30']	unknown	unknown	high-energy collisional dissociation	['Q Exactive HF', 'Orbitrap Exploris 480']	nano-electrospray ionization	label-free	['Orbitrap', 'Orbitrap']	unknown	unknown	unknown	0.884	0.937	0.579	1.0
PXD058584	shard_5	unknown	BLM	['Dendritic cell', 'Epithelial cell']	unknown	Skin melanoma	['cell culture', 'primary cells']	['cell culture', 'melanoma patients']	unknown	Homo sapiens	Skin	0.871	0.906	0.588	1.0	['unknown', 'inferred: Here, using LC-MS/MS-based techniques, we characterize the proteomic changes in cDC2s during their transition into CD14+ ti-DC3s in vitro, using conditioned-medium from the melanoma cell line BLM.']	treated vs control	DC2 vs ti-DC3	unknown	unknown	unknown	unknown	unknown	['bottom-up proteomics', 'shotgun proteomics']	0.8	0.818	0.455	1.0	['Data-dependent acquisition', 'DDA']	50 mM	['iodoacetamide', 'iodoacetamide derivatized residue']	['Lys-C', 'trypsin', 'trypsin']	unknown	['affinity', 'affinity']	unknown	unknown	Orbitrap Exploris 480	unknown	['label-free quantification', 'Dimethyl Labeling', 'dimethyl labeling', 'label-free quantification']	Orbitrap	['acetylated residue', 'iodoacetamide derivatized residue', 'Carbamidomethylation', 'N-terminal acetylation', 'methionine oxidation', 'threonine-to-βES']	['1 mM', '10 mM', '10 mM', '100 mM']	['dithiothreitol', 'DTT', 'DTT']	0.944	0.936	0.879	1.0
PXD058689	shard_5	unknown	unknown	['epithelial cell', 'stroma']	unknown	Prostate adenocarcinoma	tissue	surgical resection	male	Homo sapiens	prostate gland	0.86	0.907	0.533	1.0	15	case vs control	Gleason 6 vs Gleason 9	15	24	38	unknown	unknown	bottom-up proteomics	0.861	0.811	0.778	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	basic reversed-phase liquid chromatography	unknown	['Orbitrap Fusion Lumos', 'Q Exactive HF-X']	unknown	TMT	Orbitrap	['monohydroxylated residue', 'TMT6plex-126 reporter+balance reagent acylated residue']	unknown	unknown	0.894	1.0	0.471	1.0
PXD058753	shard_5	unknown	HeLa	Fibroblast	unknown	unknown	cell culture	cell culture	unknown	Homo sapiens	cervix	0.868	0.964	0.429	1.0										0.883	0.767	1.0	1.0																0.91	0.98	0.6	1.0
PXD058847	shard_5	2 months	unknown	Purkinje cell	unknown	unknown	tissue	mouse cerebellum	unknown	Mus musculus	Cerebellum	0.85	0.929	0.429	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	['shotgun proteomics', 'label-free proteomics']	0.76	0.84	0.2	1.0	['Data-dependent acquisition', 'data-dependent acquisition']	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	Label free	Orbitrap	monohydroxylated residue	unknown	unknown	0.872	0.994	0.375	1.0
PXD058963	shard_5	unknown	unknown	unknown	unknown	Septic shock	biofluid	patient serum	unknown	Homo sapiens	unknown	0.811	0.907	0.286	1.0	12	case vs control	septic shock severity	12	3	12	1	1	bottom-up proteomics	0.889	0.778	1.0	1.0	['Data-dependent acquisition', 'DDA']	20 mM	iodoacetamide	trypsin	28%	immuno-affinity purification	S-Trap mini spin columns	HCD	Q Exactive HF-X	nanoESI	label-free	Orbitrap	['complex glycosylation', 'carbamidomethylation of Cys', 'Oxidation of Met', 'deamidation of Asn', 'N-glycosylation', 'O-glycosylation']	5 mM	dithiothreitol	0.924	0.848	1.0	1.0
PXD059092	shard_5	unknown	unknown	yeast cell	unknown	normal	cell culture	cell culture	unknown	Saccharomyces cerevisiae	unknown	0.771	0.771	0.429	1.0	unknown	time course	time post-washout	3	unknown	24	3	3	bottom-up proteomics	0.817	0.722	0.778	1.0	Data-dependent acquisition	unknown	carbamidomethylation	['Lys-C', 'trypsin']	unknown	unknown	unknown	unknown	Orbitrap Eclipse	unknown	['TMT', 'TMTpro']	Orbitrap	['monohydroxylated residue', 'carbamidomethylation', 'oxidation']	unknown	unknown	0.908	0.984	0.579	1.0
PXD059386	shard_5	unknown	SGBS	['adipocyte', 'Fibroblast']	early and terminally differentiated	Simpson-golabi-behmel syndrome type 1	cell culture	SGBS cell culture	unknown	Homo sapiens	adipose tissue	0.887	0.933	0.6	1.0	unknown	treated vs control	solvent vs MINCH	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.811	0.889	0.333	1.0	DDA	37.5 mM IAA	IAA	trypsin	NCE of 28	['TiO2- and Fe-NTA-based metal affinity chromatography', 'immunoaffinity purification (IAP)']	unknown	CID	Q Exactive HF	nanoESI	TMT	Orbitrap	['Carbamidomethylation', 'oxidation', 'N-terminal acetylation', 'TMT6plex-126 reporter+balance reagent acylated residue']	20 mM TCEP	TCEP	0.947	0.916	0.947	1.0
PXD059522	shard_5	unknown	unknown	Plant cell	unknown	normal	biofluid	plant apoplastic fluid	unknown	Arabidopsis thaliana	Whole body	0.868	0.936	0.5	1.0	unknown	treated vs control	unknown	4	unknown	unknown	2	unknown	shotgun proteomics	0.8	0.822	0.444	1.0	Data-dependent acquisition	20 mM	iodoacetamide	trypsin	28	unknown	unknown	High-energy collision-induced dissociation	['Q Exactive HF', 'Q-Exactive Plus']	electrospray ionization	['label-free', 'label-free']	Orbitrap	['monohydroxylated residue', 'carbamoylated residue', 'Carbamidomethylation of cysteines', 'oxidation of methionines', 'N-terminal acetylation']	10 mM	dithiothreitol	0.969	0.976	0.905	1.0
PXD059598	shard_5	unknown	DH5α	bacterium	unknown	normal	cell culture	cell culture	unknown	Escherichia coli	unknown	0.807	0.814	0.5	1.0	3	time course	anaerobic conditions on minimal M9 medium in the presence or absence of Trace Metals at 6, 12 and 24 h	3	unknown	18	3	3	bottom-up proteomics	0.878	0.8	0.889	1.0	['Data-dependent acquisition', 'data dependent mode (DDA)']	40 mM	iodoacetamide	trypsin	unknown	unknown	unknown	collision-induced dissociation (CID)	Orbitrap Exploris 240	ESI	label-free quantification	Orbitrap	No PTMs are included in the dataset	20 mM	DTT	0.944	0.963	0.812	1.0
PXD059782	shard_5	8-10 weeks	DLD-1	intestinal epithelial cells	unknown	"[""Crohn's colitis"", 'Ulcerative colitis', 'Colon cancer']"	cell culture	cell culture	unknown	Homo sapiens	unknown	0.887	0.95	0.562	1.0	unknown	unknown	unknown	unknown	unknown	unknown	2	2	affinity purification coupled with mass spectrometry proteomics	0.844	0.956	0.333	1.0	Data-dependent acquisition	unknown	iodoacetamide	Trypsin	30%	Affinity purification	unknown	HCD	Orbitrap Eclipse	nanoESI	Spectrum counting	Orbitrap	['monohydroxylated residue', 'phosphorylated residue', 'acetylated residue', 'iodoacetamide derivatized residue', 'Oxidation / +15.995 Da (M)', 'Phospho / +79.966 Da (S, T, Y)', 'Carbamidomethyl / +57.021 Da (C)', 'Acetyl / +42.011 Da (N-Terminus)', 'Met-loss / -131.040 Da (M)', 'Met-loss+Acetyl / -89.030 Da (M)']	unknown	unknown	0.95	0.967	0.833	1.0
PXD059940	shard_5	unknown	unknown	cardiac cells	embryonic	Cardiovascular system disease	['cell culture', 'organoid']	cell culture	unknown	Homo sapiens	heart	0.89	0.967	0.533	1.0	4	treated vs control	DM vs SF	8	unknown	8	1	1	DIA-MS/MS	0.894	0.833	0.889	1.0	['DIA', 'Data-independent acquisition', 'data-independent acquisition mode']	40mM	['2-CAA', 'iodoacetamide derivatized residue']	Trypsin	27	unknown	unknown	HCD	['Q Exactive', 'Q Exactive HF', 'Thermo Exactive HF-X mass spectrometer']	ESI	['label-free', 'TIC']	Orbitrap	['iodoacetamide derivatized residue', 'Carbamidomethylation of cysteines', 'N-term N excision']	10mM	TCEP	0.948	0.93	0.913	1.0
PXD060014	shard_5	unknown	unknown	unknown	unknown	unknown	recombinant protein	in vitro phosphorylation assay	unknown	Arabidopsis thaliana	unknown	0.814	0.943	0.214	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.778	0.911	0.111	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive HF	unknown	unknown	Orbitrap	phosphorylated residue	unknown	unknown	0.837	0.967	0.267	1.0
PXD060102	shard_5	unknown	unknown	['yeast cell', 'spheroplast']	unknown	normal	cell line	cell culture	unknown	Saccharomyces cerevisiae	['whole cell', 'vacuole']	0.837	0.875	0.5	1.0	unknown	case vs control	vacuole vs whole cell	unknown	2	unknown	unknown	unknown	shotgun proteomics	0.783	0.789	0.444	1.0	Data-dependent acquisition	30 mM	iodoacetamide	trypsin	32%	unknown	SCX	HCD	['Orbitrap Fusion', 'Orbitrap Exploris 480']	ESI	label-free	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue', 'carbamidomethylation', 'methionine oxidation', 'protein N-terminal acetylation']	unknown	DTT	0.96	0.957	0.905	1.0
PXD060285	shard_5	P2-P4	ReNcell VM	neural progenitor cell	unknown	unknown	cell line	cell culture	unknown	Homo sapiens	unknown	0.846	0.921	0.429	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.8	1.0	0.0	1.0	['Data-dependent mode', 'data-independent mode', 'Data-independent acquisition']	unknown	iodoacetamide	['trypsin', 'tryptic digestion']	unknown	unknown	unknown	unknown	['Q Exactive', 'QExactive', 'Exploris 480']	['ESI', 'LC-ESI']	label-free quantification	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'carbamidomethylation at cysteine', 'oxidation at methionine', 'acetylation at protein N-termini']	unknown	unknown	0.902	0.916	0.72	1.0
PXD060372	shard_5	unknown	HeLa	['Malignant cell', 'epithelial cell']	unknown	Cervix carcinoma	Cell culture	cell culture	unknown	Homo sapiens	cervix	0.887	0.96	0.533	1.0	2	unknown	probe 4 vs probe 9 vs empty beads; UV vs no UV; pre-incubation with olaparib (0x, 1x, 10x, 100x) vs no pre-incubation	2	unknown	9	unknown	unknown	['Bottom-up proteomics', 'affinity purification coupled with mass spectrometry proteomics']	0.73	0.62	0.6	1.0																0.867	0.973	0.4	1.0
PXD060572	shard_5	unknown	['A375', 'THP-1']	['melanoma cell', 'leukemia cell']	unknown	Melanoma	cell line	cell culture	unknown	Homo sapiens	Skin	0.875	0.925	0.562	1.0	unknown	treated vs control	wild-type, inhibitor-treated & ERAP1 KO	4	unknown	12	unknown	unknown	Bottom-up proteomics	0.867	0.911	0.556	1.0	Data-independent acquisition	200 mM	iodoacetamide	trypsin	26	unknown	unknown	HCD	Q Exactive HF-X	ESI	label-free	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'carbamidomethylation', 'acetylation', 'oxidation']	0.1M	dithiothreitol	0.939	0.921	0.895	1.0
PXD060761	shard_5	unknown	unknown	unknown	unknown	Alzheimer's disease	biofluid	mouse cerebrospinal fluid	unknown	Mus musculus	brain	0.845	0.918	0.429	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Bottom-up proteomics	0.822	1.0	0.111	1.0	Data-dependent acquisition	10 mM	iodoacetamide	trypsin	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	label-free	Orbitrap	['carbamidomethylation', 'oxidation of methionines', 'asparagine and glutamine deamidation', 'protein N-terminal acetylation', 'monohydroxylated residue', 'deaminated residue', 'iodoacetamide derivatized residue']	5 mM	dithiothreitol	0.95	0.995	0.762	1.0
PXD060812	shard_5	unknown	unknown	['brown fat cell', 'brown adipocyte']	unknown	normal	['cell line', 'tissue']	['brown fat cell', 'brown adipose tissue']	male and female	Mus musculus	brown adipose tissue	0.9	0.965	0.588	1.0	unknown	treated vs control	heme synthesis inhibition	unknown	unknown	unknown	unknown	unknown	Bottom-up proteomics	0.811	0.889	0.333	1.0	['Data-dependent acquisition', 'DDA']	40 mM	['chloroacetamide', 'iodoacetamide']	['LysC', 'trypsin']	25% normalized collision energy	unknown	unknown	HCD	Orbitrap Eclipse	positive mode ionization	['label-free quantification', 'label-free']	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue']	10 mM	TCEP	0.962	0.962	0.905	1.0
PXD060883	shard_5	unknown	MIA PaCa-2	Epithelial cell	unknown	Pancreatic carcinoma	cell line	cell culture	unknown	Homo sapiens	pancreas	0.843	0.886	0.5	1.0	unknown	treated vs control	treatment	3	unknown	9	unknown	unknown	bottom-up proteomics	0.839	0.856	0.556	1.0	['Data-independent acquisition', 'DIA']	15mM iodoacetamide	iodoacetamide	['LysC', 'trypsin']	30	unknown	unknown	HCD	['Orbitrap Fusion Lumos', 'Fusion Lumos mass spectrometer (Thermo)']	unknown	['label-free', 'Bottom-up proteomics']	Orbitrap	['No PTMs are included in the dataset', 'cysteine carbamidomethylation', 'methionine oxidation', 'N-terminal acetylation']	5mM DTT	DTT	0.959	0.973	0.864	1.0
PXD060946	shard_5	unknown	unknown	protein	unknown	unknown	protein complex	cell culture	unknown	Escherichia coli	unknown	0.818	0.921	0.286	1.0	unknown	unknown	unknown	unknown	unknown	unknown	3	3	['shotgun proteomics', 'affinity purification coupled with mass spectrometry proteomics']	0.825	0.89	0.4	1.0	Data-dependent acquisition	20 mM	iodoacetamide	trypsin	unknown	unknown	unknown	unknown	LTQ Orbitrap	ESI	label-free	Orbitrap	['iodoacetamide derivatized residue', 'carbamidomethylation of cysteine', 'oxidation of methionine', 'deamidation of asparagine and glutamine']	1 mM	DTT	0.936	0.961	0.778	1.0
PXD061038	shard_5	unknown	['A375', 'A375 FLAD1KO clone 1 (C1)', 'FLAD1KO C1 Flag-FLAD1OE (addback)', 'A375 parental cells']	Melanocyte	unknown	Melanoma	['cell line', 'primary cells']	['cell culture', 'cell culture']	unknown	Homo sapiens	Skin	0.842	0.832	0.632	1.0	['3', '5']	['treated vs control', 'time course']	['FLAD1KO vs addback', 'riboflavin deficient vs supplemented']	5	unknown	unknown	unknown	unknown	['bottom-up proteomics', 'data-independent acquisition']	0.842	0.808	0.692	1.0	data independent acquisition	unknown	iodoacetamide	Tryptic	28% HCD	unknown	unknown	HCD	Orbitrap Exploris 480	unknown	Label free	Orbitrap	iodoacetamide derivatized residue	unknown	unknown	0.917	0.993	0.6	1.0
PXD061104	shard_5	unknown	unknown	unknown	unknown	"['Disease', ""Alzheimer's disease""]"	tissue	mouse brain	male and female	Mus musculus	['Brain', 'brain']	0.914	0.983	0.611	1.0	unknown	treated vs control	Mdk knockout	unknown	40	unknown	unknown	unknown	bottom-up proteomics	0.828	0.878	0.444	1.0	['DDA', 'Data-dependent acquisition']	['2 mM', '2 mM']	['iodoacetamide', 'iodoacetamide']	['trypsin', 'Lys-C', 'trypsin']	['30%', '32–35%']	unknown	high-pH	['HCD', 'HCD']	['Q Exactive HF Orbitrap MS', 'Q Exactive HF Orbitrap MS', 'Q Exactive HF']	nanoESI	['TMT', 'TMT', 'TMT']	['Orbitrap', 'Orbitrap']	['carbamidomethylation', 'oxidation']	unknown	unknown	0.938	0.918	0.893	1.0
PXD061212	shard_5	unknown	['U2OS', 'U2OS', 'U2OS', 'U2OS', 'U2OS', 'U2OS']	fibroblast	unknown	['normal', 'Xeroderma pigmentosum']	cell line	['cell culture', 'cell culture']	unknown	['Homo sapiens', 'Homo sapiens', 'Homo sapiens', 'Homo sapiens']	skin	0.898	0.912	0.708	1.0	unknown	unknown	UV irradiated vs untreated	1	unknown	2	unknown	unknown	['affinity purification coupled with mass spectrometry proteomics', 'Data-dependent acquisition', 'bottom-up proteomics']	0.814	0.809	0.545	1.0	Data-dependent acquisition	unknown	unknown	trypsin	unknown	unknown	SDS-polyacrylamide gel electrophoresis (PAGE)	unknown	Orbitrap Fusion Lumos	electrospray ionization	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.86	0.907	0.533	1.0
PXD061307	shard_5	P10	unknown	unknown	neonatal	Retinopathy of prematurity	tissue	mouse pup retina	unknown	Mus musculus	Retina	0.875	0.921	0.571	1.0										0.828	0.656	1.0	1.0	Data-dependent acquisition	unknown	iodoacetamide	trypsin	30%	unknown	unknown	collision-induced dissociation	Orbitrap Fusion Lumos	nanoESI	['label-free', 'Data-dependent acquisition']	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue', 'Methionine oxidation', 'n-terminal acetylation', 'cysteine carbamidomethylation']	unknown	unknown	0.933	0.962	0.762	1.0
PXD061467	shard_5	unknown	NF9511b pNF cells	['Schwann cell', 'peripheral neuron cells']	unknown	Plexiform neurofibroma	cell line	cell culture	unknown	Homo sapiens	unknown	0.867	0.947	0.467	1.0	unknown	treated vs control	BI-2865 treatment	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.783	0.833	0.333	1.0	DDA	10 mM	iodoacetamide	['Trypsin', 'Lysyl Endopeptidase']	unknown	IMAC	unknown	HCD	Orbitrap Exploris 480	ESI	label-free	Orbitrap	phosphorylated residue	5 mM	DTT	0.903	0.856	0.875	1.0
PXD061596	shard_5	unknown	unknown	['colon epithelial cells', 'colon tissue cells']	unknown	Colorectal cancer	tissue	colon biopsies	unknown	Mus musculus	Colon	0.87	0.927	0.533	1.0	5 mice	treated vs control	treatment	5	unknown	6	unknown	unknown	shotgun proteomics	0.828	0.789	0.667	1.0	['Data-dependent acquisition', 'data-dependent (top 20) acquisition method']	unknown	unknown	trypsin	unknown	unknown	unknown	unknown	['Orbitrap Exploris 480', 'Exploris 480 Orbitrap mass spectrometer']	unknown	['label-free', 'label-free']	Orbitrap	['oxidized residue', 'iodoacetamide derivatized residue', 'methionine oxidation', 'N-terminal acetylation', 'carbamidomethyl cysteine']	unknown	unknown	0.918	1.0	0.591	1.0
PXD061660	shard_5	unknown	unknown	E. coli cells	unknown	normal	cell culture	E. coli cultures	unknown	Escherichia coli	unknown	0.836	0.929	0.357	1.0	unknown	treated vs control	X-ray dose	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.833	0.933	0.333	1.0	Data-dependent acquisition	unknown	iodoacetamide	trypsin	35%	unknown	unknown	CID	Orbitrap Eclipse	nano electrospray	label-free	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'carbamidomethylation', 'oxidation']	unknown	unknown	0.942	0.994	0.722	1.0
PXD061791	shard_5	unknown	U2OS	osteosarcoma cell	unknown	osteosarcoma	cell line	cell culture	unknown	Homo sapiens	bone	0.789	0.779	0.5	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.8	1.0	0.0	1.0	Data-dependent acquisition	15mM	iodoacetamide	Lys-C/Trypsin	36%	unknown	unknown	HCD	Orbitrap Ascend	unknown	TMT	Orbitrap	['TMT6plex-126 reporter+balance reagent acylated residue', 'iodoacetamide derivatized residue', 'carbamidomethylation', 'oxidation']	5mM	TCEP	0.967	1.0	0.833	1.0
PXD061855	shard_5	unknown	unknown	Fibroblast	unknown	Breast cancer	cell line	cell culture	unknown	['Homo sapiens', 'Mus musculus']	unknown	0.833	0.907	0.4	1.0										0.8	0.822	0.444	1.0	['Data-dependent acquisition', 'DDA']	unknown	iodoacetamide	trypsin	unknown	unknown	unknown	unknown	['Orbitrap Fusion Lumos', 'Orbitrap Astral']	unknown	TMT	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'Carbamidomethylation', 'Methionine oxidation', 'protein N-terminal acetylation']	unknown	unknown	0.902	0.957	0.619	1.0
PXD061925	shard_5	unknown	unknown	phloem sap	unknown	normal	phloem sap	Arabidopsis leaves	unknown	Arabidopsis thaliana	Phloem	0.829	0.857	0.5	1.0	3	['treated vs control', 'cross-sectional']	['Fe condition', 'genotype']	3	unknown	24	1	1	bottom-up proteomics	0.864	0.764	0.909	1.0	DDA	unknown	unknown	unknown	unknown	unknown	unknown	unknown	['Orbitrap Exploris 240', 'Qexactive Plus']	unknown	['label-free', 'MaxQuant']	Orbitrap	['phosphorylated residue', 'acetylated residue', 'oxidation (M)', 'acetyl (Protein N‐term)', 'phospho (STY)']	unknown	unknown	0.864	0.919	0.524	1.0
PXD062112	shard_5	unknown	['HeLa', 'HEK293T']	['Epithelial cell', 'Epithelial cell']	unknown	unknown	['Cell culture', 'cell line']	cell culture	unknown	Homo sapiens	['cervix', 'kidney']	0.869	0.917	0.556	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	['affinity purification coupled with mass spectrometry proteomics', 'bottom-up proteomics', 'data-dependent acquisition']	0.832	0.955	0.273	1.0	Data-dependent acquisition	40 mM	iodoacetamide	trypsin	unknown	unknown	Pierce High pH Reversed-Phase Peptide Fractionation Kit	unknown	['Thermo Scientific Orbitrap Exploris 480', 'Q Exactive HF']	ESI	['TMT', 'TMT10plex', 'Spectrum count/molecular weight']	Orbitrap	['phosphorylation', 'oxidation', 'acetylation', 'carbamidomethylation', 'TMT6plex-126 reporter+balance reagent acylated residue', 'loss of methionine']	20 mM	DTT	0.967	0.987	0.87	1.0
PXD062322	shard_5	unknown	unknown	Stem cell	unknown	Acute leukemia	unknown	unknown	unknown	['Mus musculus', 'Homo sapiens']	Spleen	0.85	0.967	0.333	1.0	unknown	unknown	unknown	unknown	4	unknown	unknown	unknown	bottom-up proteomics	0.844	1.0	0.222	1.0	['Data-independent acquisition', 'Data-dependent acquisition']	unknown	iodoacetamide	trypsin	['HCD collision energy of 25%', 'HCD collision energy of 35%']	High-Select FeNTA Enrichment Kit	['homemade C18 spin columns', 'high pH fractionated']	HCD	Orbitrap Astral	Nanospray Flex	['TMT', 'TMT 10plex']	Orbitrap	['monohydroxylated residue', 'TMT6plex-126 reporter+balance reagent acylated residue', 'phosphorylated residue', 'iodoacetamide derivatized residue', 'Carbamidomethyl on cysteine', 'TMT on lysine and peptide N-terminus', 'oxidation of methionine', 'phosphorylation of serine, threonine, and tyrosine']	unknown	dithiothreitol	0.983	0.996	0.923	1.0
PXD062431	shard_5	unknown	unknown	unknown	unknown	normal	biofluid	patient plasma	unknown	Homo sapiens	blood	0.796	0.85	0.357	1.0	unknown	time course	postprandial	147	unknown	147	unknown	unknown	data-independent acquisition proteomics	0.853	0.883	0.556	1.0	['Data-independent acquisition', 'data-dependent acquisition (DDA)', 'data-independent acquisition (DIA)']	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	AQUA	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.868	0.971	0.412	1.0
PXD062536	shard_5	unknown	HeLa	Epithelial cell	unknown	unknown	['cell culture', 'biofluid']	['cell culture', 'cerebrospinal fluid', 'blood plasma']	unknown	Homo sapiens	unknown	0.871	0.953	0.471	1.0										0.8	0.867	0.333	1.0	['Data-dependent acquisition', 'DDA']	unknown	iodoacetamide	trypsin	28	unknown	unknown	HCD	Q Exactive HF-X	unknown	['label-free quantification', 'label-free']	Orbitrap	['phosphorylated residue', 'carbamidomethylation', 'N-terminal acetylation', 'methionine oxidation']	unknown	unknown	0.905	0.93	0.7	1.0
PXD062745	shard_5	unknown	unknown	['NK cells', 'Leukocyte']	unknown	melanoma	['tissue', 'Leukocyte']	mouse NK cells	unknown	Mus musculus	Spleen	0.85	0.9	0.5	1.0	['3', 'unknown']	['treated vs control', 'treated vs control']	['standard fat diet vs butter high fat diet', 'butter high fat diet vs palm oil high fat diet']	3	8	3	unknown	unknown	Bottom-up proteomics	0.829	0.758	0.75	1.0																0.92	0.947	0.733	1.0
PXD062852	shard_5	unknown	Hek-293t	epithelial cell	fetal	normal	cell line	cell culture	unknown	Homo sapiens	kidney	0.857	0.886	0.571	1.0	4	treated vs control	['Flag-FBXO45 vs Flag-EV', 'Flag-FBXO45∆SPRY vs Flag-EV', 'Flag-SPRYD3 vs Flag-EV']	4	unknown	16	unknown	unknown	bottom-up proteomics	0.845	0.8	0.727	1.0	['DDA', 'Data-dependent acquisition']	unknown	iodoacetamide	trypsin	26% NCE	unknown	SCX	HCD	Orbitrap Exploris 480	nanoESI	Label free	Orbitrap	iodoacetamide derivatized residue	unknown	unknown	0.875	0.85	0.75	1.0
PXD063002	shard_5	unknown	HCT 116	Epithelial cell	unknown	Colon cancer	Cell culture	cell culture	unknown	Homo sapiens	unknown	0.886	1.0	0.429	1.0	unknown	time course	growth duration	unknown	unknown	unknown	unknown	unknown	['bottom-up proteomics', 'data-independent acquisition']	0.85	0.94	0.4	1.0	['DIA', 'DIA-GPF']	~40 mM	iodoacetamide	trypsin	unknown	unknown	gas phase fractionation	unknown	['Q Exactive HF', 'Thermo QE-HF']	ESI	['Normalized Spectral Abundance Factor - NSAF', 'label-free']	Orbitrap	['No PTMs are included in the dataset', 'carbamidomethylation']	20 mM	DTT	0.9	0.863	0.842	1.0
PXD063179	shard_5	unknown	HEK293	epithelial cell	unknown	normal	cell line	cell culture	unknown	Homo sapiens	kidney	0.839	0.879	0.5	1.0	HEK293 cells	treated vs control	['compound 10 (50 μM) or DMSO', 'compound 15 (5 μM) or DMSO']	4	unknown	8	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.87	0.86	0.7	1.0	['DIA', 'DDA']	20 mM	Iodoacetamide	['trypsin', 'LysC']	['30%', '28%']	affinity	unknown	HCD	Orbitrap Fusion Lumos	ESI	label-free	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue']	10 mM	TCEP	0.942	0.905	0.95	1.0
PXD063455	shard_5	unknown	HEK293	kidney cell	unknown	unknown	cell culture	cell culture	unknown	Homo sapiens	kidney	0.85	0.929	0.429	1.0	4	treated vs control	LH168/DMSO vs DMSO	4	unknown	8	unknown	unknown	['Bottom-up proteomics', 'Affinity purification coupled with mass spectrometry proteomics']	0.875	0.87	0.7	1.0																0.953	0.933	0.933	1.0
PXD063535	shard_5	unknown	unknown	unknown	unknown	unknown	cell line	cell culture	unknown	Homo sapiens	unknown	0.807	0.929	0.214	1.0	unknown	treated vs control	treatment vs control	unknown	12	unknown	unknown	unknown	['bottom-up proteomics', 'shotgun proteomics']	0.825	0.85	0.5	1.0	Data-dependent acquisition	40 mM	2-chloroacetamide	Lys-C/Trypsin	30% normalized collision energy	unknown	high pH reversed-phase C18 UPLC	higher energy collision dissociation (HCD)	['Orbitrap Exploris 480', 'Q-Exactive HF-X']	nanoESI	TMT	Orbitrap	['phosphorylated residue', 'Cysteine carbamidomethylation', 'methionine oxidation', 'protein N-terminal acetylation']	10 mM	tris(2-carboxyethylphosphine) (TCEP)	0.974	0.968	0.947	1.0
