agent,pxd_id,field,golden,llm,match_type,score,replicate,model,model_dir,arm,lin
BiologicalAgent,PXD018830,species,Homo sapiens,Homo sapiens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD018830,organ,Breast epithelium,breast,NO_MATCH,0.6563327312469482,3,Qwen3.8-27B,qwen3_8_27b,S2,0.7672979805131644
BiologicalAgent,PXD018830,disease,Breast cancer (BC); Control,breast cancer,NO_MATCH,0.588221,3,Qwen3.8-27B,qwen3_8_27b,S2,0.9880989524001719
BiologicalAgent,PXD019394,species,Mus musculus,Mus musculus,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD019394,organ,brain; brown adipose tissue; heart; kidney; liver; lung; pancreas; spleen; testis,"brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, and testis",EXACT,0.977778,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD019394,cell_type,brain; brown adipose tissue; heart; kidney; liver; lung; pancreas; spleen; testis,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S2,0.0
BiologicalAgent,PXD019394,disease,normal,normal,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD021383,species,Dermatophagoides pteronyssinus; Dermatophagoides farinae; Suidasia medanensis; Cicer arietinum; Saccharomyces cerevisiae; Homo sapiens,Dermatophagoides pteronyssinus,SEMANTIC,0.541721,3,Qwen3.8-27B,qwen3_8_27b,S2,0.0
BiologicalAgent,PXD022741,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD026287,species,Arabidopsis thaliana,Arabidopsis thaliana,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD026287,organ,whole seedlings,seedling,HIERARCHICAL,0.9,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD026287,cell_type,plant cell,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S2,0.0
BiologicalAgent,PXD028781,species,Toxoplasma gondii,Toxoplasma gondii,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,
BiologicalAgent,PXD028781,cell_line,HFF-1,HFF-1,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD029966,species,Homo sapiens; Mus musculus,Homo sapiens,SEMANTIC,0.708607,3,Qwen3.8-27B,qwen3_8_27b,S2,0.5
BiologicalAgent,PXD029966,organ,serum,blood,NO_MATCH,0.5983892679214478,3,Qwen3.8-27B,qwen3_8_27b,S2,0.8603727232348731
BiologicalAgent,PXD029997,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD029997,cell_type,yeast,yeast cells,HIERARCHICAL,0.9,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD029997,cell_line,Saccharomyces cerevisiae BY4742,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S2,
BiologicalAgent,PXD030403,species,Homo sapiens,Homo sapiens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD030403,organ,thyroid,thyroid,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD030403,cell_type,thyroid epithelial cell,thyroid epithelial cell,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD030403,cell_line,Nthy-ORI,Nthy-ORI,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,
BiologicalAgent,PXD030403,disease,normal,normal,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD034195,species,Desulfuromonas acetexigens,Desulfuromonas acetexigens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,
BiologicalAgent,PXD034195,cell_line,Desulfuromonas acetexigens,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S2,
BiologicalAgent,PXD036655,species,Mus musculus,Mus musculus,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD036832,species,Mus musculus,Mus musculus,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD036832,organ,Liver; Lungs; Spleen; Plasma,"liver, lung, spleen, heart, and kidney",SEMANTIC,0.838748,3,Qwen3.8-27B,qwen3_8_27b,S2,0.9998240589651163
BiologicalAgent,PXD036832,disease,"""naive, sepsis""; sepsis",sepsis,SEMANTIC,0.817585,3,Qwen3.8-27B,qwen3_8_27b,S2,0.6666666666666666
BiologicalAgent,PXD040176,species,Diplonema papillatum,Diplonema papillatum,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,
BiologicalAgent,PXD040176,organ,Mitochondrial mitoribosomes,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S2,0.0
BiologicalAgent,PXD040176,cell_type,Diplonema papillatum,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S2,
BiologicalAgent,PXD040722,species,Mus musculus,Mus musculus,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD040722,organ,thoracic aorta; brain (cerebrum); gastrocnemius muscle; heart; kidney; liver; lung; abdominal skin,"brain, gastrocnemius muscle, heart, kidney, liver, lung, thoracic aorta, skin",SEMANTIC,0.966621,3,Qwen3.8-27B,qwen3_8_27b,S2,0.9452095963274254
BiologicalAgent,PXD041681,species,homo sapiens,Homo sapiens,NORMALIZED,0.95,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD042574,species,Homo sapiens,Homo sapiens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD042574,disease,oral squamous cell carcinoma (OSCC),oral squamous cell carcinoma,SEMANTIC,0.9196428060531616,3,Qwen3.8-27B,qwen3_8_27b,S2,0.0
BiologicalAgent,PXD043392,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD060381,species,Homo sapiens,Homo sapiens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD060381,cell_type,mesenchymal stem cells,mesenchymal stem cell,HIERARCHICAL,0.9,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD060381,cell_line,ASC52telo,ASC52telo,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,
BiologicalAgent,PXD060381,disease,degenerative disc disease,normal,NO_MATCH,0.248071014881134,3,Qwen3.8-27B,qwen3_8_27b,S2,
TechnicalAgent,PXD001856,cleavage_agent,Lys-C; trypsin,"Lys-C, trypsin",EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD001856,label,Lys8/Arg10 (heavy); Lys4/Arg6 (medium); Light (unlabeled),SILAC,NO_MATCH,0.40862,3,Qwen3.8-27B,qwen3_8_27b,S2,0.09558584363919939
TechnicalAgent,PXD002619,instrument,Q Exactive,Q Exactive,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD002619,label,SILAC,SILAC,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD005982,cleavage_agent,trypsin,trypsin,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD005982,label,label-free,label-free,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD006847,cleavage_agent,trypsin; Lys-C,Lys-C,SEMANTIC,0.710153,3,Qwen3.8-27B,qwen3_8_27b,S2,0.7981399255485768
TechnicalAgent,PXD006847,label,Label-free,label-free,NORMALIZED,0.95,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD012439,cleavage_agent,trypsin,Tryptic,SEMANTIC,0.7483850121498108,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD013543,cleavage_agent,trypsin,trypsin,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD013543,label,label-free,label-free,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD013809,cleavage_agent,Lys-C; trypsin,trypsin,SEMANTIC,0.710153,3,Qwen3.8-27B,qwen3_8_27b,S2,0.7981399255485768
TechnicalAgent,PXD013809,label,SILAC,SILAC,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD014762,cleavage_agent,trypsin,trypsin,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD015272,label,SILAC (light: Lys/Arg; heavy: Lys/Arg),SILAC,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD015289,cleavage_agent,trypsin; Lys-C,Trypsin/Lys-C,EXACT,0.975,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD015289,label,label-free,label-free,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD018830,instrument,Q Exactive HF-X,Q-Exactive HF-X,SEMANTIC,0.9815266132354736,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD018830,label,label free sample,label-free,SEMANTIC,0.809843897819519,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD019394,instrument,LTQ Orbitrap,LTQ-Orbitrap mass spectrometer,SEMANTIC,0.9257041215896606,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD019394,label,label free sample,label-free,SEMANTIC,0.809843897819519,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD021383,cleavage_agent,trypsin,trypsin,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD022741,instrument,Orbitrap Fusion Lumos,Orbitrap Fusion Lumos,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD022741,label,TMT126; TMT127N; TMT127C; TMT128N; TMT128C; TMT129N; TMT129C; TMT130N; TMT130C; TMT131N; TMT131C,TMT,SEMANTIC,0.7174053192138672,3,Qwen3.8-27B,qwen3_8_27b,S2,0.8037566069090535
TechnicalAgent,PXD026287,instrument,LTQ Orbitrap Velos,LTQ Orbitrap Velos Pro,SEMANTIC,0.9835607409477234,3,Qwen3.8-27B,qwen3_8_27b,S2,0.6892382405219826
TechnicalAgent,PXD026287,label,label free sample,label-free,SEMANTIC,0.809843897819519,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD028781,cleavage_agent,Trypsin; Lys-C,Trypsin/LysC,SEMANTIC,0.966385,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD028781,label,label-free,label-free,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD029966,instrument,TripleTOF 6600,TripleTOF 6600,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD029966,label,label free sample,label-free,SEMANTIC,0.809843897819519,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD029997,cleavage_agent,trypsin,trypsin,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD030403,instrument,LTQ-Orbitrap,LTQ-Orbitrap,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD030403,label,label free sample,label-free,SEMANTIC,0.809843897819519,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD032098,instrument,1; 2; 3; 4,Orbitrap Fusion Tribrid,NO_MATCH,0.328304,3,Qwen3.8-27B,qwen3_8_27b,S2,0.000315760080068027
TechnicalAgent,PXD032098,label,run 1; run 2; run 3; run 4; run 5; run 6; run 7; run 8,label-free,NO_MATCH,0.382041,3,Qwen3.8-27B,qwen3_8_27b,S2,0.3373715160700632
TechnicalAgent,PXD034195,cleavage_agent,trypsin,trypsin,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD036655,cleavage_agent,trypsin,Lys-C,NO_MATCH,0.4203054904937744,3,Qwen3.8-27B,qwen3_8_27b,S2,0.5962798510971538
TechnicalAgent,PXD036655,label,TMT10plex,TMT10 plex,SEMANTIC,0.9192981719970704,3,Qwen3.8-27B,qwen3_8_27b,S2,0.0
TechnicalAgent,PXD036832,instrument,Q Exactive HF-X,Q Exactive HF-X,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD036832,label,label free sample,label-free,SEMANTIC,0.809843897819519,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD040176,instrument,Orbitrap Fusion,Orbitrap Fusion,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD040176,label,Label free,label-free,SEMANTIC,0.9735952019691468,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD040722,cleavage_agent,trypsin,trypsin,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD040722,label,TMT16plex,TMT,SEMANTIC,0.7098262310028076,3,Qwen3.8-27B,qwen3_8_27b,S2,0.8037566069090535
TechnicalAgent,PXD041681,instrument,Orbitrap Fusion Lumos Tribrid,Orbitrap Fusion™ Lumos™ Tribrid™ Mass Spectrometer,SEMANTIC,0.8979113101959229,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD041681,label,label free sample,label-free,SEMANTIC,0.809843897819519,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
TechnicalAgent,PXD042574,cleavage_agent,proteinase K; trypsin,trypsin,SEMANTIC,0.846173,3,Qwen3.8-27B,qwen3_8_27b,S2,0.7981399255485768
TechnicalAgent,PXD043392,cleavage_agent,trypsin,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S2,0.0
TechnicalAgent,PXD060381,cleavage_agent,trypsin,trypsin,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S2,1.0
BiologicalAgent,PXD001856,species,human (Homo sapiens),Homo sapiens,SEMANTIC,0.9592809677124025,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD002619,species,Homo sapiens,Homo sapiens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD002619,organ,breast cancer cell,breast,NO_MATCH,0.5746214389801025,3,Qwen3.8-27B,qwen3_8_27b,S3,0.05434852694957474
BiologicalAgent,PXD002619,disease,breast cancer,breast cancer,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD005982,species,Oryza sativa L.,Oryza sativa,SEMANTIC,0.9900140166282654,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD005982,organ,pistil; seed,seed,SEMANTIC,0.796161,3,Qwen3.8-27B,qwen3_8_27b,S3,0.5209182988182708
BiologicalAgent,PXD006847,species,Homo sapiens,Homo sapiens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD006847,organ,pancreas; islet,pancreas,SEMANTIC,0.796864,3,Qwen3.8-27B,qwen3_8_27b,S3,0.9272778454978727
BiologicalAgent,PXD006847,cell_type,cultured cells,hepatocyte,NO_MATCH,0.6370352506637573,3,Qwen3.8-27B,qwen3_8_27b,S3,0.38384203928771676
BiologicalAgent,PXD006847,cell_line,HeLa,HeLa,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD006847,disease,Healthy control; Type 1 diabetes,type 1 diabetes,SEMANTIC,0.644048,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD012439,species,Riftia pachyptila,Riftia pachyptila,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,
BiologicalAgent,PXD012439,organ,trophosome; vestimentum; plume,"trophosome, vestimentum, plume",EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD013543,species,Rattus norvegicus,Rattus norvegicus,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD013543,organ,left ventricle,heart,SEMANTIC,0.7162191271781921,3,Qwen3.8-27B,qwen3_8_27b,S3,0.7768907515685064
BiologicalAgent,PXD013543,disease,obesity,obesity,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD013809,species,Homo sapiens,Homo sapiens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD013809,cell_line,HeLa,"HeLa, THP-1",SEMANTIC,0.7953656911849976,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD014762,species,Homo sapiens,Homo sapiens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD014762,organ,alveoli; blood vessels,lung,NO_MATCH,0.491871,3,Qwen3.8-27B,qwen3_8_27b,S3,
BiologicalAgent,PXD014762,disease,Idiopathic Pulmonary Fibrosis (IPF),Idiopathic Pulmonary Fibrosis,SEMANTIC,0.9312148094177246,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD015272,cell_line,HeLa,"HEK293T, HT1080, HeLa",NO_MATCH,0.6652183532714844,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD015289,species,Homo sapiens,Homo sapiens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD015289,organ,prostate,prostate,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD015289,disease,prostate cancer; benign prostatic hyperplasia (BPH); bladder cancer; renal cell carcinoma,prostate cancer,SEMANTIC,0.650106,3,Qwen3.8-27B,qwen3_8_27b,S3,0.7324723904117088
BiologicalAgent,PXD018830,species,Homo sapiens,Homo sapiens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD018830,organ,Breast epithelium,breast,NO_MATCH,0.6563327312469482,3,Qwen3.8-27B,qwen3_8_27b,S3,0.7672979805131644
BiologicalAgent,PXD018830,disease,Breast cancer (BC); Control,breast cancer,NO_MATCH,0.588221,3,Qwen3.8-27B,qwen3_8_27b,S3,0.9880989524001719
BiologicalAgent,PXD019394,species,Mus musculus,Mus musculus,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD019394,organ,brain; brown adipose tissue; heart; kidney; liver; lung; pancreas; spleen; testis,"brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, and testis",EXACT,0.977778,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD019394,cell_type,brain; brown adipose tissue; heart; kidney; liver; lung; pancreas; spleen; testis,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S3,0.0
BiologicalAgent,PXD019394,disease,normal,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S3,0.0
BiologicalAgent,PXD021383,species,Dermatophagoides pteronyssinus; Dermatophagoides farinae; Suidasia medanensis; Cicer arietinum; Saccharomyces cerevisiae; Homo sapiens,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S3,0.0
BiologicalAgent,PXD022741,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD026287,species,Arabidopsis thaliana,Arabidopsis thaliana,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD026287,organ,whole seedlings,seedling,HIERARCHICAL,0.9,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD026287,cell_type,plant cell,seedling,NO_MATCH,0.461869865655899,3,Qwen3.8-27B,qwen3_8_27b,S3,0.0
BiologicalAgent,PXD028781,species,Toxoplasma gondii,Toxoplasma gondii,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,
BiologicalAgent,PXD028781,cell_line,HFF-1,HFF-1,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD029966,species,Homo sapiens; Mus musculus,Homo sapiens,SEMANTIC,0.708607,3,Qwen3.8-27B,qwen3_8_27b,S3,0.5
BiologicalAgent,PXD029966,organ,serum,blood,NO_MATCH,0.5983892679214478,3,Qwen3.8-27B,qwen3_8_27b,S3,0.8603727232348731
BiologicalAgent,PXD029997,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD029997,cell_type,yeast,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S3,0.0
BiologicalAgent,PXD029997,cell_line,Saccharomyces cerevisiae BY4742,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S3,
BiologicalAgent,PXD030403,species,Homo sapiens,Homo sapiens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD030403,organ,thyroid,thyroid,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD030403,cell_type,thyroid epithelial cell,thyroid epithelial cell,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD030403,cell_line,Nthy-ORI,Nthy-ORI,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,
BiologicalAgent,PXD030403,disease,normal,normal,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD034195,species,Desulfuromonas acetexigens,Desulfuromonas acetexigens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,
BiologicalAgent,PXD034195,cell_line,Desulfuromonas acetexigens,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S3,
BiologicalAgent,PXD036655,species,Mus musculus,Mus musculus,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD036832,species,Mus musculus,Mus musculus,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD036832,organ,Liver; Lungs; Spleen; Plasma,"liver, lung, spleen, heart, kidney",SEMANTIC,0.838748,3,Qwen3.8-27B,qwen3_8_27b,S3,0.9998240589651163
BiologicalAgent,PXD036832,disease,"""naive, sepsis""; sepsis",sepsis,SEMANTIC,0.817585,3,Qwen3.8-27B,qwen3_8_27b,S3,0.6666666666666666
BiologicalAgent,PXD040176,species,Diplonema papillatum,Diplonema papillatum,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,
BiologicalAgent,PXD040176,organ,Mitochondrial mitoribosomes,,NO_MATCH,0.0,3,Qwen3.8-27B,qwen3_8_27b,S3,0.0
BiologicalAgent,PXD040176,cell_type,Diplonema papillatum,protist,NO_MATCH,0.3110576868057251,3,Qwen3.8-27B,qwen3_8_27b,S3,
BiologicalAgent,PXD040722,species,Mus musculus,Mus musculus,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD040722,organ,thoracic aorta; brain (cerebrum); gastrocnemius muscle; heart; kidney; liver; lung; abdominal skin,"brain, heart, kidney, liver, lung, muscle, aorta",SEMANTIC,0.836225,3,Qwen3.8-27B,qwen3_8_27b,S3,0.8163406109016571
BiologicalAgent,PXD041681,species,homo sapiens,Homo sapiens,NORMALIZED,0.95,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD042574,species,Homo sapiens,Homo sapiens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD042574,disease,oral squamous cell carcinoma (OSCC),oral squamous cell carcinoma,SEMANTIC,0.9196428060531616,3,Qwen3.8-27B,qwen3_8_27b,S3,0.0
BiologicalAgent,PXD043392,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD060381,species,Homo sapiens,Homo sapiens,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD060381,cell_type,mesenchymal stem cells,mesenchymal stem cell,HIERARCHICAL,0.9,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
BiologicalAgent,PXD060381,cell_line,ASC52telo,ASC52telo,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,
BiologicalAgent,PXD060381,disease,degenerative disc disease,normal,NO_MATCH,0.248071014881134,3,Qwen3.8-27B,qwen3_8_27b,S3,
TechnicalAgent,PXD001856,cleavage_agent,Lys-C; trypsin,"Lys-C, trypsin",EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
TechnicalAgent,PXD001856,label,Lys8/Arg10 (heavy); Lys4/Arg6 (medium); Light (unlabeled),SILAC,NO_MATCH,0.40862,3,Qwen3.8-27B,qwen3_8_27b,S3,0.09558584363919939
TechnicalAgent,PXD002619,instrument,Q Exactive,Q Exactive,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
TechnicalAgent,PXD002619,label,SILAC,SILAC,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
TechnicalAgent,PXD005982,cleavage_agent,trypsin,trypsin,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
TechnicalAgent,PXD005982,label,label-free,label-free,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
TechnicalAgent,PXD006847,cleavage_agent,trypsin; Lys-C,Lys-C,SEMANTIC,0.710153,3,Qwen3.8-27B,qwen3_8_27b,S3,0.7981399255485768
TechnicalAgent,PXD006847,label,Label-free,label-free,NORMALIZED,0.95,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
TechnicalAgent,PXD012439,cleavage_agent,trypsin,Tryptic,SEMANTIC,0.7483850121498108,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
TechnicalAgent,PXD013543,cleavage_agent,trypsin,trypsin,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
TechnicalAgent,PXD013543,label,label-free,label-free,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
TechnicalAgent,PXD013809,cleavage_agent,Lys-C; trypsin,"LysC, trypsin",SEMANTIC,0.966385,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
TechnicalAgent,PXD013809,label,SILAC,SILAC,EXACT,1.0,3,Qwen3.8-27B,qwen3_8_27b,S3,1.0
