pxd	run	acquisition	cell_line	cell_part	disease	enrichment	fractionation	fragmentation	instrument	labeling	organism	tissue
PXD020352	BRAVE_FF_HPlasD_Plex03_f23_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f11_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f01_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f24_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f23_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f05_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f12_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f09_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f10_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f13_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f22_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f17_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f02_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f19_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f03_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f10_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f21_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f06_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f20_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f19_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f12_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f21_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f05_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f18_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f15_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f22_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f18_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f13_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f05_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f08_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f04_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f07_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f24_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f04_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f17_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f11_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f01_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f08_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f02_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f24_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f12_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f10_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f16_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f08_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f20_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f06_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f03_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f15_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f23_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f01_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f09_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f14_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f13_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f04_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f09_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex01_f20_Bane_30Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex03_f02_Bane_24Aug19_19-05-06						True					
PXD020352	BRAVE_FF_HPlasD_Plex02_f14_Bane_30Aug19_19-05-06						True					
PXD007080	20150430_AWH_FabianBraun_150414_shRNA849-1_11											
PXD007080	20150430_AWH_FabianBraun_150414_coshRNA-2_02											
PXD007080	20150430_AWH_FabianBraun_150414_shRNA849-1_03											
PXD007080	20150430_AWH_FabianBraun_150414_coshRNA-2_06											
PXD007080	20150430_AWH_FabianBraun_150414_shRNA849-1_07											
PXD007080	20150430_AWH_FabianBraun_150414_coshRNA-2_10											
PXD007080	20150430_AWH_FabianBraun_150414_coshRNA-1_09											
PXD007080	20150430_AWH_FabianBraun_150414_coshRNA-1_05											
PXD007080	20150430_AWH_FabianBraun_150414_coshRNA-1_01											
PXD007080	20150430_AWH_FabianBraun_150414_shRNA849-2_04											
PXD007080	20150430_AWH_FabianBraun_150414_shRNA849-2_08											
PXD006770	160830_QEx_LA_MS571_11_50cm_02											
PXD006770	160830_QEx_LA_MS571_03_50cm_02											
PXD006770	161212_QEx_LA_MS581_targ_17											
PXD006770	160708_QEx_LA_MS571_04_targ											
PXD006770	160708_QEx_LA_MS571_11_targ											
PXD006770	160812_QEx_LA_MS571_12_10xdil											
PXD006770	160830_QEx_LA_MS571_02_50cm_03											
PXD006770	170222_QEx_LA_MS585_28											
PXD006770	160914_OEx_LA_MS578_targ_20											
PXD006770	160830_QEx_LA_MS571_13_50cm											
PXD006770	160830_QEx_LA_MS571_08_50cm											
PXD006770	160812_QEx_LA_MS571_SN_10_10xdil											
PXD006770	161212_QEx_LA_MS581_targ_05											
PXD006770	160830_QEx_LA_MS571_01_50cm_02											
PXD006770	160815_QEx_LA_MS571_SN_02_IIbatch_10xdil											
PXD006770	160914_OEx_LA_MS578_targ_14											
PXD006770	160830_QEx_LA_MS571_08_50cm_03											
PXD006770	161212_QEx_LA_MS581_02_targ											
PXD006770	170215_QEx_LA_MS585_26											
PXD006770	170215_QEx_LA_MS585_02											
PXD006770	160708_QEx_LA_MS571_09_targ											
PXD006770	170215_QEx_LA_MS585_07											
PXD006770	160830_QEx_LA_MS571_05_50cm_02											
PXD006770	170222_QEx_LA_MS585_33											
PXD006770	160830_QEx_LA_MS571_12_50cm_03											
PXD006770	160830_QEx_LA_MS571_04_50cm_03											
PXD006770	160812_QEx_LA_MS571_11_10xdil											
PXD006770	160815_QEx_LA_MS571_03_IIbatch_10xdil											
PXD006770	170215_QEx_LA_MS585_09											
PXD006770	160830_QEx_LA_MS571_04_50cm											
PXD006770	170215_QEx_LA_MS585_05											
PXD006770	160914_OEx_LA_MS578_targ_16											
PXD006770	170215_QEx_LA_MS585_24_2											
PXD006770	170215_QEx_LA_MS585_06											
PXD006770	160830_QEx_LA_MS571_09_50cm_03											
PXD006770	160914_OEx_LA_MS578_22											
PXD006770	160815_QEx_LA_MS571_SN_01_IIbatch_10xdil											
PXD006770	170215_QEx_LA_MS585_12											
PXD006770	170215_QEx_LA_MS585_01											
PXD006770	161212_QEx_LA_MS581_targ_04											
PXD006770	161212_QEx_LA_MS581_targ_07											
PXD006770	160914_OEx_LA_MS578_18											
PXD006770	160830_QEx_LA_MS571_11_50cm											
PXD006770	160914_OEx_LA_MS578_13											
PXD006770	160812_QEx_LA_MS571_SN_09_10xdil											
PXD006770	160812_QEx_LA_MS571_SN_05_10xdil											
PXD006770	160708_QEx_LA_MS571_12_targ											
PXD006770	160830_QEx_LA_MS571_13_50cm_02											
PXD006770	161212_QEx_LA_MS581_targ_15											
PXD006770	161212_QEx_LA_MS581_targ_08											
PXD006770	161212_QEx_LA_MS581_targ_01											
PXD006770	160830_QEx_LA_MS571_12_50cm											
PXD006770	170215_QEx_LA_MS585_18											
PXD006770	160708_QEx_LA_MS571_01_targ											
PXD006770	160830_QEx_LA_MS571_10_50cm_02											
PXD006770	160830_QEx_LA_MS571_01_50cm											
PXD006770	160812_QEx_LA_MS571_09_10xdil											
PXD006770	160914_OEx_LA_MS578_21											
PXD006770	170222_QEx_LA_MS585_38											
PXD006770	160830_QEx_LA_MS571_09_50cm											
PXD006770	161212_QEx_LA_MS581_targ_03											
PXD006770	170222_QEx_LA_MS585_36											
PXD006770	160830_QEx_LA_MS571_04_50cm_02											
PXD006770	170215_QEx_LA_MS585_10											
PXD006770	161212_QEx_LA_MS581_targ_21											
PXD006770	160708_QEx_LA_MS571_SN_02_targ											
PXD006770	160830_QEx_LA_MS571_10_50cm_03											
PXD006770	160812_QEx_LA_MS571_SN_04_10xdil											
PXD006770	160812_QEx_LA_MS571_SN_01											
PXD006770	170222_QEx_LA_MS585_31											
PXD006770	160830_QEx_LA_MS571_15_50cm											
PXD006770	160830_QEx_LA_MS571_09_50cm_04											
PXD006770	160812_QEx_LA_MS571_06_10xdil											
PXD006770	160830_QEx_LA_MS571_08_50cm_02											
PXD006770	161212_QEx_LA_MS581_targ_02											
PXD006770	160830_QEx_LA_MS571_07_50cm_03											
PXD006770	160830_QEx_LA_MS571_07_50cm											
PXD006770	160914_OEx_LA_MS578_16											
PXD006770	161212_QEx_LA_MS581_05_targ											
PXD006770	160914_OEx_LA_MS578_targ_18											
PXD006770	160708_QEx_LA_MS571_05_targ											
PXD006770	161212_QEx_LA_MS581_targ_19											
PXD006770	170222_QEx_LA_MS585_29											
PXD006770	161212_QEx_LA_MS581_targ_16											
PXD006770	160708_QEx_LA_MS571_02_targ											
PXD006770	160830_QEx_LA_MS571_02_50cm_02											
PXD006770	160830_QEx_LA_MS571_02_50cm											
PXD006770	160914_OEx_LA_MS578_17											
PXD006770	161212_QEx_LA_MS581_targ_14											
PXD006770	170215_QEx_LA_MS585_13											
PXD006770	160830_QEx_LA_MS571_15_50cm_03											
PXD006770	160812_QEx_LA_MS571_04_10xdil											
PXD006770	160708_QEx_LA_MS571_07_targ											
PXD006770	160914_OEx_LA_MS578_targ_24											
PXD006770	161212_QEx_LA_MS581_01_targ											
PXD006770	160830_QEx_LA_MS571_06_50cm											
PXD006770	170222_QEx_LA_MS585_27_2											
PXD006770	170215_QEx_LA_MS585_04											
PXD006770	160815_QEx_LA_MS571_01_IIbatch_10xdil											
PXD006770	170215_QEx_LA_MS585_22											
PXD006770	161212_QEx_LA_MS581_targ_12											
PXD006770	170215_QEx_LA_MS585_19											
PXD006770	160830_QEx_LA_MS571_09_50cm_02											
PXD006770	170215_QEx_LA_MS585_21											
PXD006770	160914_OEx_LA_MS578_23											
PXD006770	160708_QEx_LA_MS571_06_targ											
PXD006770	161210_QEx_LA_MS581_05_targ											
PXD006770	160815_QEx_LA_MS571_02_IIbatch_10xdil											
PXD006770	160914_OEx_LA_MS578_targ_23											
PXD006770	160708_QEx_LA_MS571_SN_05_targ											
PXD006770	160830_QEx_LA_MS571_05_50cm											
PXD006770	160830_QEx_LA_MS571_05_50cm_03											
PXD006770	170215_QEx_LA_MS585_17											
PXD006770	161212_QEx_LA_MS581_targ_11											
PXD006770	160914_OEx_LA_MS578_targ_19											
PXD006770	161212_QEx_LA_MS581_targ_09											
PXD006770	170222_QEx_LA_MS585_37											
PXD006770	160830_QEx_LA_MS571_13_50cm_03											
PXD006770	160914_OEx_LA_MS578_targ_13											
PXD006770	170215_QEx_LA_MS585_16											
PXD006770	170222_QEx_LA_MS585_32											
PXD006770	160708_QEx_LA_MS571_SN_03_targ											
PXD006770	160830_QEx_LA_MS571_16_50cm											
PXD006770	161214_QEx_LA_MS581_targ_13											
PXD006770	160914_OEx_LA_MS578_15											
PXD006770	160812_QEx_LA_MS571_02_10xdil											
PXD006770	161212_QEx_LA_MS581_targ_20											
PXD006770	170215_QEx_LA_MS585_25											
PXD006770	160830_QEx_LA_MS571_14_50cm_02											
PXD006770	160830_QEx_LA_MS571_14_50cm_03											
PXD006770	170222_QEx_LA_MS585_29_2											
PXD006770	170215_QEx_LA_MS585_03											
PXD006770	160708_QEx_LA_MS571_10_targ											
PXD006770	161212_QEx_LA_MS581_targ_10											
PXD006770	170215_QEx_LA_MS585_23											
PXD006770	160914_OEx_LA_MS578_19											
PXD006770	170215_QEx_LA_MS585_20											
PXD006770	160830_QEx_LA_MS571_01_50cm_03											
PXD006770	160812_QEx_LA_MS571_07_10xdil											
PXD006770	160812_QEx_LA_MS571_05_10xdil											
PXD006770	160830_QEx_LA_MS571_03_50cm											
PXD006770	160914_OEx_LA_MS578_20											
PXD006770	160830_QEx_LA_MS571_07_50cm_02											
PXD006770	161212_QEx_LA_MS581_targ_18											
PXD006770	170215_QEx_LA_MS585_25_2											
PXD006770	170222_QEx_LA_MS585_34_2											
PXD006770	160914_OEx_LA_MS578_targ_22											
PXD006770	170215_QEx_LA_MS585_24											
PXD006770	160708_QEx_LA_MS571_08_targ											
PXD006770	170215_QEx_LA_MS585_15											
PXD006770	170215_QEx_LA_MS585_11											
PXD006770	160708_QEx_LA_MS571_SN_04_targ											
PXD006770	160812_QEx_LA_MS571_SN_01_10xdil											
PXD006770	160914_OEx_LA_MS578_targ_15											
PXD006770	161212_QEx_LA_MS581_targ_13											
PXD006770	160914_OEx_LA_MS578_targ_21											
PXD006770	160812_QEx_LA_MS571_10_10xdil											
PXD006770	160914_OEx_LA_MS578_targ_17											
PXD006770	160914_OEx_LA_MS578_24											
PXD006770	170222_QEx_LA_MS585_30											
PXD006770	170215_QEx_LA_MS585_14											
PXD006770	170215_QEx_LA_MS585_08											
PXD006770	160830_QEx_LA_MS571_15_50cm_02											
PXD006770	161214_QEx_LA_MS581_targ_14											
PXD006770	160830_QEx_LA_MS571_10_50cm											
PXD006770	160830_QEx_LA_MS571_11_50cm_03											
PXD006770	161214_4Ex_LA_MS581_targ_21											
PXD006770	160812_QEx_LA_MS571_08_10xdil											
PXD006770	160830_QEx_LA_MS571_14_50cm											
PXD006770	161210_QEx_LA_MS581_02_targ											
PXD006770	160914_OEx_LA_MS578_14											
PXD006770	160708_QEx_LA_MS571_SN_01_targ											
PXD006770	161210_QEx_LA_MS581_01_targ											
PXD006770	170222_QEx_LA_MS585_34											
PXD006770	161214_QEx_LA_MS581_targ_10											
PXD006770	170222_QEx_LA_MS585_35											
PXD009254	VO14_L4											
PXD009254	VO3_E3											
PXD009254	VO11_L6											
PXD009254	VO12_L1											
PXD009254	VO16_E5											
PXD009254	VO6_L3											
PXD009254	VO17_E6											
PXD009254	VO10_L5											
PXD009254	VO1_E1											
PXD009254	VO2_E2											
PXD009254	VO5_L2											
PXD009254	VO7_E4											
PXD001422	PBMC_2_stim_dex_cyt3a											PBMCs
PXD001422	PBMC_1_stim_dex_cyt4b											PBMCs
PXD001422	PBMC_3_stim_dex_cyt1b											PBMCs
PXD001422	PBMC_3_stim_dex_cyt1a											PBMCs
PXD001422	PBMC_3_stim_dex_cyt2b											PBMCs
PXD001422	PBMC_1_stim_dex_cyt2b											PBMCs
PXD001422	PBMC_1_stim_dex_cyt1b											PBMCs
PXD001422	PBMC_1_stim_dex_cyt2a											PBMCs
PXD001422	PBMC_1_stim_dex_cyt3b											PBMCs
PXD001422	PBMC_3_stim_dex_cyt3a											PBMCs
PXD001422	PBMC_2_stim_dex_cyt4a											PBMCs
PXD001422	PBMC_1_stim_dex_cyt1a											PBMCs
PXD001422	PBMC_3_stim_dex_cyt3b											PBMCs
PXD001422	PBMC_1_stim_dex_cyt4a											PBMCs
PXD001422	PBMC_3_stim_dex_cyt4b											PBMCs
PXD001422	PBMC_3_stim_dex_cyt2a											PBMCs
PXD001422	PBMC_2_stim_dex_cyt1b											PBMCs
PXD001422	PBMC_2_stim_dex_cyt2a											PBMCs
PXD001422	PBMC_2_stim_dex_cyt3b											PBMCs
PXD001422	PBMC_1_stim_dex_cyt3a											PBMCs
PXD001422	PBMC_2_stim_dex_cyt4b											PBMCs
PXD001422	PBMC_2_stim_dex_cyt1a											PBMCs
PXD001422	PBMC_3_stim_dex_cyt4a											PBMCs
PXD001422	PBMC_2_stim_dex_cyt2b											PBMCs
PXD007740	KO_ctr_48h_R3_IMAC_1											
PXD007740	KO_ctr_6h_R3_IMAC_2											
PXD007740	ctr_48h_R2_injection_3											
PXD007740	PLXplusGEF_48h_R1_IMAC_2											
PXD007740	KO_PLX_6h_R1_injection_1											
PXD007740	ctr_2h_R1_injection_3											
PXD007740	PLXplusGEF_2h_R3_injection_1											
PXD007740	ctr_6h_R1_IMAC_1											
PXD007740	PLXplusGEF_24h_R2_IMAC_3											
PXD007740	PLXplusGEF_6h_R1_IMAC_3											
PXD007740	ctr_2h_R3_IMAC_1											
PXD007740	KO_ctr_2h_R1_injection_3											
PXD007740	GEF_48h_R3_IMAC_3											
PXD007740	KO_ctr_2h_R3_injection_1											
PXD007740	KO_ctr_24h_R2_IMAC_2											
PXD007740	PLX_24h_R1_injection_2											
PXD007740	GEF_24h_R2_IMAC_1											
PXD007740	KO_PLX_6h_R2_IMAC_2											
PXD007740	KO_ctr_48h_R2_IMAC_1											
PXD007740	ctr_2h_R2_injection_3											
PXD007740	GEF_24h_R1_injection_1											
PXD007740	KO_PLX_48h_R2_IMAC_1_injection2											
PXD007740	PLX_48h_R3_injection_1											
PXD007740	KO_ctr_2h_R2_IMAC_1											
PXD007740	PLX_48h_R1_IMAC_2											
PXD007740	KO_ctr_48h_R3_IMAC_2											
PXD007740	GEF_2h_R2_IMAC_2											
PXD007740	KO_PLX_48h_R1_IMAC_3											
PXD007740	GEF_2h_R3_injection_1											
PXD007740	GEF_2h_R3_IMAC_1											
PXD007740	GEF_48h_R3_injection_3											
PXD007740	PLX_6h_R1_IMAC_3											
PXD007740	ctr_24h_R3_IMAC_2											
PXD007740	KO_PLX_6h_R1_IMAC_1_injection2											
PXD007740	KO_ctr_6h_R2_IMAC_2											
PXD007740	KO_PLX_48h_R2_injection_1											
PXD007740	KO_PLX_48h_R2_IMAC_2											
PXD007740	ctr_6h_R3_IMAC_3											
PXD007740	PLX_6h_R2_IMAC_1											
PXD007740	KO_ctr_24h_R3_IMAC_2											
PXD007740	GEF_2h_R1_IMAC_1											
PXD007740	KO_PLX_48h_R2_IMAC_3_injection2											
PXD007740	KO_ctr_48h_R1_injection_1											
PXD007740	PLX_6h_R1_IMAC_1											
PXD007740	KO_ctr_48h_R3_injection_1											
PXD007740	ctr_0h_R3_IMAC_2											
PXD007740	GEF_48h_R1_injection_5											
PXD007740	ctr_48h_R1_injection_2											
PXD007740	PLX_24h_R1_injection_1											
PXD007740	PLXplusGEF_2h_R1_injection_1											
PXD007740	ctr_0h_R2_injection_1											
PXD007740	ctr_6h_R3_injection_1											
PXD007740	GEF_2h_R3_IMAC_3											
PXD007740	KO_ctr_2h_R2_injection_2											
PXD007740	KO_ctr_2h_R1_IMAC_3											
PXD007740	GEF_6h_R2_IMAC_2											
PXD007740	KO_ctr_2h_R2_IMAC_2											
PXD007740	PLXplusGEF_24h_R3_IMAC_3											
PXD007740	PLXplusGEF_48h_R2_injection_3											
PXD007740	KO_ctr_6h_R2_injection_2											
PXD007740	GEF_6h_R2_injection_1											
PXD007740	KO_PLX_24h_R3_IMAC_1											
PXD007740	ctr_0h_R1_IMAC_2											
PXD007740	KO_ctr_48h_R3_injection_2											
PXD007740	PLX_24h_R3_IMAC_1											
PXD007740	KO_PLX_6h_R3_injection_1											
PXD007740	ctr_2h_R2_IMAC_1											
PXD007740	PLX_24h_R1_IMAC_2											
PXD007740	ctr_0h_R1_injection_2											
PXD007740	KO_ctr_2h_R3_IMAC_3											
PXD007740	KO_ctr_24h_R3_IMAC_1											
PXD007740	ctr_48h_R3_IMAC_3											
PXD007740	GEF_48h_R2_injection_1											
PXD007740	ctr_24h_R3_injection_1											
PXD007740	KO_PLX_2h_R1_injection_3											
PXD007740	ctr_0h_R2_IMAC_3											
PXD007740	KO_ctr_0h_R1_IMAC_3											
PXD007740	GEF_6h_R1_injection_2											
PXD007740	PLXplusGEF_48h_R2_IMAC_1											
PXD007740	PLX_6h_R3_IMAC_2											
PXD007740	GEF_24h_R3_injection_4											
PXD007740	GEF_2h_R1_injection_3											
PXD007740	GEF_24h_R1_IMAC_3											
PXD007740	GEF_24h_R2_injection_1											
PXD007740	PLXplusGEF_48h_R2_injection_1											
PXD007740	PLXplusGEF_2h_R2_IMAC_3											
PXD007740	ctr_24h_R1_IMAC_2											
PXD007740	PLX_2h_R1_injection_1											
PXD007740	PLX_48h_R1_injection_3											
PXD007740	PLXplusGEF_2h_R1_injection_2											
PXD007740	KO_ctr_48h_R1_IMAC_3											
PXD007740	PLXplusGEF_24h_R2_IMAC_2											
PXD007740	PLXplusGEF_6h_R2_injection_2											
PXD007740	PLX_24h_R3_IMAC_3											
PXD007740	PLX_6h_R2_IMAC_2											
PXD007740	PLXplusGEF_6h_R2_IMAC_3											
PXD007740	PLXplusGEF_24h_R3_injection_2											
PXD007740	PLXplusGEF_48h_R3_IMAC_2											
PXD007740	GEF_2h_R1_injection_2											
PXD007740	KO_ctr_48h_R1_IMAC_1											
PXD007740	ctr_24h_R1_IMAC_1											
PXD007740	PLX_6h_R2_injection_2											
PXD007740	PLX_6h_R3_IMAC_1											
PXD007740	PLX_6h_R2_IMAC_3											
PXD007740	PLXplusGEF_2h_R2_injection_1											
PXD007740	KO_ctr_2h_R2_injection_1											
PXD007740	GEF_2h_R2_injection_2											
PXD007740	PLXplusGEF_2h_R1_IMAC_3											
PXD007740	PLXplusGEF_2h_R1_IMAC_1											
PXD007740	KO_PLX_24h_R2_injection_2											
PXD007740	GEF_2h_R3_IMAC_2											
PXD007740	PLXplusGEF_6h_R3_injection_2											
PXD007740	ctr_48h_R1_injection_1											
PXD007740	KO_ctr_0h_R2_IMAC_1											
PXD007740	GEF_24h_R3_IMAC_1											
PXD007740	PLX_6h_R3_injection_2											
PXD007740	PLXplusGEF_2h_R2_injection_2											
PXD007740	PLX_24h_R1_IMAC_1											
PXD007740	PLXplusGEF_6h_R2_injection_3											
PXD007740	KO_PLX_24h_R2_injection_3											
PXD007740	PLX_6h_R3_injection_1											
PXD007740	PLX_2h_R3_IMAC_3											
PXD007740	ctr_24h_R2_IMAC_2											
PXD007740	PLXplusGEF_48h_R1_IMAC_3											
PXD007740	KO_PLX_6h_R1_injection_2											
PXD007740	ctr_0h_R1_IMAC_3											
PXD007740	ctr_24h_R2_IMAC_3											
PXD007740	PLXplusGEF_2h_R2_IMAC_1											
PXD007740	KO_ctr_24h_R1_injection_1											
PXD007740	ctr_6h_R2_IMAC_3											
PXD007740	KO_ctr_6h_R1_injection_2											
PXD007740	KO_ctr_24h_R1_IMAC_1											
PXD007740	KO_PLX_24h_R3_IMAC_2											
PXD007740	ctr_2h_R3_IMAC_2											
PXD007740	KO_PLX_2h_R1_injection_1											
PXD007740	ctr_2h_R2_IMAC_3											
PXD007740	KO_ctr_6h_R1_injection_1											
PXD007740	PLXplusGEF_6h_R1_IMAC_2											
PXD007740	KO_PLX_6h_R3_IMAC_1											
PXD007740	ctr_48h_R2_IMAC_2											
PXD007740	ctr_2h_R1_IMAC_3											
PXD007740	PLX_24h_R3_injection_2											
PXD007740	ctr_2h_R2_injection_1											
PXD007740	ctr_0h_R3_injection_3											
PXD007740	ctr_24h_R3_IMAC_1											
PXD007740	GEF_6h_R3_injection_2											
PXD007740	KO_PLX_48h_R1_injection_3											
PXD007740	PLX_2h_R1_injection_3											
PXD007740	PLX_24h_R2_injection_1											
PXD007740	PLX_48h_R2_IMAC_1_injection2											
PXD007740	ctr_48h_R3_injection_3											
PXD007740	PLX_24h_R2_IMAC_2											
PXD007740	KO_ctr_0h_R2_injection_1											
PXD007740	KO_ctr_6h_R2_injection_1											
PXD007740	PLX_48h_R2_IMAC_1											
PXD007740	KO_ctr_0h_R1_injection_2											
PXD007740	KO_PLX_6h_R1_IMAC_2											
PXD007740	KO_ctr_6h_R3_IMAC_1											
PXD007740	PLX_48h_R2_IMAC_2											
PXD007740	PLX_48h_R2_injection_1											
PXD007740	KO_PLX_2h_R3_injection_2											
PXD007740	ctr_48h_R2_IMAC_3											
PXD007740	PLX_24h_R3_injection_1											
PXD007740	KO_ctr_0h_R3_IMAC_3											
PXD007740	PLXplusGEF_24h_R3_IMAC_2											
PXD007740	ctr_24h_R2_injection_2											
PXD007740	KO_PLX_24h_R1_IMAC_1											
PXD007740	PLX_24h_R2_injection_3											
PXD007740	PLX_2h_R2_IMAC_3											
PXD007740	PLX_2h_R3_IMAC_2											
PXD007740	PLX_48h_R2_injection_4											
PXD007740	GEF_48h_R2_IMAC_1											
PXD007740	ctr_6h_R2_injection_3											
PXD007740	PLXplusGEF_6h_R2_IMAC_2											
PXD007740	PLXplusGEF_48h_R3_injection_7											
PXD007740	KO_ctr_6h_R2_injection_3											
PXD007740	KO_PLX_6h_R2_injection_2											
PXD007740	KO_PLX_6h_R2_injection_1											
PXD007740	PLX_2h_R3_injection_2											
PXD007740	KO_PLX_48h_R2_IMAC_2_injection2											
PXD007740	GEF_6h_R2_injection_2											
PXD007740	GEF_2h_R2_IMAC_3											
PXD007740	KO_PLX_48h_R3_IMAC_1											
PXD007740	PLX_48h_R3_IMAC_1											
PXD007740	GEF_24h_R3_IMAC_2											
PXD007740	KO_PLX_2h_R3_injection_1											
PXD007740	KO_PLX_6h_R1_IMAC_3											
PXD007740	KO_PLX_24h_R2_IMAC_1											
PXD007740	PLXplusGEF_6h_R3_IMAC_2											
PXD007740	KO_PLX_6h_R1_IMAC_1											
PXD007740	ctr_48h_R2_IMAC_1											
PXD007740	KO_PLX_24h_R2_injection_1											
PXD007740	PLX_6h_R1_IMAC_2											
PXD007740	PLXplusGEF_24h_R1_injection_1											
PXD007740	PLXplusGEF_2h_R2_IMAC_2											
PXD007740	KO_ctr_24h_R1_IMAC_3											
PXD007740	PLXplusGEF_24h_R2_injection_3											
PXD007740	PLX_24h_R2_injection_2											
PXD007740	ctr_6h_R1_injection_1											
PXD007740	ctr_48h_R2_injection_2											
PXD007740	ctr_6h_R2_IMAC_1											
PXD007740	PLX_2h_R2_injection_3											
PXD007740	PLXplusGEF_6h_R1_injection_2											
PXD007740	ctr_2h_R2_IMAC_2											
PXD007740	KO_ctr_6h_R3_injection_2											
PXD007740	KO_ctr_24h_R3_injection_4											
PXD007740	PLX_24h_R2_IMAC_3											
PXD007740	ctr_0h_R2_injection_2											
PXD007740	PLXplusGEF_48h_R3_IMAC_3											
