pxd	run	organism	tissue	disease	cell_line	instrument	fragmentation	collision_energy	enzymes	modifications	labeling	enrichment	fraction_identifier	fractionation
PXD013523	case5_kidney_typeI_1D	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		1	True
PXD013523	case5_kidney_typeI_SCX_2	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		2	True
PXD013523	case5_kidney_typeI_SCX_3	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		3	True
PXD013523	case5_kidney_typeI_SCX_4	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		4	True
PXD013523	case5_kidney_typeI_SCX_5	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		5	True
PXD013523	case5_kidney_typeI_SCX_X	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		6	True
PXD013523	case5_pRCC_typeII_1D	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		1	True
PXD013523	case5_pRCC_typeII_SCX_2	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		2	True
PXD013523	case5_pRCC_typeII_SCX_3	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		3	True
PXD013523	case5_pRCC_typeII_SCX_4	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		4	True
PXD013523	case5_pRCC_typeII_SCX_5	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		5	True
PXD013523	case5_pRCC_typeII_SCX_X	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		6	True
PXD013523	case5_pRCC_typeI_1D	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		1	True
PXD013523	case5_pRCC_typeI_SCX_2	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		2	True
PXD013523	case5_pRCC_typeI_SCX_3	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		3	True
PXD013523	case5_pRCC_typeI_SCX_4	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		4	True
PXD013523	case5_pRCC_typeI_SCX_5	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		5	True
PXD013523	case5_pRCC_typeI_SCX_X	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		6	True
PXD013523	case6_kidney_typeII_1D	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		1	True
PXD013523	case6_kidney_typeII_SCX_2	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		2	True
PXD013523	case6_kidney_typeII_SCX_3	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		3	True
PXD013523	case6_kidney_typeII_SCX_4	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		4	True
PXD013523	case6_kidney_typeII_SCX_5	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		5	True
PXD013523	case6_kidney_typeII_SCX_X	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		6	True
PXD013523	case6_kidney_typeI_1D	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		1	True
PXD013523	case6_kidney_typeI_SCX_2	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		2	True
PXD013523	case6_kidney_typeI_SCX_3	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		3	True
PXD013523	case6_kidney_typeI_SCX_4	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		4	True
PXD013523	case6_kidney_typeI_SCX_5	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		5	True
PXD013523	case6_kidney_typeI_SCX_X	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		6	True
PXD013523	case6_pRCC_typeII_1D	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		1	True
PXD013523	case6_pRCC_typeII_SCX_2	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		2	True
PXD013523	case6_pRCC_typeII_SCX_3	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		3	True
PXD013523	case6_pRCC_typeII_SCX_4	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		4	True
PXD013523	case6_pRCC_typeII_SCX_5	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		5	True
PXD013523	case6_pRCC_typeII_SCX_X	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		6	True
PXD013523	case6_pRCC_typeI_1D	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		1	True
PXD013523	case6_pRCC_typeI_SCX_2	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		2	True
PXD013523	case6_pRCC_typeI_SCX_3	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		3	True
PXD013523	case6_pRCC_typeI_SCX_4	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		4	True
PXD013523	case6_pRCC_typeI_SCX_5	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		5	True
PXD013523	case6_pRCC_typeI_SCX_X	Homo sapiens	kidney	papillary renal cell carcinoma		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		6	True
PXD013523	case7_kidney_typeII_1D	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		1	True
PXD013523	case7_kidney_typeII_SCX_2	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		2	True
PXD013523	case7_kidney_typeII_SCX_3	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		3	True
PXD013523	case7_kidney_typeII_SCX_4	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		4	True
PXD013523	case7_kidney_typeII_SCX_5	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		5	True
PXD013523	case7_kidney_typeII_SCX_X	Homo sapiens	kidney	healthy		Q Exactive HF			trypsin	Acetyl; M-oxidation; C-carbamidomethylation	label-free		6	True
PXD013868	01747_A01_P018218_S00_I00_N01_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	1	True
PXD013868	01747_B01_P018218_S00_I00_N02_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	2	True
PXD013868	01747_C01_P018218_S00_I00_N03_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	3	True
PXD013868	01747_D01_P018218_S00_I00_N04_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	4	True
PXD013868	01747_E01_P018218_S00_I00_N05_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	5	True
PXD013868	01747_F01_P018218_S00_I00_N06_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	6	True
PXD013868	01747_G01_P018218_S00_I00_N07_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	7	True
PXD013868	01747_H01_P018218_S00_I00_N08_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	8	True
PXD013868	01747_A02_P018218_S00_I00_N09_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	9	True
PXD013868	01747_B02_P018218_S00_I00_N10_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	10	True
PXD013868	01747_C02_P018218_S00_I00_N11_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	11	True
PXD013868	01747_D02_P018218_S00_I00_N12_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	12	True
PXD013868	01747_E02_P018218_S00_I00_N13_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	13	True
PXD013868	01747_F02_P018218_S00_I00_N14_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	14	True
PXD013868	01747_G02_P018218_S00_I00_N15_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	15	True
PXD013868	01747_H02_P018218_S00_I00_N16_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	16	True
PXD013868	01747_A03_P018218_S00_I00_N17_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	17	True
PXD013868	01747_B03_P018218_S00_I00_N18_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	18	True
PXD013868	01747_C03_P018218_S00_I00_N19_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	19	True
PXD013868	01747_D03_P018218_S00_I00_N20_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	20	True
PXD013868	01747_E03_P018218_S00_I00_N21_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	21	True
PXD013868	01747_F03_P018218_S00_I00_N22_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	22	True
PXD013868	01747_G03_P018218_S00_I00_N23_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	23	True
PXD013868	01747_H03_P018218_S00_I00_N24_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	24	True
PXD013868	01762_A01_P018448_S00_I00_N01_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	1	True
PXD013868	01762_B01_P018448_S00_I00_N02_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	2	True
PXD013868	01762_C01_P018448_S00_I00_N03_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	3	True
PXD013868	01762_D01_P018448_S00_I00_N04_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	4	True
PXD013868	01762_E01_P018448_S00_I00_N05_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	5	True
PXD013868	01762_F01_P018448_S00_I00_N06_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	6	True
PXD013868	01762_G01_P018448_S00_I00_N07_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	7	True
PXD013868	01762_H01_P018448_S00_I00_N08_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	8	True
PXD013868	01762_A02_P018448_S00_I00_N09_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	9	True
PXD013868	01762_B02_P018448_S00_I00_N10_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	10	True
PXD013868	01762_C02_P018448_S00_I00_N11_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	11	True
PXD013868	01762_D02_P018448_S00_I00_N12_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	12	True
PXD013868	01762_E02_P018448_S00_I00_N13_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	13	True
PXD013868	01762_F02_P018448_S00_I00_N14_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	14	True
PXD013868	01762_G02_P018448_S00_I00_N15_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	15	True
PXD013868	01762_H02_P018448_S00_I00_N16_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	16	True
PXD013868	01762_A03_P018448_S00_I00_N17_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	17	True
PXD013868	01762_B03_P018448_S00_I00_N18_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	18	True
PXD013868	01762_C03_P018448_S00_I00_N19_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	19	True
PXD013868	01762_D03_P018448_S00_I00_N20_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	20	True
PXD013868	01762_E03_P018448_S00_I00_N21_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	21	True
PXD013868	01762_F03_P018448_S00_I00_N22_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	22	True
PXD013868	01762_G03_P018448_S00_I00_N23_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	23	True
PXD013868	01762_H03_P018448_S00_I00_N24_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	24	True
PXD013868	01762_A04_P018449_S00_I00_N01_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	1	True
PXD013868	01762_B04_P018449_S00_I00_N02_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	2	True
PXD013868	01762_C04_P018449_S00_I00_N03_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	3	True
PXD013868	01762_D04_P018449_S00_I00_N04_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	4	True
PXD013868	01762_E04_P018449_S00_I00_N05_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	5	True
PXD013868	01762_F04_P018449_S00_I00_N06_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	6	True
PXD013868	01762_G04_P018449_S00_I00_N07_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	7	True
PXD013868	01762_H04_P018449_S00_I00_N08_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	8	True
PXD013868	01762_A05_P018449_S00_I00_N09_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	9	True
PXD013868	01762_B05_P018449_S00_I00_N10_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	10	True
PXD013868	01762_C05_P018449_S00_I00_N11_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	11	True
PXD013868	01762_D05_P018449_S00_I00_N12_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	12	True
PXD013868	01762_E05_P018449_S00_I00_N13_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	13	True
PXD013868	01762_F05_P018449_S00_I00_N14_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	14	True
PXD013868	01762_G05_P018449_S00_I00_N15_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	15	True
PXD013868	01762_H05_P018449_S00_I00_N16_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	16	True
PXD013868	01762_A06_P018449_S00_I00_N17_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	17	True
PXD013868	01762_B06_P018449_S00_I00_N18_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	18	True
PXD013868	01762_C06_P018449_S00_I00_N19_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	19	True
PXD013868	01762_D06_P018449_S00_I00_N20_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	20	True
PXD013868	01762_E06_P018449_S00_I00_N21_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	21	True
PXD013868	01762_F06_P018449_S00_I00_N22_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	22	True
PXD013868	01762_G06_P018449_S00_I00_N23_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	23	True
PXD013868	01762_H06_P018449_S00_I00_N24_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	24	True
PXD013868	01774_A01_P018614_S00_I00_N01_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	1	True
PXD013868	01774_B01_P018614_S00_I00_N02_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	2	True
PXD013868	01774_C01_P018614_S00_I00_N03_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	3	True
PXD013868	01774_D01_P018614_S00_I00_N04_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	4	True
PXD013868	01774_E01_P018614_S00_I00_N05_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	5	True
PXD013868	01774_F01_P018614_S00_I00_N06_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	6	True
PXD013868	01774_G01_P018614_S00_I00_N07_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	7	True
PXD013868	01774_H01_P018614_S00_I00_N08_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	8	True
PXD013868	01774_A02_P018614_S00_I00_N09_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	9	True
PXD013868	01774_B02_P018614_S00_I00_N10_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	10	True
PXD013868	01774_C02_P018614_S00_I00_N11_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	11	True
PXD013868	01774_D02_P018614_S00_I00_N12_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	12	True
PXD013868	01774_E02_P018614_S00_I00_N13_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	13	True
PXD013868	01774_F02_P018614_S00_I00_N14_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	14	True
PXD013868	01774_G02_P018614_S00_I00_N15_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	15	True
PXD013868	01774_H02_P018614_S00_I00_N16_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	16	True
PXD013868	01774_A03_P018614_S00_I00_N17_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	17	True
PXD013868	01774_B03_P018614_S00_I00_N18_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	18	True
PXD013868	01774_C03_P018614_S00_I00_N19_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	19	True
PXD013868	01774_D03_P018614_S00_I00_N20_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	20	True
PXD013868	01774_E03_P018614_S00_I00_N21_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	21	True
PXD013868	01774_F03_P018614_S00_I00_N22_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	22	True
PXD013868	01774_G03_P018614_S00_I00_N23_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	23	True
PXD013868	01774_H03_P018614_S00_I00_N24_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	24	True
PXD013868	01774_A05_P018615_S00_I00_N01_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	1	True
PXD013868	01774_B05_P018615_S00_I00_N02_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	2	True
PXD013868	01774_C05_P018615_S00_I00_N03_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	3	True
PXD013868	01774_D05_P018615_S00_I00_N04_R1	Arabidopsis thaliana		healthy		Q Exactive HF			trypsin	C-carbamidomethylation; Acetyl; M-oxidation	label-free	no enrichment	4	True
