pxd	group_name	organism	organism_score	tissue	tissue_score	disease	disease_score	cell_part	cell_part_score	cell_line	cell_line_score	instrument	instrument_score	fragmentation	fragmentation_score	enzymes	enzymes_score	modifications	modifications_score	collision_energy	collision_energy_score	gradient_time_min	gradient_time_min_score	lc_column	lc_column_score	acquisition	acquisition_score	labeling	labeling_score	ionization	ionization_score	treatment_type	treatment_type_score	treatment_name	treatment_name_score	treatment_class	treatment_class_score	fractionation	enrichment
PXD058847	Purkinje cell proteome of the cerebellum of AP-2 cKo and control mice	Mus musculus	1.0									Orbitrap Exploris 480	1.0											reverse phase C18	1.0	DDA	1.0	label-free	1.0										
PXD058852	Human primary myotubes under starving conditions	Homo sapiens	1.0	skeletal muscle	1.0	healthy	1.0					Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							environmental	1.0	True; C18 solid phase extraction	phosphorylation; TiO2 and Fe-NTA
PXD058868	HeLa UPR Stress	Homo sapiens	1.0			cervix carcinoma	1.0			HeLa	1.0	Q Exactive	1.0	HCD	1.0	trypsin; chymotrypsin	1.0; 1.0	C-carbamidomethylation; N-term acetylation	1.0; 0.99					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; basic reversed phase liquid chromatography	N-terminus; iNrich
PXD058913	S. cerevisiae BPA exposure	Saccharomyces cerevisiae	1.0									Orbitrap Astral	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					small molecule	1.0	True; basic pH reversed-phase HPLC	
PXD058914	Prostate Cancer Cell Lines Whole Proteome	Homo sapiens	1.0			prostate cancer	1.0					Orbitrap Exploris 480	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0								
PXD058914	Prostate Cancer Cell Lines Phosphoproteome	Homo sapiens	1.0			prostate cancer	1.0					Orbitrap Exploris 480	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0								phosphorylation
PXD058914	Prostate Cancer Cell Lines RIME	Homo sapiens	1.0			prostate cancer	1.0					Orbitrap Fusion	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD058918	Cell lines under standard conditions and H2O2 treatment	Homo sapiens	1.0							HCT-116; HeLa; MCF-7	1.0; 1.0; 1.0	Orbitrap Astral	1.0			LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0							DIA; DDA	1.0; 1.0	TMT	1.0							environmental	1.0		
PXD058948	Human plasma EVs isolated by various methods	Homo sapiens	1.0	blood plasma	1.0	healthy	1.0					Orbitrap Elite	0.865	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0							True; S-Trap	
PXD058963	Human serum septic shock patients	Homo sapiens	1.0	blood serum	1.0	septic shock	1.0					Q Exactive HF-X; Orbitrap Eclipse	1.0; 1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD058971	Mouse Tissues (KO and WT)	Mus musculus	1.0	spleen; colon; liver; lung; kidney; skeletal muscle; brain; heart	1.0; 1.0; 1.0; 1.0; 1.0; 0.898; 1.0; 1.0							Orbitrap Fusion Lumos	1.0			trypsin; LysC	1.0; 0.933	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT; label-free	1.0; 1.0	ESI	1.0							True; High pH Reversed-Phase Peptide Fractionation	
PXD058971	SKOV3 Cells (Stress Conditions)	Homo sapiens	1.0			ovarian cancer	1.0			SKOV3	1.0	Orbitrap Fusion Lumos	1.0			trypsin; LysC	1.0; 0.933	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					environmental	1.0		
PXD058971	Cell Lines (Co-IP)	Homo sapiens	1.0			ovarian cancer	1.0			SKOV3	1.0	LTQ Orbitrap XL	0.926													DDA	1.0	label-free	1.0	ESI	1.0								
PXD058992	BCP-ALL PDX and Cell Line Surfaceome	Homo sapiens	1.0					membrane	0.866			Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0							reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; biotin enrichment	surfaceome; biotin enrichment
PXD058997	Mouse Retina Proteome	Mus musculus	1.0	retina	1.0							Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0							DIA	1.0	label-free	1.0										
PXD059003	C2C12 Myotube Secretome and Proteome	Mus musculus	1.0	skeletal muscle	1.0	type 2 diabetes	0.983					Orbitrap Fusion Lumos; Orbitrap Exploris 480	1.0; 1.0	HCD	1.0	trypsin	0.844	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					environmental	1.0	True; SDS-PAGE	
PXD059046	Mouse Heart AL Amyloidosis Model	Mus musculus	1.0	heart	1.0							Q Exactive HF	1.0					C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; 2D-PAGE	
PXD059054	Yeast RNA Affinity Isolation	Saccharomyces cerevisiae	1.0									Orbitrap Fusion	1.0					C-carbamidomethylation	1.0							DDA	1.0	TMT	1.0							environmental	1.0		
PXD059054	Yeast Polysome Profiling	Saccharomyces cerevisiae	1.0									Orbitrap Fusion	1.0					C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0							environmental	1.0	True; sucrose gradient	
PXD059054	Yeast RNA Immunoprecipitation	Saccharomyces cerevisiae	1.0									Orbitrap Fusion	1.0					C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0							environmental	1.0		
PXD059054	Yeast Nuclear/Cytoplasmic Fractionation	Saccharomyces cerevisiae	1.0					nucleus; cytoplasm	1.0; 1.0			Orbitrap Fusion	1.0					C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0							environmental	1.0	True; nuclei isolation	
PXD059054	Mammalian TIA1 Knockdown	Homo sapiens	1.0			non-small cell lung carcinoma	0.968					Orbitrap Fusion	1.0					C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0							biologics	1.0		
PXD059088	SILAC Phosphoproteomics	Saccharomyces cerevisiae	1.0									Q Exactive HF	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0									True; HpH reversed phase chromatography	phosphorylation; TiO2
PXD059092	Saccharomyces cerevisiae bar1Δ cells with α-factor treatment	Saccharomyces cerevisiae	1.0									Orbitrap Eclipse	1.0			LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0							DDA	1.0	TMT	1.0							biologics	1.0		
PXD059093	Melanoma Cell Lines (Total Protein & Immunopeptidomics)	Homo sapiens	1.0	skin	1.0	melanoma	0.92					Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA; DIA	1.0; 1.0	label-free	1.0	ESI	1.0					biologics; biologics	1.0; 1.0	True; sucrose gradient	HLA I complexes; immunoprecipitation
PXD059100	Embryonic Neural Stem Cells (WT and Pml-/-)	Mus musculus	1.0	brain	0.797							Q Exactive HF-X	1.0	HCD	1.0	trypsin	0.854	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0								
PXD059115	PC3 Nuclear Extracts	Homo sapiens	1.0			prostate cancer	1.0	nucleus	1.0	PC-3	1.0	Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; nuclear extraction	protein-protein interaction; immunoprecipitation
PXD059132	E. coli proteomics	Escherichia coli	1.0									Orbitrap Exploris 480	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					biologics; environmental	1.0; 1.0		
PXD059236	293T-RUNX1-Clu-Myc cells treated with MG132 and Lac	Homo sapiens	1.0			non-small cell lung carcinoma	1.0					Orbitrap Fusion Lumos	1.0													DDA	1.0	label-free	1.0							small molecule	1.0	True; SDS-PAGE	immunoprecipitation; antibody
PXD059271	HeLa, HEK293T, CHO-K1, HepG2 cells treated with TL-alk or Pelitinib	Homo sapiens	1.0			cervix carcinoma	1.0	nucleus	1.0	HeLa; HEK293T; HepG2	1.0; 1.0; 1.0	Orbitrap Fusion Lumos	1.0			trypsin	1.0									DDA	1.0	label-free	1.0							small molecule; small molecule	1.0; 1.0	True; SDS-PAGE	click chemistry; click chemistry
PXD059339	Bone Marrow Interstitial Fluid	Homo sapiens	1.0	bone marrow	1.0	multiple myeloma; multiple myeloma	0.851; 1.0					Orbitrap Astral	1.0													DIA	1.0	label-free	1.0										
PXD059345	Phosphorylated PhK MS Analysis	Homo sapiens	1.0							HEK293F	1.0	Orbitrap Fusion	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule; biologics	1.0; 1.0		phosphorylation
PXD059356	XL-MS Analysis	Homo sapiens	1.0							HEK293F	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD059356	Phosphorylation Analysis	Homo sapiens	1.0							HEK293F	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		
PXD059386	SGBS Adipocytes (TPP)	Homo sapiens	1.0									Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					small molecule	1.0	True; Thermal Proteome Profiling	
PXD059386	Human SVF Adipocytes	Homo sapiens	1.0	adipose tissue	1.0							Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD059386	SGBS Adipocytes (Proteome)	Homo sapiens	1.0									Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD059386	SGBS Adipocytes (Phosphoproteome)	Homo sapiens	1.0									Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		phosphorylation; TiO2 and Fe-NTA
PXD059386	SGBS Adipocytes (Acetylome)	Homo sapiens	1.0									Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation; K-acetylation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		acetylation; Immunoaffinity Purification
PXD059386	Murine Adipose Tissue	Mus musculus	1.0	adipose tissue	1.0							Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD059390	SGBS Adipocytes	Homo sapiens	1.0									Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation; K-acetylation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		acetylation; Immunoaffinity purification
PXD059390	Human SVF Adipocytes	Homo sapiens	1.0	adipose tissue	0.884							Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		acetylation; Immunoaffinity purification
PXD059390	Murine Adipose Tissue	Mus musculus	1.0	adipose tissue	1.0							Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					environmental	1.0		acetylation; Immunoaffinity purification
PXD059390	SGBS TPP	Homo sapiens	1.0									Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					small molecule	1.0		
PXD059416	SGBS Adipocytes	Homo sapiens	1.0									Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		phosphorylation; TiO2 and Fe-NTA
PXD059419	Human SVF Primary Cells	Homo sapiens	1.0	adipose tissue	0.884							Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD059428	SGBS Adipocytes	Homo sapiens	1.0									Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD059428	Human SVF Adipocytes	Homo sapiens	1.0	adipose tissue	0.884							Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD059428	Murine Adipose Tissue	Mus musculus	1.0	adipose tissue; adipose tissue	0.875; 0.884							Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					environmental	1.0		
PXD059428	SGBS Acetylome	Homo sapiens	1.0									Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation; K-acetylation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		acetylation; immunoaffinity purification
PXD059428	SGBS Phosphoproteome	Homo sapiens	1.0									Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		phosphorylation; TiO2 and Fe-NTA
PXD059428	Murine Tissue Acetylome	Mus musculus	1.0	adipose tissue; adipose tissue	0.875; 0.884							Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation; K-acetylation	1.0; 1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					environmental	1.0		acetylation; immunoaffinity purification
PXD059428	Murine Tissue Phosphoproteome	Mus musculus	1.0	adipose tissue; adipose tissue	0.875; 0.884							Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					environmental	1.0		phosphorylation; TiO2 and Fe-NTA
PXD059428	SGBS TPP	Homo sapiens	1.0									Q Exactive HF	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					small molecule	1.0		
PXD059471	Pancreas adenocarcinoma cells treated with DHODHi	Homo sapiens	1.0			pancreatic ductal adenocarcinoma	0.835					Orbitrap Fusion Lumos	1.0			trypsin; LysC	1.0; 0.933	C-carbamidomethylation	1.0							DDA	1.0	TMT	1.0							small molecule	1.0	True; offline fractionation	
PXD059474	Human primary macrophages	Homo sapiens	1.0	macrophage	1.0	cardiovascular disease; healthy	0.734; 1.0	cytoplasm	1.0			Orbitrap Fusion Lumos	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0							biologics; biologics	1.0; 1.0		
PXD059522	Arabidopsis apoplast and cell lysate	Arabidopsis thaliana	1.0									Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD059544	ERα-CALUX cells	Homo sapiens	1.0									Q Exactive HF	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD059550	HEK293T cells transfected with miR-34a variants	Homo sapiens	1.0							HEK293T	1.0	Q Exactive HF	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	TMT	1.0							biologics	1.0	True; IPG-IEF	
PXD059552	Cell Surfaceome Profiling	Homo sapiens	1.0	epithelial cell	1.0			membrane	0.866			Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							small molecule	1.0	True; affinity purification	plasma membrane; affinity purification
PXD059565	In vitro kinase assay	Homo sapiens	1.0	lung	1.0							Q Exactive	1.0	HCD	1.0			C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								phosphorylation
PXD059566	In vitro kinase assay	Homo sapiens	1.0	lung	1.0							Q Exactive	1.0	HCD	1.0			C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								phosphorylation
PXD059593	AP-MS and Differential Proteomics	Homo sapiens	1.0			breast cancer; healthy	1.0; 1.0	nucleus	1.0	MCF-7; MCF-10A	1.0; 1.0	LTQ Orbitrap XL; Orbitrap Exploris 240; Xevo TQ-XS	1.0; 1.0; 0.862	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; SDS elution	
PXD059597	AP-MS MCF7 Nuclear Extract	Homo sapiens	1.0			breast cancer	1.0	nucleus	1.0	MCF-7	1.0	LTQ Orbitrap XL	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; nuclear extraction	
PXD059597	Differential Proteomics MCF7	Homo sapiens	1.0			breast cancer	1.0			MCF-7	1.0	Orbitrap Exploris 240	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD059597	Differential Proteomics MCF10A	Homo sapiens	1.0			healthy	1.0			MCF-10A	1.0	Orbitrap Exploris 240	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD059598	E. coli DH5α anaerobic culture	Escherichia coli	1.0									Orbitrap Exploris 240	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							environmental	1.0		
PXD059599	TMT-labelled Peptides (General)	Homo sapiens	0.825			leukemia	1.0			K-562	1.0	Orbitrap Fusion Lumos	0.937	CID; HCD	1.0; 1.0	trypsin	1.0	C-carbamidomethylation; M-oxidation; N-deamidation; T-phosphorylation; N-term acetylation	0.918; 0.793; 0.92; 0.849; 0.923					reverse phase C18; reverse phase C18	0.722; 0.781	DDA	1.0			ESI	1.0							True; High-pH fractionation on C18 tips	C18 desalting; StageTips and spin-columns
PXD059599	Kinobead Profiling	Homo sapiens	0.825			cancer	1.0			Colo-205; K-562; SK-N-BE(2); Jurkat; MCF-7	1.0; 1.0; 1.0; 1.0; 1.0	Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; M-oxidation; T-phosphorylation; N-term acetylation	0.918; 0.793; 0.849; 0.923					reverse phase C18	0.781	DDA	1.0			ESI	1.0							None	Kinobeads; Affinity pull-down
PXD059599	TAK285 Competition Assay	Homo sapiens	0.825			leukemia	1.0							HCD	1.0	trypsin	1.0	C-carbamidomethylation; M-oxidation; N-term acetylation	0.918; 0.793; 0.923					reverse phase C18	0.834	DDA	1.0			ESI	1.0							None	TAK285 Affinity Matrix; Competition assay with immobilized TAK285
PXD059628	Ovarian cancer cells (SK-OV-3)	Homo sapiens	1.0			ovarian cancer	0.908			SKOV3	1.0	Orbitrap Eclipse	1.0			LysC; trypsin	1.0; 1.0							reverse phase C18	1.0	DDA	1.0	TMT	1.0							small molecule	1.0	True; basic pH reversed-phase	
PXD059659	Mouse primary B cells	Mus musculus	1.0	B cells	1.0							Orbitrap Fusion Lumos	1.0	HCD; CID	1.0; 1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation	1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					biologics; environmental	1.0; 1.0	True; offline HPLC	phosphorylation; Fe-NTA
PXD059661	Human iPSC L1RE1 knockdown and LacZ control	Homo sapiens	1.0									Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA; DDA	1.0; 1.0	label-free	1.0	ESI	1.0					biologics	1.0	True; high-pH reversed-phase	
PXD059671	GBM PDX EVs and NVEPs	Homo sapiens	1.0			glioblastoma	1.0					Orbitrap Exploris 480; Orbitrap Fusion Lumos	1.0; 1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; ultracentrifugation	
PXD059671	CRC Cell Line EVs and NVEPs	Homo sapiens	1.0			colorectal cancer	1.0					Orbitrap Exploris 480; Orbitrap Fusion Lumos	1.0; 1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; ultracentrifugation	
PXD059683	Mouse Immune Cells	Mus musculus	1.0	T cells; macrophage; B cells	0.989; 1.0; 0.989							Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; offline RP-HPLC	
PXD059716	HEK293T sTurbo TauRD interactome	Homo sapiens	1.0					nucleus; cytoplasm	1.0; 1.0	HEK293T	1.0	Orbitrap Fusion Lumos	0.937	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics; environmental	1.0; 1.0	True; subcellular fractionation	biotinylation; streptavidin affinity purification
PXD059716	SH-SY5Y sTurbo TauRD interactome	Homo sapiens	1.0					nucleus; cytoplasm	1.0; 1.0	SH-SY5Y	1.0	Orbitrap Fusion Lumos	0.937	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics; environmental	1.0; 1.0	True; subcellular fractionation	biotinylation; streptavidin affinity purification
PXD059726	Mouse Adipose Tissue Phosphoproteomics	Mus musculus	1.0	adipose tissue	1.0							Orbitrap Astral	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation	1.0; 1.0; 1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	0.706					environmental	1.0	True; IMAC	phosphorylation; IMAC
PXD059752	Cell Lysate	Homo sapiens	1.0					nucleus	1.0			Orbitrap Exploris 240	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0										
PXD059752	Secretome	Homo sapiens	1.0									Orbitrap Exploris 240	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; Molecular weight fractionation	
PXD059782	DLD-1 SEPT9 APMS	Homo sapiens	1.0			colon cancer	1.0			DLD-1	1.0	Orbitrap Eclipse	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		
PXD059789	MCF-7 breast cancer cells treated with 3T3-L1A EVs	Homo sapiens	1.0			breast cancer	1.0	mitochondria	0.962	MCF-7	1.0	Orbitrap Exploris 480	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					biologics	1.0	True; SCX	
PXD059803	Arabidopsis thaliana autophagy mutants	Arabidopsis thaliana	1.0									Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							biologics	1.0		
PXD059828	Yeast mitochondrial proteome	Saccharomyces cerevisiae	1.0					mitochondria	1.0			Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0										
PXD059885	Plasma EVs from HCC patients	Homo sapiens	1.0	blood plasma	1.0	hepatocellular carcinoma	0.814					Q Exactive HF-X	0.818	HCD	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	nanoESI	0.712							True; ultracentrifugation	
PXD059892	Ovarian Cancer Cell Lines	Homo sapiens	1.0			ovarian cancer	0.908			CAOV3; ES-2; SKOV3; A2780; IGROV1; OVSAHO; KURAMOCHI	1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0	Q Exactive HF-X	1.0	HCD	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					small molecule; biologics	1.0; 1.0		phosphorylation; Ti-IMAC
PXD059932	Human Urine UTI Samples	Homo sapiens; Escherichia coli; Staphylococcus aureus; Pseudomonas aeruginosa	1.0; 1.0; 1.0; 1.0	urine	1.0							Q Exactive; Orbitrap Exploris 480	1.0; 0.978	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; affinity capture	
PXD059940	Human Cardiac Organoids	Homo sapiens	1.0	heart	1.0	cardiovascular disease	0.944					Q Exactive HF-X	0.893	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DIA	1.0	label-free	1.0	ESI	1.0					environmental	1.0		
PXD059942	Urine samples from school-aged children	Homo sapiens	1.0	urine	1.0	sleeping sickness; healthy	0.703; 1.0					Orbitrap Fusion	1.0			trypsin	1.0	C-carbamidomethylation	1.0							DIA	1.0	label-free	1.0										
PXD059945	Rph1p/Set2p Phosphorylation Assays	Saccharomyces cerevisiae	1.0									Q Exactive Plus	0.754	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0							environmental; small molecule	1.0; 1.0		
PXD059945	H3K36 Methylation Assays	Saccharomyces cerevisiae	1.0									Q Exactive Plus	0.754	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0							environmental	1.0		
PXD059945	Proteome Profiling	Saccharomyces cerevisiae	1.0											HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0							environmental	1.0	True; SCX	
