pxd	run	tissue	confidence
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R1_frac7	Heart	0.3946
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R1_frac8	Heart	0.3059
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R1_frac9	Heart	0.3711
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R2_frac10	Heart	0.3298
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R2_frac11	Heart	0.3206
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R2_frac12	Heart	0.4277
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R2_frac14	Heart	0.3184
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R2_frac16	Heart	0.3573
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R2_frac17	Heart	0.3117
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R2_frac19	Heart	0.376
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R2_frac20	Heart	0.3042
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R2_frac21	Heart	0.3867
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R2_frac22	Heart	0.3787
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R2_frac23	Heart	0.422
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R2_frac7	Heart	0.4035
PXD058709	YLJI_180219_230419_mouseheart_1124_proteome_R2_frac9	Heart	0.3315
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R1_frac10	Heart	0.3201
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R1_frac11	Heart	0.3746
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R1_frac13	Heart	0.3107
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R1_frac14	Heart	0.3077
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R1_frac16	Heart	0.3361
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R1_frac18	Heart	0.3136
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R1_frac19	Heart	0.5007
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R1_frac20	Heart	0.3594
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R1_frac23	Heart	0.3127
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R1_frac6	Heart	0.3649
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R1_frac7	Heart	0.3565
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R1_frac8	Heart	0.3558
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R1_frac9	Heart	0.4241
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R2_frac10	Heart	0.3002
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R2_frac11	Heart	0.3089
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R2_frac13	Heart	0.3205
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R2_frac15	Heart	0.3046
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R2_frac16	Heart	0.3162
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R2_frac18	Heart	0.3789
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R2_frac19	Heart	0.3705
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R2_frac20	Heart	0.3159
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R2_frac23	Heart	0.3475
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R2_frac6	Heart	0.3996
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R2_frac7	Heart	0.3774
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R2_frac8	Heart	0.3083
PXD058709	YLJI_180219_240519_mouseheart_1127_proteome_R2_frac9	Heart	0.3944
PXD058709	YLJI_180219_260319_mouseheart_1121_GPome_phos_R1_frac16	Heart	0.3454
PXD058709	YLJI_180219_260319_mouseheart_1121_GPome_phos_R1_frac18	Heart	0.3636
PXD058709	YLJI_180219_260319_mouseheart_1121_GPome_phos_R1_frac8	Heart	0.3743
PXD058709	YLJI_180219_260319_mouseheart_1121_GPome_phos_R1_frac9	Heart	0.3097
PXD058709	YLJI_180219_260319_mouseheart_1121_GPome_phos_R2_frac12	Heart	0.3444
PXD058709	YLJI_180219_260319_mouseheart_1121_GPome_phos_R2_frac14	Heart	0.403
PXD058709	YLJI_180219_260319_mouseheart_1121_GPome_phos_R2_frac16	Heart	0.3644
PXD058709	YLJI_180219_260319_mouseheart_1121_GPome_phos_R2_frac18	Heart	0.3474
PXD058709	YLJI_180219_260319_mouseheart_1121_GPome_phos_R2_frac19	Heart	0.3357
PXD058709	YLJI_180219_260319_mouseheart_1121_GPome_phos_R2_frac8	Heart	0.3802
PXD058709	YLJI_180219_260319_mouseheart_1121_GPome_phos_R2_frac9	Heart	0.3181
PXD058709	YLJI_180219_280319_mouseheart_1125_GPome_phos_R1_frac10	Heart	0.3818
PXD058709	YLJI_180219_280319_mouseheart_1125_GPome_phos_R1_frac11	Heart	0.3174
PXD058709	YLJI_180219_280319_mouseheart_1125_GPome_phos_R1_frac17	Heart	0.3141
PXD058709	YLJI_180219_280319_mouseheart_1125_GPome_phos_R1_frac6	Heart	0.3632
PXD058709	YLJI_180219_280319_mouseheart_1125_GPome_phos_R1_frac8	Heart	0.3644
PXD058709	YLJI_180219_280319_mouseheart_1125_GPome_phos_R1_frac9	Heart	0.3806
PXD058709	YLJI_180219_280319_mouseheart_1125_GPome_phos_R2_frac10	Heart	0.3216
PXD058709	YLJI_180219_280319_mouseheart_1125_GPome_phos_R2_frac12	Heart	0.3142
PXD058709	YLJI_180219_280319_mouseheart_1125_GPome_phos_R2_frac6	Heart	0.3602
PXD058709	YLJI_180219_280319_mouseheart_1125_GPome_phos_R2_frac8	Heart	0.3587
PXD058709	YLJI_180219_300319_mouseheart_1118_GPome_phos_R1_frac10	Heart	0.3033
PXD058709	YLJI_180219_300319_mouseheart_1118_GPome_phos_R1_frac16	Heart	0.3029
PXD058709	YLJI_180219_300319_mouseheart_1118_GPome_phos_R2_frac8	Heart	0.3082
PXD058777	CSFDigest02	Brain	0.3835
PXD058777	EVDigest02	Brain	0.3383
PXD058785	30082023_RZC_STP0071_Myofibre_condition50_02	Skeletal muscle	0.3053
PXD058785	30082023_RZC_STP0071_Myofibre_condition50_03	Skeletal muscle	0.3099
PXD058785	30082023_RZC_STP0071_Myofibre_condition90_03	Skeletal muscle	0.3204
PXD058785	30082023_RZC_STP0071_Myofibre_condition90_04	Skeletal muscle	0.3099
PXD058846	AML-OSvsNS_LF_P7	Monocytes	0.3145
PXD058847	E3_3648_02	Brain	0.4237
PXD058847	E3_3648_05	Brain	0.6337
PXD058847	E3_3648_07	Brain	0.499
PXD058847	E3_3648_10	Brain	0.4253
PXD058914	20220304_Exploris_Project_569_proteome_1408	Skeletal muscle	0.3053
PXD058971	KO_brain	Brain	0.4371
PXD058971	WT_brain	Brain	0.3619
PXD058971	XYJ_0612-HEART-WT	Heart	0.3862
PXD058971	XYJ_0612_17-LIVER-WT	Liver	0.3706
PXD058971	XYJ_0612_18-LIVER-KO	Liver	0.4021
PXD058971	XYJ_0612_4-HEART-KO	Heart	0.4195
PXD058971	XYJ_17-LIVER-WT	Liver	0.4727
PXD058971	XYJ_18-LIVER-KO	Liver	0.4593
PXD058971	YW_3-HEART-WT	Heart	0.4202
PXD058971	YW_4-HEART-KO	Heart	0.3893
PXD059661	240323_LINE1_KO_120min_Exploris_FAIMS_DDA_CV-45-60_F06_R1	Skeletal muscle	0.3046
PXD059932	04192022_Barbara_79	Kidney	0.3239
PXD059932	04192022_Barbara_84	Kidney	0.3626
PXD059940	20241206_DM_1	Skeletal muscle	0.3
PXD059940	20241206_DM_4	Skeletal muscle	0.3
PXD059976	POAG_9_DIA	Monocytes	0.3197
PXD060109	wt-mouse-cerebellum-membrane	Brain	0.5889
PXD060109	wt-mouse-forebrain-membrane	Brain	0.629
PXD060109	wt-mouse-liver-membrane	Liver	0.3674
PXD060109	wt-mouse-whole-brain-membrane-1_m	Brain	0.4283
PXD060109	wt-mouse-whole-brain-membrane-1_o	Brain	0.7006
PXD060109	wt-mouse-whole-brain-membrane-2_m	Brain	0.5091
PXD060109	wt-mouse-whole-brain-membrane-2_o	Brain	0.6412
PXD060153	352-07_proteoma_snce35	Small intestine	0.3514
PXD060153	686-06_proteoma_nc20	Stomach	0.3581
PXD060153	686-06_proteoma_snce35	Stomach	0.3283
PXD060305	e_06	Liver	0.379
PXD060305	e_13	Liver	0.3219
PXD060305	e_22	Liver	0.3047
PXD060305	e_23	Liver	0.3558
PXD060305	e_24	Liver	0.3068
PXD060305	e_28	Liver	0.3479
PXD060305	e_29	Liver	0.3959
PXD060305	e_30	Liver	0.3976
PXD060305	e_34	Liver	0.3074
PXD060305	e_35	Liver	0.3443
PXD060305	e_39	Liver	0.3315
PXD060305	e_44	Liver	0.3401
PXD060305	e_45	Liver	0.3246
PXD060305	e_48	Liver	0.3295
PXD060305	e_50	Liver	0.3357
PXD060305	e_51	Liver	0.3814
PXD060305	e_52	Liver	0.4532
PXD060305	e_53	Liver	0.326
PXD060305	s_08	Liver	0.3083
PXD060305	s_22	Liver	0.3935
PXD060305	s_23	Liver	0.3092
PXD060305	s_24	Liver	0.4101
PXD060305	s_26	Liver	0.3405
PXD060305	s_28	Liver	0.3409
PXD060305	s_29	Liver	0.3469
PXD060305	s_30	Liver	0.3782
PXD060305	s_38	Liver	0.327
PXD060305	s_39	Liver	0.3151
PXD060305	s_43	Liver	0.3428
PXD060305	s_44	Liver	0.3724
PXD060305	s_46	Liver	0.3546
PXD060305	s_47	Liver	0.302
PXD060305	s_49	Liver	0.3252
PXD060305	s_50	Liver	0.4092
PXD060305	s_53	Liver	0.3005
PXD060305	s_54	Liver	0.3335
PXD060305	t_22	Liver	0.3091
PXD060305	t_24	Liver	0.3019
PXD060305	t_28	Liver	0.4054
PXD060305	t_29	Liver	0.4062
PXD060305	t_30	Liver	0.3914
PXD060305	t_36	Liver	0.3423
PXD060305	t_39	Liver	0.3543
PXD060305	t_43	Liver	0.3536
PXD060305	t_44	Liver	0.3787
PXD060305	t_47	Liver	0.3763
PXD060305	t_48	Liver	0.3274
PXD060305	t_49	Liver	0.3722
PXD060305	t_50	Liver	0.307
PXD060305	t_53	Liver	0.4119
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-2_Phospho_bRP_rep1_10	Brain	0.3036
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-2_Phospho_bRP_rep1_11	Brain	0.375
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-2_Phospho_bRP_rep1_3	Brain	0.3827
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-2_Phospho_bRP_rep1_4	Brain	0.3208
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-2_Phospho_bRP_rep1_5	Brain	0.3023
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-2_Phospho_bRP_rep1_7	Brain	0.3344
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-2_Phospho_bRP_rep2_1	Brain	0.3033
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-2_Phospho_bRP_rep2_10	Brain	0.3003
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-2_Phospho_bRP_rep2_11	Brain	0.3916
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-2_Phospho_bRP_rep2_3	Brain	0.3895
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-2_Phospho_bRP_rep2_5	Brain	0.3579
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-2_Phospho_bRP_rep2_7	Brain	0.3548
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-3_Phospho_bRP_rep1_6	Brain	0.3104
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-3_Phospho_bRP_rep2_4	Brain	0.3846
PXD060406	MR_LW_M_Gobran_070622_050722_Lumos_HeLa_TMT-3_Phospho_bRP_rep2_5	Brain	0.3189
PXD060653	06022023_1049	Liver	0.5493
PXD060653	06022023_1049	Liver	0.5491
PXD060653	06022023_1134A	Liver	0.5631
PXD060653	06022023_1134A	Liver	0.5736
PXD060653	06022023_1176D	Liver	0.5537
PXD060653	06022023_1176D	Liver	0.5246
PXD060653	06022023_1183E	Liver	0.5546
PXD060653	06022023_1183E	Liver	0.5625
PXD060653	06022023_1270A	Liver	0.4313
PXD060653	06022023_1270A	Liver	0.4356
PXD060653	06022023_1312A	Liver	0.5667
PXD060653	06022023_1312A	Liver	0.567
PXD060653	06022023_1312A_1	Liver	0.5796
PXD060653	06022023_1312A_1	Liver	0.5846
PXD060653	06022023_1378D	Liver	0.737
PXD060653	06022023_1378D	Liver	0.7592
PXD060653	06022023_1392A	Liver	0.4137
PXD060653	06022023_1392A	Liver	0.42
PXD060653	06022023_1491C	Liver	0.5868
PXD060653	06022023_1491C	Liver	0.6134
PXD060653	06022023_1491C2	Liver	0.4593
PXD060653	06022023_1491C2	Liver	0.4589
PXD060653	06022023_1524C	Liver	0.5253
PXD060653	06022023_1524C	Liver	0.5231
PXD060653	06022023_1524C_1	Liver	0.534
PXD060653	06022023_1524C_1	Liver	0.5409
PXD060653	06022023_1603C	Liver	0.5568
PXD060653	06022023_1603C	Liver	0.5574
PXD060653	06022023_161A	Liver	0.5131
PXD060653	06022023_161A	Liver	0.5175
PXD060653	06022023_1647D	Liver	0.5988
PXD060653	06022023_1647D	Liver	0.565
PXD060653	06022023_1652D	Liver	0.4604
PXD060653	06022023_1652D	Liver	0.4604
PXD060653	06022023_1680C	Liver	0.4552
PXD060653	06022023_1680C	Liver	0.4547
PXD060653	06022023_1696B	Liver	0.4778
PXD060653	06022023_1696B	Liver	0.4618
PXD060653	06022023_1833C	Liver	0.4419
PXD060653	06022023_1833C	Liver	0.4488
PXD060653	06022023_1843F	Liver	0.6615
PXD060653	06022023_1843F	Liver	0.6912
PXD060653	06022023_1884C	Liver	0.5289
PXD060653	06022023_1884C	Liver	0.5443
PXD060653	06022023_2038C	Liver	0.4605
PXD060653	06022023_2038C	Liver	0.4595
PXD060653	06022023_2038C_1	Liver	0.455
PXD060653	06022023_2038C_1	Liver	0.4573
PXD060653	06022023_2050D	Liver	0.6057
PXD060653	06022023_2050D	Liver	0.6139
PXD060653	06022023_2167D	Liver	0.5736
PXD060653	06022023_2167D	Liver	0.5732
PXD060653	06022023_2174D	Liver	0.6809
PXD060653	06022023_2174D	Liver	0.6742
PXD060653	06022023_2175D	Liver	0.4485
PXD060653	06022023_2175D	Liver	0.4572
PXD060653	06022023_226A_1	Liver	0.5371
PXD060653	06022023_226A_1	Liver	0.4947
PXD060653	06022023_2312C	Liver	0.4695
PXD060653	06022023_2312C	Liver	0.4402
PXD060653	06022023_2397C	Liver	0.5793
PXD060653	06022023_2397C	Liver	0.5985
PXD060653	06022023_2412D	Liver	0.5591
PXD060653	06022023_2412D	Liver	0.5106
PXD060653	06022023_247C	Liver	0.488
PXD060653	06022023_247C	Liver	0.4961
PXD060653	06022023_2482D	Liver	0.5525
PXD060653	06022023_2482D	Liver	0.5522
PXD060653	06022023_2482D_1	Liver	0.5624
PXD060653	06022023_2482D_1	Liver	0.5624
PXD060653	06022023_253D	Liver	0.5563
PXD060653	06022023_253D	Liver	0.5404
PXD060653	06022023_256G	Liver	0.609
PXD060653	06022023_256G	Liver	0.6021
PXD060653	06022023_2609B	Liver	0.5193
PXD060653	06022023_2609B	Liver	0.535
PXD060653	06022023_2609B_1	Liver	0.4507
PXD060653	06022023_2609B_1	Liver	0.4249
PXD060653	06022023_2635E	Liver	0.4061
PXD060653	06022023_2635E	Liver	0.4061
PXD060653	06022023_274C	Liver	0.5238
PXD060653	06022023_274C	Liver	0.5319
PXD060653	06022023_2784D	Liver	0.7079
PXD060653	06022023_2784D	Liver	0.6409
PXD060653	06022023_2843C	Liver	0.5682
PXD060653	06022023_2843C	Liver	0.5681
PXD060653	06022023_2887B	Liver	0.5738
PXD060653	06022023_2887B	Liver	0.5839
PXD060653	06022023_2897G	Liver	0.4528
PXD060653	06022023_2897G	Liver	0.4522
PXD060653	06022023_289F	Liver	0.6017
PXD060653	06022023_289F	Liver	0.5737
PXD060653	06022023_2903D	Liver	0.6032
PXD060653	06022023_2903D	Liver	0.5522
PXD060653	06022023_3052D	Liver	0.6175
PXD060653	06022023_3052D	Liver	0.6157
PXD060653	06022023_3054D	Liver	0.4408
PXD060653	06022023_3054D	Liver	0.4699
PXD060653	06022023_3073C	Liver	0.5633
PXD060653	06022023_3073C	Liver	0.5469
PXD060653	06022023_3144B	Liver	0.4801
PXD060653	06022023_3144B	Liver	0.483
PXD060653	06022023_3303D	Liver	0.5557
PXD060653	06022023_3303D	Liver	0.6162
PXD060653	06022023_3376A	Liver	0.5464
PXD060653	06022023_3376A	Liver	0.5365
PXD060653	06022023_3443D	Liver	0.4361
PXD060653	06022023_3443D	Liver	0.425
PXD060653	06022023_348A	Liver	0.4624
PXD060653	06022023_348A	Liver	0.4276
PXD060653	06022023_3497C	Liver	0.4647
PXD060653	06022023_3497C	Liver	0.4631
PXD060653	06022023_365B	Liver	0.5652
PXD060653	06022023_365B	Liver	0.5762
PXD060653	06022023_3806C	Liver	0.606
PXD060653	06022023_3806C	Liver	0.611
PXD060653	06022023_3815A	Liver	0.5468
PXD060653	06022023_3815A	Liver	0.5363
PXD060653	06022023_3873B	Liver	0.612
PXD060653	06022023_3873B	Liver	0.6033
PXD060653	06022023_3889B	Liver	0.4855
PXD060653	06022023_3889B	Liver	0.4852
PXD060653	06022023_3924E	Liver	0.549
PXD060653	06022023_3924E	Liver	0.5382
PXD060653	06022023_3996C	Liver	0.5826
PXD060653	06022023_3996C	Liver	0.5438
PXD060653	06022023_4150C	Liver	0.6154
PXD060653	06022023_4150C	Liver	0.6155
PXD060653	06022023_415C	Liver	0.5531
PXD060653	06022023_415C	Liver	0.5615
PXD060653	06022023_4178B	Liver	0.4162
PXD060653	06022023_4178B	Liver	0.4218
PXD060653	06022023_4269C	Liver	0.573
PXD060653	06022023_4269C	Liver	0.567
PXD060653	06022023_4423C	Liver	0.5597
PXD060653	06022023_4423C	Liver	0.5637
PXD060653	06022023_488C	Liver	0.5596
PXD060653	06022023_488C	Liver	0.5376
PXD060653	06022023_505B	Liver	0.5072
PXD060653	06022023_505B	Liver	0.491
PXD060653	06022023_511D	Liver	0.5483
PXD060653	06022023_511D	Liver	0.5342
PXD060653	06022023_528B	Liver	0.5436
PXD060653	06022023_528B	Liver	0.5441
PXD060653	06022023_543D	Liver	0.5431
PXD060653	06022023_543D	Liver	0.5605
PXD060653	06022023_563B	Liver	0.5739
PXD060653	06022023_563B	Liver	0.5794
PXD060653	06022023_563B_1	Liver	0.4403
PXD060653	06022023_563B_1	Liver	0.4366
PXD060653	06022023_592D	Liver	0.5195
PXD060653	06022023_592D	Liver	0.5205
PXD060653	06022023_925D	Liver	0.5606
PXD060653	06022023_925D	Liver	0.5715
PXD060653	06022023_972E	Liver	0.4255
PXD060653	06022023_972E	Liver	0.4329
PXD060653	06022023_FHU_L_050211	Liver	0.7358
PXD060653	06022023_FHU_L_050211	Liver	0.7139
PXD060653	06022023_FHU_L_050211_20230614125947	Liver	0.6394
PXD060653	06022023_FHU_L_050211_20230614125947	Liver	0.6396
PXD060653	06022023_FHU_L_120607	Liver	0.6081
PXD060653	06022023_FHU_L_120607	Liver	0.5881
PXD060653	06022023_HFAA510	Liver	0.6193
PXD060653	06022023_HFAA510	Liver	0.6124
PXD060653	06022023_HFC640	Liver	0.6894
PXD060653	06022023_HFC640	Liver	0.6864
PXD060653	06022023_HFC820	Liver	0.6584
PXD060653	06022023_HFC820	Liver	0.6679
PXD060653	06022023_HMC591	Liver	0.5741
PXD060653	06022023_HMC591	Liver	0.5646
PXD060653	06022023_HMC682	Liver	0.4513
PXD060653	06022023_HMC682	Liver	0.462
PXD060653	06022023_HMC682_20230614115415	Liver	0.6738
PXD060653	06022023_HMC682_20230614115415	Liver	0.6739
PXD060653	06022023_MHU_L_011010	Liver	0.5509
PXD060653	06022023_MHU_L_011010	Liver	0.5566
PXD060653	06022023_MHU_L_031809	Liver	0.5657
PXD060653	06022023_MHU_L_031809	Liver	0.5552
PXD060653	06022023_MHU_L_031913A	Liver	0.6748
PXD060653	06022023_MHU_L_031913A	Liver	0.6888
PXD060653	06022023_MHU_L_050609	Liver	0.7366
PXD060653	06022023_MHU_L_050609	Liver	0.7484
PXD060811	iTRAQ_testes_test1_1	Testis	0.5196
PXD060811	iTRAQ_testes_test1_10	Testis	0.4792
PXD060811	iTRAQ_testes_test1_12	Testis	0.5095
PXD060811	iTRAQ_testes_test1_18	Testis	0.4915
PXD060811	iTRAQ_testes_test1_19	Testis	0.4195
PXD060811	iTRAQ_testes_test1_21	Testis	0.4058
PXD060811	iTRAQ_testes_test2_10	Testis	0.4322
PXD060811	iTRAQ_testes_test2_18	Testis	0.341
PXD060811	iTRAQ_testes_test2_20	Testis	0.4245
PXD060811	iTRAQ_testes_test2_21	Testis	0.4763
PXD060811	iTRAQ_testes_test2_22	Testis	0.4215
PXD060811	iTRAQ_testes_test2_3	Testis	0.4924
PXD060811	iTRAQ_testes_test2_4	Testis	0.3652
PXD060811	iTRAQ_testes_test2_6	Testis	0.5659
PXD060811	iTRAQ_testes_test2_7	Testis	0.4715
PXD060811	iTRAQ_testes_test3_15	Testis	0.3006
PXD060811	iTRAQ_testes_test3_18	Testis	0.3003
PXD060811	iTRAQ_testes_test3_19	Testis	0.4269
PXD060811	iTRAQ_testes_test3_20	Testis	0.4518
PXD060811	iTRAQ_testes_test3_21	Testis	0.3819
PXD060811	iTRAQ_testes_test3_22	Testis	0.3461
PXD060811	iTRAQ_testes_test3_3	Testis	0.3224
PXD060811	iTRAQ_testes_test3_4	Testis	0.3139
PXD060811	iTRAQ_testes_test3_5	Testis	0.3075
PXD060811	iTRAQ_testes_test3_6	Testis	0.3624
PXD060811	iTRAQ_testes_test3_7	Testis	0.3919
PXD061059	250206_NXF3_1	Testis	0.6544
PXD061059	250206_NXF3_1	Testis	0.6455
PXD061059	250206_NXF3_2	Testis	0.6869
PXD061059	250206_NXF3_2	Testis	0.6676
PXD061059	250206_NXF3_3	Testis	0.6092
PXD061059	250206_NXF3_3	Testis	0.6126
PXD061059	250206_NXT1_1	Testis	0.7254
PXD061059	250206_NXT1_1	Testis	0.7167
PXD061059	250206_NXT1_2	Testis	0.6777
PXD061059	250206_NXT1_2	Testis	0.6677
PXD061059	250206_NXT1_3	Testis	0.6907
PXD061059	250206_NXT1_3	Testis	0.7167
PXD061059	250206_NXT2_1	Testis	0.6027
PXD061059	250206_NXT2_1	Testis	0.5991
PXD061059	250206_NXT2_2	Testis	0.6424
PXD061059	250206_NXT2_2	Testis	0.6435
PXD061059	250206_NXT2_3	Testis	0.6969
PXD061059	250206_NXT2_3	Testis	0.6611
PXD061059	250206_Rb_IgG_1	Testis	0.5948
PXD061059	250206_Rb_IgG_1	Testis	0.5814
PXD061059	250206_Rb_IgG_2	Testis	0.6262
PXD061059	250206_Rb_IgG_2	Testis	0.6139
PXD061059	250206_Rb_IgG_3	Testis	0.6069
PXD061059	250206_Rb_IgG_3	Testis	0.6019
PXD061059	250206_mc_IgG_1	Testis	0.5861
PXD061059	250206_mc_IgG_1	Testis	0.5876
PXD061059	250206_mc_IgG_2	Testis	0.6338
PXD061059	250206_mc_IgG_2	Testis	0.642
PXD061059	250206_mc_IgG_3	Testis	0.6363
PXD061059	250206_mc_IgG_3	Testis	0.626
PXD061097	FLExDUX4_myofib_2	Heart	0.3013
PXD061097	FLExDUX4_myofib_25	Heart	0.3042
PXD061097	FLExDUX4_myofib_35	Heart	0.3468
PXD061097	FLExDUX4_myofib_53	Heart	0.3221
PXD061103	MDK_W1_F1	Brain	0.4581
PXD061103	MDK_W1_F10	Brain	0.3011
PXD061103	MDK_W1_F11	Brain	0.3362
PXD061103	MDK_W1_F12	Brain	0.3451
PXD061103	MDK_W1_F13	Brain	0.3207
PXD061103	MDK_W1_F15	Brain	0.4442
PXD061103	MDK_W1_F16	Brain	0.5274
PXD061103	MDK_W1_F17	Brain	0.4033
PXD061103	MDK_W1_F18	Brain	0.5341
PXD061103	MDK_W1_F19	Brain	0.4576
PXD061103	MDK_W1_F2	Brain	0.4294
PXD061103	MDK_W1_F20	Brain	0.4649
PXD061103	MDK_W1_F21	Brain	0.4583
PXD061103	MDK_W1_F22	Brain	0.4592
PXD061103	MDK_W1_F23	Brain	0.5155
PXD061103	MDK_W1_F26	Brain	0.4802
PXD061103	MDK_W1_F27	Brain	0.4163
PXD061103	MDK_W1_F28	Brain	0.6049
PXD061103	MDK_W1_F29	Brain	0.6031
PXD061103	MDK_W1_F3	Brain	0.4285
PXD061103	MDK_W1_F30	Brain	0.5201
PXD061103	MDK_W1_F31	Brain	0.4636
PXD061103	MDK_W1_F32	Brain	0.411
PXD061103	MDK_W1_F33	Brain	0.4161
PXD061103	MDK_W1_F34	Brain	0.3817
PXD061103	MDK_W1_F35	Brain	0.4098
PXD061103	MDK_W1_F36	Brain	0.5392
PXD061103	MDK_W1_F38	Brain	0.3043
PXD061103	MDK_W1_F39	Brain	0.397
PXD061103	MDK_W1_F4	Brain	0.422
PXD061103	MDK_W1_F40	Brain	0.3572
PXD061103	MDK_W1_F5	Brain	0.3889
PXD061103	MDK_W1_F6	Brain	0.3076
PXD061103	MDK_W1_F7	Brain	0.3946
PXD061103	MDK_W1_F8	Brain	0.412
PXD061103	MDK_W1_F9	Brain	0.3761
PXD061103	MDK_W2_F1	Brain	0.5384
PXD061103	MDK_W2_F10	Brain	0.4359
PXD061103	MDK_W2_F11	Brain	0.4227
PXD061103	MDK_W2_F12	Brain	0.3125
PXD061103	MDK_W2_F14	Brain	0.4733
PXD061103	MDK_W2_F15	Brain	0.4643
PXD061103	MDK_W2_F16	Brain	0.4409
PXD061103	MDK_W2_F17	Brain	0.4349
PXD061103	MDK_W2_F18	Brain	0.4786
PXD061103	MDK_W2_F19	Brain	0.4869
PXD061103	MDK_W2_F2	Brain	0.5336
PXD061103	MDK_W2_F20	Brain	0.3964
PXD061103	MDK_W2_F21	Brain	0.4057
PXD061103	MDK_W2_F22	Brain	0.3767
PXD061103	MDK_W2_F23	Brain	0.3945
PXD061103	MDK_W2_F24	Brain	0.3506
PXD061103	MDK_W2_F25	Brain	0.3978
PXD061103	MDK_W2_F26	Brain	0.5225
PXD061103	MDK_W2_F27	Brain	0.4011
PXD061103	MDK_W2_F28	Brain	0.454
PXD061103	MDK_W2_F29	Brain	0.4671
PXD061103	MDK_W2_F3	Brain	0.4429
PXD061103	MDK_W2_F30	Brain	0.4226
PXD061103	MDK_W2_F31	Brain	0.6354
PXD061103	MDK_W2_F32	Brain	0.4568
PXD061103	MDK_W2_F33	Brain	0.58
PXD061103	MDK_W2_F34	Brain	0.4233
PXD061103	MDK_W2_F35	Brain	0.4493
PXD061103	MDK_W2_F36	Brain	0.469
PXD061103	MDK_W2_F37	Brain	0.3454
PXD061103	MDK_W2_F38	Brain	0.4297
PXD061103	MDK_W2_F39	Brain	0.5
PXD061103	MDK_W2_F4	Brain	0.3118
PXD061103	MDK_W2_F40	Brain	0.5836
PXD061103	MDK_W2_F5	Brain	0.4208
PXD061103	MDK_W2_F6	Brain	0.4535
PXD061103	MDK_W2_F7	Brain	0.5099
